2025-02-10 08:24:16.82 | vgervais | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 10:22:20.30 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:22:21.40 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 1,1016 secondes

2025-02-10 10:22:21.45 | User | APP_v5.P.0.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 
2025-02-10 10:22:21.80 | User | APP_v5.P.0.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 
2025-02-10 10:22:22.42 | User | APP_v5.P.0.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 0,6250 secondes

2025-02-10 10:22:22.55 | User | APP_v5.P.0.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 0,7578 secondes

2025-02-10 10:22:22.75 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder | wshGL_EJ | 
2025-02-10 10:22:22.83 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder |  | 0,0898 secondes

2025-02-10 10:22:22.88 | User | APP_v5.P.0.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-10 10:22:23.17 | User | APP_v5.P.0.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,3008 secondes

2025-02-10 10:22:23.34 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 10-02-2025, 999, 15 | 
2025-02-10 10:22:26.05 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 2,7148 secondes

2025-02-10 10:22:28.25 | User | APP_v5.P.0.xlsb | wshGL_EJ:Worksheet_Activate |  | 4,9141 secondes

2025-02-10 10:22:33.75 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-07, 999, 15 | 
2025-02-10 10:22:33.81 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0703 secondes

2025-02-10 10:22:55.65 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 
2025-02-10 10:22:55.72 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:22:56.18 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,4648 secondes

2025-02-10 10:22:56.22 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 
2025-02-10 10:22:56.83 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 0,6172 secondes

2025-02-10 10:22:56.88 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:22:57.90 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 1,0273 secondes

2025-02-10 10:22:57.94 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:22:58.29 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,3516 secondes

2025-02-10 10:22:58.39 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder | wshDEB_Saisie | 
2025-02-10 10:22:58.45 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder |  | 0,0664 secondes

2025-02-10 10:22:58.52 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:22:58.68 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,1719 secondes

2025-02-10 10:22:58.73 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 0,2227 secondes

2025-02-10 10:24:20.83 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-10, 30, 15 | 
2025-02-10 10:24:20.90 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0781 secondes

2025-02-10 10:24:44.02 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 07-02-2025, 30, 15 | 
2025-02-10 10:24:49.78 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 5,7656 secondes

2025-02-10 10:25:02.55 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | les to | 
2025-02-10 10:25:02.60 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-10 10:25:02.73 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 10:25:02.80 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Toitures C.B.C. Inc. [Katie Pimparé] | 
2025-02-10 10:25:02.84 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-10 10:25:02.88 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1731 | 
2025-02-10 10:25:02.93 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-10 10:25:02.98 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,1133 secondes

2025-02-10 10:25:03.04 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Toitures C.B.C. Inc. [Katie Pimparé] | 
2025-02-10 10:25:03.08 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-10 10:25:03.12 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Toitures C.B.C. Inc. [Katie Pimparé] | 
2025-02-10 10:25:03.16 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-10 10:25:14.03 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-10, 30, 15 | 
2025-02-10 10:25:14.09 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0664 secondes

2025-02-10 10:25:18.78 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel | 
2025-02-10 10:25:18.83 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0586 secondes

2025-02-10 10:25:20.43 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .4 | 
2025-02-10 10:25:20.48 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0547 secondes

2025-02-10 10:25:20.52 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-10 10:25:20.57 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-10 10:25:24.42 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,40 | 
2025-02-10 10:25:24.46 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0547 secondes

2025-02-10 10:25:24.51 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-10 10:25:24.55 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-10 10:25:35.94 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel pou rrévision États financiers + t2 | 
2025-02-10 10:25:36.01 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0781 secondes

2025-02-10 10:25:36.67 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 10:25:36.71 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 10:25:36.78 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Toitures C.B.C. Inc. [Katie Pimparé] | 
2025-02-10 10:25:36.82 | vgervais | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-10 10:25:36.86 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 10:25:38.58 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Frais informatiques & Site web | 
2025-02-10 10:25:38.64 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5050 | -1 | 
2025-02-10 10:25:38.69 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1133 secondes

2025-02-10 10:25:37.57 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7148 secondes

2025-02-10 10:25:37.62 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 10:25:37.68 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0703 secondes

2025-02-10 10:25:37.73 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-10 | 
2025-02-10 10:25:37.82 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0938 secondes

2025-02-10 10:25:37.87 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-10 | 
2025-02-10 10:25:37.93 | vgervais | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 10:25:37.97 | vgervais | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 10:25:38.01 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 10:25:38.16 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1562 secondes

2025-02-10 10:25:38.21 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 10:25:38.29 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0977 secondes

2025-02-10 10:25:38.34 | vgervais | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1367 secondes

2025-02-10 10:25:38.38 | vgervais | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 10:25:38.57 | vgervais | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2031 secondes

2025-02-10 10:25:38.62 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 10:25:38.68 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0664 secondes

2025-02-10 10:25:38.71 | vgervais | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1055 secondes

2025-02-10 10:25:38.79 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-10 | 0,1836 secondes

2025-02-10 10:25:38.84 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,2227 secondes

2025-02-10 10:25:38.87 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2617 secondes

2025-02-10 10:26:11.32 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:26:11.39 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name | Amazon.com.ca | 
2025-02-10 10:26:11.43 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0508 secondes

2025-02-10 10:26:11.54 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:26:12.28 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,7461 secondes

2025-02-10 10:26:12.33 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:26:14.73 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:26:14.77 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,4531 secondes

2025-02-10 10:26:14.83 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:26:14.88 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:26:15.59 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,7148 secondes

2025-02-10 10:26:15.63 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:26:16.84 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:26:18.02 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:26:19.26 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:26:20.46 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:26:20.52 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 4,8984 secondes

2025-02-10 10:26:20.57 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 4,9453 secondes

2025-02-10 10:26:23.23 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:26:23.48 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2539 secondes

2025-02-10 10:26:23.55 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,3242 secondes

2025-02-10 10:26:28.13 | User | APP_v5.P.0.xlsb | wshGL_BV:Worksheet_Activate |  | 
2025-02-10 10:26:28.18 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:26:30.37 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 2,1914 secondes

2025-02-10 10:26:30.66 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | , 999, 15 | 
2025-02-10 10:26:30.71 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0547 secondes

2025-02-10 10:26:30.87 | User | APP_v5.P.0.xlsb | modGL_BV:GL_Trial_Balance_Build | GL_BV 2025-10-02 | 
2025-02-10 10:26:31.16 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  - De 2024-07-31 à 2025-10-02 | 
2025-02-10 10:26:32.80 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  | 1,6602 secondes

2025-02-10 10:26:39.14 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-10 10:26:39.25 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,1094 secondes

2025-02-10 10:26:39.30 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-10 10:26:39.37 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,0820 secondes

2025-02-10 10:26:40.03 | User | APP_v5.P.0.xlsb | modGL_BV:GL_Trial_Balance_Build |  | 0,7383 secondes

2025-02-10 10:26:40.11 | User | APP_v5.P.0.xlsb | wshGL_BV:Worksheet_Activate |  | 0,8242 secondes

2025-02-10 10:26:49.79 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 
2025-02-10 10:26:49.85 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:26:50.27 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,4258 secondes

2025-02-10 10:26:50.31 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 
2025-02-10 10:26:51.10 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 0,7930 secondes

2025-02-10 10:26:51.14 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:26:52.16 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 1,0352 secondes

2025-02-10 10:26:52.21 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:26:52.58 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,3750 secondes

2025-02-10 10:26:52.69 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder | wshDEB_Saisie | 
2025-02-10 10:26:52.75 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder |  | 0,0664 secondes

2025-02-10 10:26:52.80 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:26:52.96 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,1719 secondes

2025-02-10 10:26:53.01 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 0,2227 secondes

2025-02-10 10:27:29.60 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Matériel informatique | 
2025-02-10 10:27:29.66 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 1310 | -1 | 
2025-02-10 10:27:29.70 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1133 secondes

2025-02-10 10:27:40.02 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:27:40.08 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name | Costco Wholesale | 
2025-02-10 10:27:40.12 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0508 secondes

2025-02-10 10:27:40.21 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:27:40.96 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,7617 secondes

2025-02-10 10:27:41.01 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:27:43.29 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:27:43.34 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,3359 secondes

2025-02-10 10:27:43.40 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:27:43.45 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:27:44.06 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,6250 secondes

2025-02-10 10:27:44.11 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:27:45.28 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:27:46.48 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:27:47.71 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:27:49.01 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:27:49.07 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 4,9648 secondes

2025-02-10 10:27:49.12 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 5,0156 secondes

2025-02-10 10:27:51.80 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:27:52.02 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2266 secondes

2025-02-10 10:27:52.07 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,2773 secondes

2025-02-10 10:28:16.35 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Matériel informatique | 
2025-02-10 10:28:16.41 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 1310 | -1 | 
2025-02-10 10:28:16.46 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1172 secondes

2025-02-10 10:28:25.39 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:28:25.45 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name | Costco Wholesale | 
2025-02-10 10:28:25.50 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0625 secondes

2025-02-10 10:28:25.60 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:28:26.27 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,6758 secondes

2025-02-10 10:28:26.32 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:28:28.63 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:28:28.68 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,3672 secondes

2025-02-10 10:28:28.75 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:28:28.80 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:28:29.47 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,6797 secondes

2025-02-10 10:28:29.52 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:28:30.70 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:28:31.90 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:28:33.16 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:28:34.37 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:28:34.43 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 4,9141 secondes

2025-02-10 10:28:34.48 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 4,9648 secondes

2025-02-10 10:28:36.48 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:28:36.76 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2852 secondes

2025-02-10 10:28:36.83 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,3555 secondes

2025-02-10 10:29:29.90 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 06-02-2025, 30, 15 | 
2025-02-10 10:29:32.22 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 2,3242 secondes

2025-02-10 10:29:39.91 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-06, 30, 15 | 
2025-02-10 10:29:39.97 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0664 secondes

2025-02-10 10:29:55.82 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Frais informatiques & Site web | 
2025-02-10 10:29:55.88 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5050 | -1 | 
2025-02-10 10:29:55.94 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1289 secondes

2025-02-10 10:30:24.52 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:30:24.61 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name | Amazon.com.ca | 
2025-02-10 10:30:24.68 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0703 secondes

2025-02-10 10:30:24.80 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:30:25.52 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,7383 secondes

2025-02-10 10:30:25.58 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:30:27.86 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:30:27.91 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,3398 secondes

2025-02-10 10:30:27.98 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:30:28.03 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:30:28.71 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,6797 secondes

2025-02-10 10:30:28.75 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:30:30.00 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:30:31.17 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:30:32.38 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:30:33.59 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
