2025-02-07 09:36:45.86 | Guillaume | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-07 09:40:20.21 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-07 09:40:20.36 | Guillaume | APP_v5.O.3.xlsb | modImport:Client_List_Import_All |  | 
2025-02-07 09:40:21.99 | Guillaume | APP_v5.O.3.xlsb | modImport:ResizeTable |  | 
2025-02-07 09:40:22.14 | Guillaume | APP_v5.O.3.xlsb | modImport:ResizeTable |  | 0,2305 secondes

2025-02-07 09:40:22.29 | Guillaume | APP_v5.O.3.xlsb | modImport:ApplyFormatting |  | 
2025-02-07 09:40:22.44 | Guillaume | APP_v5.O.3.xlsb | modImport:ApplyFormatting |  | 0,2383 secondes

2025-02-07 09:40:22.64 | Guillaume | APP_v5.O.3.xlsb | modImport:Client_List_Import_All |  | 2,3672 secondes

2025-02-07 09:40:22.79 | Guillaume | APP_v5.O.3.xlsb | modImport:TEC_Import_All |  | 
2025-02-07 09:40:25.31 | Guillaume | APP_v5.O.3.xlsb | modImport:TEC_Import_All |  | 2,6172 secondes

2025-02-07 09:40:25.49 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 5,3711 secondes

2025-02-07 09:40:27.49 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-07 09:40:27.65 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,2383 secondes

2025-02-07 09:40:28.40 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-07 09:40:28.55 | Guillaume | APP_v5.O.3.xlsb | modFunctions:Fn_Complete_Date | 07/02/25, 600, 15 | 
2025-02-07 09:40:28.70 | Guillaume | APP_v5.O.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,2344 secondes

2025-02-07 09:40:28.86 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,5312 secondes

2025-02-07 09:40:28.00 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-07 09:40:29.16 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/07/02/25 | 
2025-02-07 09:40:29.80 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,7266 secondes

2025-02-07 09:40:29.96 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/07/02/25 | 
2025-02-07 09:40:30.21 | Guillaume | APP_v5.O.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-07 09:40:30.36 | Guillaume | APP_v5.O.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-07 09:40:30.51 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-07 09:40:30.76 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,3320 secondes

2025-02-07 09:40:30.93 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-07 09:40:31.21 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,3750 secondes

2025-02-07 09:40:31.36 | Guillaume | APP_v5.O.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 1,0859 secondes

2025-02-07 09:40:31.55 | Guillaume | APP_v5.O.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-07 09:40:33.25 | Guillaume | APP_v5.O.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 1,7930 secondes

2025-02-07 09:40:33.40 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-07 09:40:33.80 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,4844 secondes

2025-02-07 09:40:33.96 | Guillaume | APP_v5.O.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 3,8398 secondes

2025-02-07 09:40:34.20 | Guillaume | APP_v5.O.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/07/02/25 | 4,3164 secondes

2025-02-07 09:40:34.34 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 5,4180 secondes

2025-02-07 09:46:48.85 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-07 09:46:49.03 | Guillaume | APP_v5.O.3.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,2773 secondes

2025-02-07 09:46:49.80 | Guillaume | APP_v5.O.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-07 09:46:49.97 | Guillaume | APP_v5.O.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,2539 secondes

2025-02-07 09:46:50.49 | Guillaume | APP_v5.O.3.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-07 09:46:52.02 | Guillaume | APP_v5.O.3.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-07 09:46:52.41 | Guillaume | APP_v5.O.3.xlsb | modMenu:Delete_User_Active_File |  | 0,4727 secondes

2025-02-07 09:46:52.56 | Guillaume | APP_v5.O.3.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-07 10:53:38.71 | GuillaumeCharron | APP_v5.P.0.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-07 10:53:38.74 | GuillaumeCharron | APP_v5.P.0.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-07 10:53:38.76 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-07 10:53:38.81 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 0,0547 secondes

2025-02-07 10:53:38.84 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-07 10:53:38.87 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 0,0352 secondes

2025-02-07 10:53:38.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 
2025-02-07 10:53:39.71 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 0,8320 secondes

2025-02-07 10:53:39.74 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-07 10:53:39.79 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0586 secondes

2025-02-07 10:53:39.82 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-07 10:53:39.84 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0352 secondes

2025-02-07 10:53:39.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CodeEssentielDepart |  | 0,0742 secondes

2025-02-07 13:37:14.79 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 
2025-02-07 13:37:14.86 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 0,0781 secondes

2025-02-07 13:37:15.50 | GuillaumeCharron | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-07 13:37:15.55 | GuillaumeCharron | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0625 secondes

2025-02-07 13:37:15.59 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-07 13:37:15.61 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 
2025-02-07 13:37:16.01 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 
2025-02-07 13:37:16.03 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 0,0273 secondes

2025-02-07 13:37:16.05 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 
2025-02-07 13:37:16.07 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 0,0234 secondes

2025-02-07 13:37:16.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 0,0977 secondes

2025-02-07 13:37:16.16 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 
2025-02-07 13:37:16.98 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 0,8242 secondes

2025-02-07 13:37:17.01 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 0,8477 secondes

2025-02-07 13:37:17.59 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-07 13:37:17.61 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-07 13:37:17.96 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-07 13:37:17.98 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 07/02/25, 600, 15 | 
2025-02-07 13:37:17.99 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0195 secondes

2025-02-07 13:37:18.01 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0391 secondes

2025-02-07 13:37:18.03 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-07 13:37:18.05 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/07/02/25 | 
2025-02-07 13:37:18.15 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-07 13:37:18.18 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/07/02/25 | 
2025-02-07 13:37:18.20 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-07 13:37:18.22 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-07 13:37:18.24 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-07 13:37:18.37 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1328 secondes

2025-02-07 13:37:18.39 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-07 13:37:18.49 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1016 secondes

2025-02-07 13:37:18.51 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1211 secondes

2025-02-07 13:37:18.53 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-07 13:37:18.83 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,3008 secondes

2025-02-07 13:37:18.85 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-07 13:37:18.94 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0898 secondes

2025-02-07 13:37:18.95 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1133 secondes

2025-02-07 13:37:19.01 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/07/02/25 | 0,1641 secondes

2025-02-07 13:37:19.03 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,1836 secondes

2025-02-07 13:37:21.31 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Racine Petits Fruits 2014 Inc. [Annie Perrier / Daniel Racine] Petis | 
2025-02-07 13:37:21.34 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-07 13:37:21.65 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Racine Petits Fruits 2014 Inc. [Annie Perrier / Daniel Racine] | 
2025-02-07 13:37:21.68 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-07 13:37:52.26 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | analyse de bilans et voir si d'autres gestes à poser réorg pré-vente pour éliminer toutes les avances | 
2025-02-07 13:37:52.29 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0273 secondes

2025-02-07 13:37:55.82 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.25 | 
2025-02-07 13:37:55.85 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0391 secondes

2025-02-07 13:37:55.88 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 1,25 | 
2025-02-07 13:37:55.89 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0312 secondes

2025-02-07 13:37:56.78 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-07 13:37:56.80 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-07 13:37:56.83 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Racine Petits Fruits 2014 Inc. [Annie Perrier / Daniel Racine] | 
2025-02-07 13:37:56.85 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-07 13:37:56.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-07 13:37:57.77 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8906 secondes

2025-02-07 13:37:57.79 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-07 13:37:57.87 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0820 secondes

2025-02-07 13:37:57.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-07 | 
2025-02-07 13:37:57.99 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-07 13:37:58.01 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-07 | 
2025-02-07 13:37:58.04 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-07 13:37:58.06 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-07 13:37:58.09 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-07 13:37:58.27 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1797 secondes

2025-02-07 13:37:58.29 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-07 13:37:58.41 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-07 13:37:58.43 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1406 secondes

2025-02-07 13:37:58.45 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-07 13:37:58.86 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,4180 secondes

2025-02-07 13:37:58.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-07 13:37:58.00 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1172 secondes

2025-02-07 13:37:59.02 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1406 secondes

2025-02-07 13:37:59.07 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-07 | 0,1914 secondes

2025-02-07 13:37:59.09 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,2148 secondes

2025-02-07 13:37:59.11 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2344 secondes

2025-02-07 13:38:56.68 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-07 13:38:56.70 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-07 13:38:56.97 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-07 13:38:56.99 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0312 secondes

2025-02-07 13:39:18.01 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel avec annie pour appel roulements modifiés | 
2025-02-07 13:39:18.04 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-07 13:39:20.48 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.25 | 
2025-02-07 13:39:20.51 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-07 13:39:20.53 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,25 | 
2025-02-07 13:39:20.55 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-07 13:39:21.56 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-07 13:39:21.58 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-07 13:39:21.60 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-07 13:39:21.62 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-07 13:39:21.64 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-07 13:39:22.47 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8281 secondes

2025-02-07 13:39:22.49 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-07 13:39:22.56 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0742 secondes

2025-02-07 13:39:22.59 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-07 | 
2025-02-07 13:39:22.68 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-07 13:39:22.70 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-07 | 
2025-02-07 13:39:22.73 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-07 13:39:22.76 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-07 13:39:22.78 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-07 13:39:22.94 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1641 secondes

2025-02-07 13:39:22.96 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-07 13:39:23.06 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-07 13:39:23.08 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1250 secondes

2025-02-07 13:39:23.10 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-07 13:39:23.43 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,3281 secondes

2025-02-07 13:39:23.45 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-07 13:39:23.52 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0781 secondes

2025-02-07 13:39:23.54 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,0938 secondes

2025-02-07 13:39:23.61 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-07 | 0,1680 secondes

2025-02-07 13:39:23.63 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,1875 secondes

2025-02-07 13:39:23.65 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2070 secondes

2025-02-07 14:16:56.66 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2956-5645 Québec Inc. [Roulements et produits industriels] Yvon Boucher | 
2025-02-07 14:16:56.71 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-07 14:16:57.09 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 2956-5645 Québec Inc. [Roulements et produits industriels] | 
2025-02-07 14:16:57.11 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-07 14:17:03.52 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | réception d'infos comptables | 
2025-02-07 14:17:03.55 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-07 14:17:04.38 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.25 | 
2025-02-07 14:17:04.41 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0273 secondes

2025-02-07 14:17:04.43 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,25 | 
2025-02-07 14:17:04.45 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-07 14:17:05.57 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-07 14:17:05.60 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-07 14:17:05.62 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2956-5645 Québec Inc. [Roulements et produits industriels] | 
2025-02-07 14:17:05.64 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0312 secondes

2025-02-07 14:17:05.67 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-07 14:17:06.51 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8477 secondes

2025-02-07 14:17:06.53 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-07 14:17:06.61 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0781 secondes

2025-02-07 14:17:06.63 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-07 | 
2025-02-07 14:17:06.75 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1289 secondes

2025-02-07 14:17:06.77 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-07 | 
2025-02-07 14:17:06.81 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
