2025-02-20 06:25:56.35 | Guillaume | APP_v6.A.1.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 

2025-02-20 06:52:28.04 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-20 06:52:28.07 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date | 19/02, 600, 15 | 
2025-02-20 06:52:28.09 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date |  | 0,0273 secondes

2025-02-20 06:52:28.12 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0840 secondes

2025-02-20 06:52:28.14 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-20 06:52:28.16 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/19/02/25 | 
2025-02-20 06:52:28.28 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1211 secondes

2025-02-20 06:52:28.30 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/19/02/25 | 
2025-02-20 06:52:28.34 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 06:52:28.36 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 06:52:28.39 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 06:52:28.53 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1484 secondes

2025-02-20 06:52:28.57 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 06:52:28.68 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-20 06:52:28.71 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3457 secondes

2025-02-20 06:52:28.73 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 06:52:28.94 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2129 secondes

2025-02-20 06:52:28.96 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 06:52:29.01 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0605 secondes

2025-02-20 06:52:29.04 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6992 secondes

2025-02-20 06:52:29.11 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/19/02/25 | 0,8125 secondes

2025-02-20 06:52:29.13 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9980 secondes

2025-02-20 06:52:50.92 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-20 06:52:50.94 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date | 18, 600, 15 | 
2025-02-20 06:52:50.97 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date |  | 0,0293 secondes

2025-02-20 06:52:50.99 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0801 secondes

2025-02-20 06:52:51.02 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-20 06:52:51.04 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/18/02/25 | 
2025-02-20 06:52:51.16 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1191 secondes

2025-02-20 06:52:51.18 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/18/02/25 | 
2025-02-20 06:52:51.23 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 06:52:51.25 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 06:52:51.28 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 06:52:51.42 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-20 06:52:51.45 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 06:52:51.57 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1250 secondes

2025-02-20 06:52:51.60 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3477 secondes

2025-02-20 06:52:51.62 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 06:52:51.80 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1895 secondes

2025-02-20 06:52:51.83 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 06:52:51.88 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0605 secondes

2025-02-20 06:52:51.90 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6777 secondes

2025-02-20 06:52:51.98 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/18/02/25 | 0,8008 secondes

2025-02-20 06:52:52.00 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9863 secondes

2025-02-20 06:53:39.61 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-20 06:53:39.64 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date | 17, 600, 15 | 
2025-02-20 06:53:39.67 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date |  | 0,0273 secondes

2025-02-20 06:53:39.70 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0938 secondes

2025-02-20 06:53:39.73 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-20 06:53:39.75 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/17/02/25 | 
2025-02-20 06:53:39.86 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1152 secondes

2025-02-20 06:53:39.89 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/17/02/25 | 
2025-02-20 06:53:39.93 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 06:53:39.95 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 06:53:39.97 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 06:53:40.11 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1465 secondes

2025-02-20 06:53:40.14 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 06:53:40.25 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-20 06:53:40.27 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3281 secondes

2025-02-20 06:53:40.30 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 06:53:40.47 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1836 secondes

2025-02-20 06:53:40.50 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 06:53:40.55 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-20 06:53:40.57 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6523 secondes

2025-02-20 06:53:40.64 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/17/02/25 | 0,7617 secondes

2025-02-20 06:53:40.67 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9434 secondes

2025-02-20 06:54:08.93 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-20 06:54:08.96 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/17/02/25 | 
2025-02-20 06:54:09.07 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1133 secondes

2025-02-20 06:54:09.09 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/17/02/25 | 
2025-02-20 06:54:09.13 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 06:54:09.15 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 06:54:09.18 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 06:54:09.32 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1465 secondes

2025-02-20 06:54:09.35 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 06:54:09.46 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1172 secondes

2025-02-20 06:54:09.49 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3379 secondes

2025-02-20 06:54:09.51 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 06:54:09.70 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1953 secondes

2025-02-20 06:54:09.72 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 06:54:09.78 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-20 06:54:09.80 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6699 secondes

2025-02-20 06:54:09.88 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/17/02/25 | 0,7930 secondes

2025-02-20 06:54:09.90 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,9746 secondes

2025-02-20 06:54:15.31 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-20 06:54:15.34 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date | 20/02/25, 600, 15 | 
2025-02-20 06:54:15.36 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Complete_Date |  | 0,0273 secondes

2025-02-20 06:54:15.39 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0801 secondes

2025-02-20 06:54:15.41 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-20 06:54:15.43 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/20/02/25 | 
2025-02-20 06:54:15.54 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1094 secondes

2025-02-20 06:54:15.56 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/20/02/25 | 
2025-02-20 06:54:15.60 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 06:54:15.62 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 06:54:15.65 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 06:54:15.78 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1387 secondes

2025-02-20 06:54:15.81 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 06:54:15.91 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-20 06:54:15.94 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3203 secondes

2025-02-20 06:54:15.96 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 06:54:16.13 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1797 secondes

2025-02-20 06:54:16.16 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 06:54:16.21 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0566 secondes

2025-02-20 06:54:16.23 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6406 secondes

2025-02-20 06:54:16.29 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/20/02/25 | 0,7344 secondes

2025-02-20 06:54:16.31 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9062 secondes

2025-02-20 07:04:32.92 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9199-5308 Québec Inc. [Benoit Alary] Hopital vétérinaire Rive-sud | 
2025-02-20 07:04:32.96 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0449 secondes

2025-02-20 07:04:33.47 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9199-5308 Québec Inc. [Benoit Alary] | 
2025-02-20 07:04:33.50 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0312 secondes

2025-02-20 07:05:03.78 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | demande de Patrick pour retrouver détails de l'avance avec Tack immobilier | 
2025-02-20 07:05:03.81 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0352 secondes

2025-02-20 07:05:06.27 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-20 07:05:06.30 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-20 07:05:06.33 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-20 07:05:06.35 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0312 secondes

2025-02-20 07:05:08.18 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 07:05:08.20 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 07:05:08.23 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9199-5308 Québec Inc. [Benoit Alary] | 
2025-02-20 07:05:08.25 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0293 secondes

2025-02-20 07:05:08.27 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 07:05:09.10 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8301 secondes

2025-02-20 07:05:09.12 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 07:05:09.21 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0898 secondes

2025-02-20 07:05:09.23 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-20 | 
2025-02-20 07:05:09.37 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1426 secondes

2025-02-20 07:05:09.39 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-20 | 
2025-02-20 07:05:09.43 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 07:05:09.46 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 07:05:09.48 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 07:05:09.66 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1855 secondes

2025-02-20 07:05:09.69 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 07:05:09.79 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1133 secondes

2025-02-20 07:05:09.82 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3652 secondes

2025-02-20 07:05:09.84 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 07:05:10.10 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2559 secondes

2025-02-20 07:05:10.12 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 07:05:10.17 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-20 07:05:10.19 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7676 secondes

2025-02-20 07:05:10.28 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-20 | 0,8887 secondes

2025-02-20 07:05:10.30 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0996 secondes

2025-02-20 07:05:10.32 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,1465 secondes

2025-02-20 07:25:39.79 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Succession Jacques Raymond [Daniel Raymond] | 
2025-02-20 07:25:39.82 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0410 secondes

2025-02-20 07:25:40.25 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Succession Jacques Raymond [Daniel Raymond] | 
2025-02-20 07:25:40.28 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0312 secondes

2025-02-20 07:25:51.53 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | révision EF et T2 finale de la société et courriel | 
2025-02-20 07:25:51.56 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0332 secondes

2025-02-20 07:25:53.27 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-20 07:25:53.30 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0371 secondes

2025-02-20 07:25:53.34 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-20 07:25:53.36 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0293 secondes

2025-02-20 07:25:54.70 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 07:25:54.73 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 07:25:54.75 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Succession Jacques Raymond [Daniel Raymond] | 
2025-02-20 07:25:54.77 | GuillaumeCharron | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0254 secondes

2025-02-20 07:25:54.80 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 07:25:55.63 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8398 secondes

2025-02-20 07:25:55.66 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 07:25:55.78 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1289 secondes

2025-02-20 07:25:55.80 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-20 | 
2025-02-20 07:25:55.96 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1523 secondes

2025-02-20 07:25:55.97 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-20 | 
2025-02-20 07:25:56.02 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 07:25:56.04 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 07:25:56.06 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 07:25:56.24 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1836 secondes

2025-02-20 07:25:56.27 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 07:25:56.38 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1191 secondes

2025-02-20 07:25:56.40 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3672 secondes

2025-02-20 07:25:56.43 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 07:25:56.66 | GuillaumeCharron | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2344 secondes

2025-02-20 07:25:56.68 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 07:25:56.74 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0645 secondes

2025-02-20 07:25:56.77 | GuillaumeCharron | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7520 secondes

2025-02-20 07:25:56.84 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-20 | 0,8730 secondes

2025-02-20 07:25:56.87 | GuillaumeCharron | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,1387 secondes

2025-02-20 07:25:56.89 | GuillaumeCharron | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,1875 secondes

2025-02-20 08:39:19.40 | vgervais | APP_v6.A.1.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-20 08:39:19.45 | vgervais | APP_v6.A.1.xlsb | Validation d'accès serveur terminée |  | 0,0039 secondes

2025-02-20 08:39:19.49 | vgervais | APP_v6.A.1.xlsb | modAppli:CreateUserActiveFile |  | 
