User|20240918_085854|Clients_v2.5.xlsm|***** Début de session - Workbook_Open *****|||
User|20240918_091021|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1602 secondes|
User|20240918_091021|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091021|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091021|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091021|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091021|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091021|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091022|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5273 secondes|Transport Gaby Trépanier Inc. [Mélanie Jussaume]
User|20240918_091022|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7305 secondes|
User|20240918_091025|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091025|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091025|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091025|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091026|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091026|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091026|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091026|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091026|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5195 secondes|Laboratoire Orthométrix Inc. [Luc Benoit]
User|20240918_091026|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7070 secondes|
User|20240918_091028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091028|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091028|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091028|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091029|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091029|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091029|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5391 secondes|Francis Lemieux
User|20240918_091029|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7383 secondes|
User|20240918_091032|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091032|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1523 secondes|
User|20240918_091032|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091032|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091032|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091032|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091032|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091033|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091033|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,4609 secondes|Les Services Conseils Normand Faubert Inc. [Normand Faubert]
User|20240918_091033|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,6641 secondes|
User|20240918_091038|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091038|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091038|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091038|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091038|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091038|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091038|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091038|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091038|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5273 secondes|9382-1890 Québec Inc. [Diane Doutre]
User|20240918_091039|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7383 secondes|
User|20240918_091041|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091041|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091041|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091042|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091042|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091042|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091042|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091042|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1445 secondes|
User|20240918_091042|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5625 secondes|Aux P'Tites Gâteries Inc. [Sylvie Beauchamp]
User|20240918_091042|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7695 secondes|
User|20240918_091044|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091045|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091045|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091045|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091045|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091045|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1367 secondes|
User|20240918_091045|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091045|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091045|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5117 secondes|9341-9893 Québec Inc. [Jonathan Bédard / Sonia Léveillé]
User|20240918_091045|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7500 secondes|
User|20240918_091054|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091054|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1367 secondes|
User|20240918_091054|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091054|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091054|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091054|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1016 secondes|
User|20240918_091054|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091054|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091055|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,4570 secondes|Fiducie Testamentaire Georges-Gariépy [Distribution FG]
User|20240918_091055|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,6367 secondes|
User|20240918_091058|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091058|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091059|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091059|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091059|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091059|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091059|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091059|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091059|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5000 secondes|Prima Ressource Inc. [Frédéric Lucas]
User|20240918_091059|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,6836 secondes|
User|20240918_091102|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091102|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091102|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091103|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091103|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091103|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1367 secondes|
User|20240918_091103|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091103|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091103|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5195 secondes|9310-7761 Québec Inc. [Pretech]
User|20240918_091103|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7188 secondes|
User|20240918_091105|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1484 secondes|
User|20240918_091106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091106|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091106|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091106|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091106|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091106|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091106|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5195 secondes|Groupe Dezetech Inc. [Alexandra Morana]
User|20240918_091106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7539 secondes|
User|20240918_091114|Clients_v2.5.xlsm|ufClientMF|txtNomClient_Exit||
User|20240918_091114|Clients_v2.5.xlsm|ufClientMF|txtNomClient_Exit (sortie)|Temps écoulé: 0,1094 secondes|Groupe Dezetech Inc. [Alexandra Morana]
User|20240918_091116|Clients_v2.5.xlsm|ufClientMF|cmdSave_Click||
User|20240918_091117|Clients_v2.5.xlsm|modMain|Fn_ValidateEntries||
User|20240918_091117|Clients_v2.5.xlsm|modMain|Fn_ValidateEntries (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091117|Clients_v2.5.xlsm|ufClientMF|Fix_Some_Fields||
User|20240918_091117|Clients_v2.5.xlsm|ufClientMF|Fix_Some_Fields (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091119|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist||
User|20240918_091119|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist|checkPoint|Vrai
User|20240918_091119|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist (sortie)|Temps écoulé: 0,2188 secondes|
User|20240918_091119|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée||UPDATE
User|20240918_091123|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée|checkPoint|DDM (0.0.0.1)
User|20240918_091123|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée (sortie)|Temps écoulé: 4,5586 secondes|UPDATE 1566b
User|20240918_091123|Clients_v2.5.xlsm|modMain|CM_Update_Locally_GCF_BD_Entrée||
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091124|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091125|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1016 secondes|
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1367 secondes|
User|20240918_091126|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1406 secondes|
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091127|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1016 secondes|
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091128|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091129|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091130|Clients_v2.5.xlsm|modMain|CM_Update_Locally_GCF_BD_Entrée (sortie)|Temps écoulé: 6,6094 secondes|UPDATE 1566b
User|20240918_091130|Clients_v2.5.xlsm|modMain|CM_Reset_UserForm||
User|20240918_091130|Clients_v2.5.xlsm|modMain|CM_Add_SearchColumn||
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change||
User|20240918_091130|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091131|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change||
User|20240918_091131|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change (sortie)|Temps écoulé: 0,1172 secondes|Client_ID
User|20240918_091131|Clients_v2.5.xlsm|modMain|CM_Add_SearchColumn (sortie)|Temps écoulé: 0,4961 secondes|
User|20240918_091131|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091131|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091131|Clients_v2.5.xlsm|modMain|CM_Reset_UserForm (sortie)|Temps écoulé: 0,9414 secondes|1146
User|20240918_091131|Clients_v2.5.xlsm|ufClientMF|cmdSave_Click (sortie)|Temps écoulé: 14,7422 secondes|6
User|20240918_091132|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091133|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1328 secondes|
User|20240918_091133|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091133|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091133|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091133|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1016 secondes|
User|20240918_091133|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091133|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091133|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5039 secondes|Substructur Expert-Conseil Inc. [Alexandre Leblanc]
User|20240918_091133|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7344 secondes|
User|20240918_091136|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091136|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091136|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091136|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091136|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091136|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091136|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091137|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_091137|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5273 secondes|9366-8952 Québec Inc. [Les Constructions Onsteel]
User|20240918_091137|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7188 secondes|
User|20240918_091143|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091144|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1602 secondes|
User|20240918_091144|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091144|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091144|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091144|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_091144|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091144|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091144|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5195 secondes|9409-3374 Québec Inc. [Nivo]
User|20240918_091144|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7188 secondes|
User|20240918_091146|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091147|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091147|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091147|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091147|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091147|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091147|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091147|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_091147|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5469 secondes|Consultation Devcorp Inc. [Alexandra Morana]
User|20240918_091147|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7422 secondes|
User|20240918_091151|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091151|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091151|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091151|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091151|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091151|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091151|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091151|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_091152|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5664 secondes|Ferme Trem-Blé Enr [Charle-Olivier Tremblay]
User|20240918_091152|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7617 secondes|
User|20240918_091155|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091155|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1445 secondes|
User|20240918_091155|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_091156|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_091156|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091156|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_091156|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_091156|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_091156|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,4883 secondes|2956-5645 Québec Inc. [Roulements et produits industriels]
User|20240918_091156|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,6797 secondes|
User|20240918_091203|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_091203|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_091203|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
