2024-12-04 04:18:14.10 | GuillaumeCharron | APP_v5.F.3.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2024-12-04 12:36:57.44 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Add_Locally_Details = 0,3477 sec.

2024-12-04 12:36:57.61 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Add_DB_Details
2024-12-04 12:36:59.26 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Add_DB_Details = 1,7656 sec.

2024-12-04 12:36:59.45 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Add_Locally_Details
2024-12-04 12:36:59.66 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Add_Locally_Details = 0,3359 sec.

2024-12-04 12:36:59.85 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_GL_Posting_DB
2024-12-04 12:37:01.50 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_GL_Posting_DB = 1,7539 sec.

2024-12-04 12:37:01.67 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_GL_Posting_Locally
2024-12-04 12:37:01.93 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_GL_Posting_Locally = 0,3633 sec.

2024-12-04 12:37:03.13 | Guillaume | APP_v5.F.3.xlsb | modEnc_Saisie:Encaissement_Add_New
2024-12-04 12:37:03.30 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Clear_Cells
2024-12-04 12:37:03.54 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2024-12-04 12:37:03.75 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes = 0,3281 sec.

2024-12-04 12:37:03.94 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_Complete_Date(, 30, 0)
2024-12-04 12:37:04.11 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_Complete_Date = 0,2812 sec.

2024-12-04 12:37:04.33 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Clear_Cells = 1,1445 sec.

2024-12-04 12:37:04.51 | Guillaume | APP_v5.F.3.xlsb | modEnc_Saisie:Encaissement_Add_New = 1,5039 sec.

2024-12-04 12:37:04.70 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:MAJ_Encaissement = 11,6328 sec.

2024-12-04 12:37:05.39 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Back_To_FAC_Menu
2024-12-04 12:37:05.56 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Clear_Cells
2024-12-04 12:37:05.80 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Clear_Cells = 0,3477 sec.

2024-12-04 12:37:05.00 | Guillaume | APP_v5.F.3.xlsb | modENC_Saisie:ENC_Back_To_FAC_Menu = 0,7070 sec.

2024-12-04 12:37:07.55 | Guillaume | APP_v5.F.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-04 12:37:07.73 | Guillaume | APP_v5.F.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0,2969 sec.

2024-12-04 12:46:00.45 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-04 12:46:00.65 | Guillaume | APP_v5.F.3.xlsb | modImport:Client_List_Import_All
2024-12-04 12:46:01.66 | Guillaume | APP_v5.F.3.xlsb | modImport:Client_List_Import_All = 1,1328 sec.

2024-12-04 12:46:01.85 | Guillaume | APP_v5.F.3.xlsb | modImport:TEC_Import_All
2024-12-04 12:46:03.16 | Guillaume | APP_v5.F.3.xlsb | modImport:TEC_Import_All = 1,4180 sec.

2024-12-04 12:46:03.35 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:UserForm_Activate = 3,0078 sec.

2024-12-04 12:46:05.43 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-04 12:46:05.59 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = 0,2734 sec.

2024-12-04 12:46:06.14 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 12:46:06.33 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_Complete_Date(04/12/24, 90, 15)
2024-12-04 12:46:06.53 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_Complete_Date = 0,3359 sec.

2024-12-04 12:46:06.73 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0,6992 sec.

2024-12-04 12:46:06.91 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-04 12:46:07.08 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/12/24
2024-12-04 12:46:07.33 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3711 sec.

2024-12-04 12:46:07.53 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24
2024-12-04 12:46:07.71 | Guillaume | APP_v5.F.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-04 12:46:07.90 | Guillaume | APP_v5.F.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3164 sec.

2024-12-04 12:46:08.16 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24 = 0,7578 sec.

2024-12-04 12:46:08.36 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 1,5508 sec.

2024-12-04 12:46:10.81 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9098-2885 Québec Inc. [Denis Bisson]]
2024-12-04 12:46:10.98 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9098-2885 Québec Inc. [Denis Bisson]
2024-12-04 12:46:11.18 | Guillaume | APP_v5.F.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1779 = 0,3086 sec.

2024-12-04 12:46:11.38 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,6836 sec.

2024-12-04 12:46:21.95 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[courriels de pressions pour délais]
2024-12-04 12:46:22.17 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,3516 sec.

2024-12-04 12:46:23.01 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.5]
2024-12-04 12:46:23.20 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3008 sec.

2024-12-04 12:46:23.38 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2024-12-04 12:46:23.55 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,2695 sec.

2024-12-04 12:46:24.45 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-04 12:46:24.63 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-04 12:46:24.80 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-04 12:46:26.62 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 1,9336 sec.

2024-12-04 12:46:26.81 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-04 12:46:27.03 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,3242 sec.

2024-12-04 12:46:27.20 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-04
2024-12-04 12:46:27.45 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3516 sec.

2024-12-04 12:46:27.61 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04
2024-12-04 12:46:27.79 | Guillaume | APP_v5.F.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-04 12:46:27.96 | Guillaume | APP_v5.F.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3008 sec.

2024-12-04 12:46:28.19 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04 = 0,6836 sec.

2024-12-04 12:46:28.36 | Guillaume | APP_v5.F.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 3,8438 sec.

2024-12-04 12:46:28.54 | Guillaume | APP_v5.F.3.xlsb | ufSaisieHeures:cmdAdd_Click = 4,1914 sec.

2024-12-04 13:57:09.04 | Annie | APP_v5.G.0.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2024-12-04 13:57:09.13 | Annie | APP_v5.G.0.xlsb | ThisWorkbook:Create_User_Active_File
2024-12-04 13:57:09.28 | Annie | APP_v5.G.0.xlsb | ThisWorkbook:Create_User_Active_File = 0.1641 sec.

2024-12-04 13:57:11.51 | Annie | APP_v5.G.0.xlsb | modAppli:Write_Info_On_Main_Menu
2024-12-04 13:57:11.76 | Annie | APP_v5.G.0.xlsb | modAppli:Write_Info_On_Main_Menu = 0.2656 sec.

2024-12-04 13:57:11.96 | Annie | APP_v5.G.0.xlsb | ThisWorkbook:Workbook_Open = 2.9414 sec.

2024-12-04 13:57:13.29 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-04 13:57:13.45 | Annie | APP_v5.G.0.xlsb | modImport:Client_List_Import_All
2024-12-04 13:57:14.33 | Annie | APP_v5.G.0.xlsb | modImport:Client_List_Import_All = 0.8984 sec.

2024-12-04 13:57:14.42 | Annie | APP_v5.G.0.xlsb | modImport:TEC_Import_All
2024-12-04 13:57:15.80 | Annie | APP_v5.G.0.xlsb | modImport:TEC_Import_All = 1.4023 sec.

2024-12-04 13:57:15.89 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate = 2.6211 sec.

2024-12-04 13:57:20.51 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-04 13:57:20.64 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = 0.1562 sec.

2024-12-04 13:57:23.10 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 13:57:23.22 | Annie | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date(04-12-2024, 90, 15)
2024-12-04 13:57:25.54 | Annie | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date = 2.3398 sec.

2024-12-04 13:57:29.70 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 13:57:29.82 | Annie | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date(04, 90, 15)
2024-12-04 13:57:29.95 | Annie | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date = 0.1445 sec.

2024-12-04 13:57:30.05 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0.3672 sec.

2024-12-04 13:57:30.14 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-04 13:57:30.23 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 3/12-04-2024
2024-12-04 13:57:30.40 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0.1914 sec.

2024-12-04 13:57:30.50 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/12-04-2024
2024-12-04 13:57:30.61 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - AR)
2024-12-04 13:57:30.71 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0.1211 sec.

2024-12-04 13:57:30.92 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/12-04-2024 = 0.4336 sec.

2024-12-04 13:57:31.01 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 0.8828 sec.

2024-12-04 13:57:33.45 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:33.56 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:34.02 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4766 sec.

2024-12-04 13:57:34.11 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:34.41 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.3242 sec.

2024-12-04 13:57:34.50 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 1.0625 sec.

2024-12-04 13:57:34.60 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:34.80 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.2188 sec.

2024-12-04 13:57:34.89 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:35.10 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.2227 sec.

2024-12-04 13:57:35.23 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:UserForm_Initialize
2024-12-04 13:57:35.33 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines
2024-12-04 13:57:35.42 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click(02-12-2024 au 08-12-2024)
2024-12-04 13:57:35.50 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(02-12-2024 au 08-12-2024)
2024-12-04 13:57:35.59 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-08-12)
2024-12-04 13:57:35.68 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:35.80 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:36.20 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4180 sec.

2024-12-04 13:57:36.29 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:36.55 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.2734 sec.

2024-12-04 13:57:36.63 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9648 sec.

2024-12-04 13:57:36.71 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:36.99 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3008 sec.

2024-12-04 13:57:37.08 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:37.22 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1602 sec.

2024-12-04 13:57:37.30 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.7305 sec.

2024-12-04 13:57:37.42 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 13:57:37.54 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.1523 sec.

2024-12-04 13:57:37.66 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.1758 sec.

2024-12-04 13:57:37.75 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click = 2.3516 sec.

2024-12-04 13:57:37.83 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines = 2.5156 sec.

2024-12-04 13:57:37.91 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 13:57:38.01 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.1133 sec.

2024-12-04 13:57:38.44 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesMois
2024-12-04 13:57:38.52 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesMois = 0.1055 sec.

2024-12-04 13:57:38.61 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesTrimestre
2024-12-04 13:57:38.70 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesTrimestre = 0.1133 sec.

2024-12-04 13:57:38.80 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere
2024-12-04 13:57:38.90 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere = 0.1211 sec.

2024-12-04 13:57:38.98 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:UserForm_Initialize = 3.7734 sec.

2024-12-04 13:57:44.55 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click(25-11-2024 au 01-12-2024)
2024-12-04 13:57:44.65 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(25-11-2024 au 01-12-2024)
2024-12-04 13:57:44.75 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-01-12)
2024-12-04 13:57:44.84 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:44.91 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:45.29 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.3945 sec.

2024-12-04 13:57:45.39 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:45.69 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.3203 sec.

2024-12-04 13:57:45.77 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9570 sec.

2024-12-04 13:57:45.86 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:46.15 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3008 sec.

2024-12-04 13:57:46.23 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:46.35 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1367 sec.

2024-12-04 13:57:46.44 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.7109 sec.

2024-12-04 13:57:46.53 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 13:57:46.62 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.1094 sec.

2024-12-04 13:57:46.70 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.0664 sec.

2024-12-04 13:57:46.79 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click = 2.2578 sec.

2024-12-04 13:57:46.93 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick(25-11-2024 au 01-12-2024)
2024-12-04 13:57:47.01 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(25-11-2024 au 01-12-2024)
2024-12-04 13:57:47.11 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-01-12)
2024-12-04 13:57:47.19 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:47.29 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:47.69 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4180 sec.

2024-12-04 13:57:47.78 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:48.03 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.2695 sec.

2024-12-04 13:57:48.11 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9297 sec.

2024-12-04 13:57:48.19 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:48.47 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3008 sec.

2024-12-04 13:57:48.55 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:48.66 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1289 sec.

2024-12-04 13:57:48.74 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.6484 sec.

2024-12-04 13:57:48.83 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 13:57:48.91 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.0938 sec.

2024-12-04 13:57:48.00 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.0078 sec.

2024-12-04 13:57:49.08 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick = 2.1641 sec.

2024-12-04 13:57:53.75 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click(18-11-2024 au 24-11-2024)
2024-12-04 13:57:53.84 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(18-11-2024 au 24-11-2024)
2024-12-04 13:57:53.93 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-11-24)
2024-12-04 13:57:54.04 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:54.12 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:54.51 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4062 sec.

2024-12-04 13:57:54.59 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:54.88 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.2969 sec.

2024-12-04 13:57:54.97 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9453 sec.

2024-12-04 13:57:55.05 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:55.32 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.2852 sec.

2024-12-04 13:57:55.39 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:55.59 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.2188 sec.

2024-12-04 13:57:55.68 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.7695 sec.

2024-12-04 13:57:55.84 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick(18-11-2024 au 24-11-2024)
2024-12-04 13:57:55.93 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(18-11-2024 au 24-11-2024)
2024-12-04 13:57:56.05 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-11-24)
2024-12-04 13:57:56.13 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:56.21 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:56.62 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4219 sec.

2024-12-04 13:57:56.71 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 13:57:56.95 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.2617 sec.

2024-12-04 13:57:57.06 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9453 sec.

2024-12-04 13:57:57.14 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 13:57:57.45 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3242 sec.

2024-12-04 13:57:57.56 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 13:57:57.70 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1602 sec.

2024-12-04 13:57:57.79 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.7539 sec.

2024-12-04 13:57:57.93 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick(18-11-2024 au 24-11-2024)
2024-12-04 13:57:58.02 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(18-11-2024 au 24-11-2024)
2024-12-04 13:57:58.14 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-11-24)
2024-12-04 13:57:58.23 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 13:57:58.32 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 13:57:58.72 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4258 sec.

