2024-10-04 05:43:54.4600 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 10:46:10.6500 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 10:46:10.6800 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 10:46:10.7700 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 10:46:10.8100 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 10:46:10.8400 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 10:46:10.8700 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 10:46:10.9300 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 10:46:10.9600 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 10:46:39.9400 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 10:46:39.9600 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 10:46:39.9900 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 10:46:40.2000 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 10:46:40.6500 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 10:46:40.7800 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 10:46:40.8200 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 10:51:10.5200 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 10:51:10.5500 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 10:51:10.5700 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 10:51:10.7900 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 10:51:11.2300 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 10:51:11.3600 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 10:51:11.3900 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:11:26.7500 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:11:27.5200 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:11:27.9500 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 11:11:28.0200 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 11:13:43.4700 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:13:43.8300 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:13:43.9900 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:13:44.0200 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:14:00.4100 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:14:00.7700 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:14:00.9500 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:14:00.9800 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:15:35.8000 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-4' | type = String | 31
2024-10-04 11:15:35.8600 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:15:35.8900 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:15:35.9200 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 11:15:36.0000 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:15:36.0300 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '04/10/2024' | type = String | 31
2024-10-04 11:15:36.0600 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-04-10' | type = Date | 31
2024-10-04 11:15:36.1000 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-04-10' | type = Date | 31
2024-10-04 11:15:36.1600 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-04-10' | type = Date | 31
2024-10-04 11:15:36.1900 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-04-10' | type = Date | 31
2024-10-04 11:15:42.0800 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:15:42.1400 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:15:42.1600 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:15:42.1900 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 11:15:42.2800 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:15:42.3100 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 11:15:42.3400 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 11:15:42.3700 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:15:42.4300 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:15:42.4500 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:13.9900 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:16:14.0200 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 11:16:14.0500 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:16:14.2600 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:16:14.7100 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:16:14.8200 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:14.8600 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:28.8200 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 11:16:29.4000 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:16:29.4500 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:16:29.4800 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 11:16:29.5100 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 11:16:29.6000 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 11:16:29.6200 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 11:16:29.6500 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 11:16:29.6800 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:29.7500 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:29.7800 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:43.4100 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:16:43.7700 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 11:16:43.9400 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 11:16:43.9800 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 11:19:40.2700 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:19:40.3400 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 11:19:40.4300 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:19:41.1600 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:19:42.2700 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:19:42.5400 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 11:19:42.6100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 11:19:59.5900 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:19:59.6800 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 11:19:59.7700 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:20:00.5100 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:20:01.5700 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:20:01.8500 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 11:20:01.9600 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 11:30:54.4100 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:30:55.2100 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:30:55.6500 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 11:30:55.7300 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 11:34:49.7500 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:34:49.8300 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 11:34:49.9100 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 11:34:50.6500 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:34:51.7600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 11:34:52.0400 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 11:34:52.1100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 12:09:08.2500 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 12:09:08.3200 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 12:09:08.3500 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 12:09:08.3800 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 12:09:08.4600 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 12:09:08.4900 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 12:09:08.5200 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 12:09:08.5500 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 12:09:08.6300 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 12:09:08.6600 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 12:09:43.8400 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 12:09:43.8700 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 12:09:43.9000 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 12:09:44.1200 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 12:09:44.5800 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 12:09:44.7100 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 12:09:44.7500 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 12:58:10.8600 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 12:58:10.9300 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 12:58:11.0100 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 12:58:11.7300 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 12:58:12.7200 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 12:58:13.0300 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 12:58:13.1100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 13:05:33.0400 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 13:05:33.1200 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 13:05:33.2000 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 13:05:33.9300 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:05:34.9800 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:05:35.2500 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 13:05:35.3200 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 13:30:38.5000 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 13:30:38.5700 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 13:30:38.6500 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 13:30:39.4000 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:30:40.5200 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:30:40.8000 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 13:30:40.8800 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 13:40:15.6500 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:40:16.4900 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 13:40:16.8900 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 13:40:16.9700 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 14:01:41.9600 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 14:01:42.0400 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 14:01:42.1400 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 14:01:42.9200 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:01:43.9500 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:01:44.2200 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 14:01:44.3000 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 14:14:09.1700 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:14:10.0600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:14:10.4900 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 14:14:10.5700 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 14:16:29.1300 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 14:16:29.2000 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 14:16:29.2800 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 14:16:30.0200 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:16:31.0900 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 14:16:31.3700 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 14:16:31.4500 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 14:37:25.3300 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:37:25.3600 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 14:37:25.3900 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:37:25.6200 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:37:26.0600 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:37:26.1800 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 14:37:26.2100 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
