2024-10-01 07:51:08 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 12:34:42 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:35:16 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:35:16 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 12:35:16 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:35:16 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:35:16 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:35:33 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:35:33 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 12:35:33 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:35:33 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:35:33 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:36:03 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:36:03 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 12:36:03 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:36:03 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:36:03 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:36:17 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 12:36:18 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:36:18 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 12:36:18 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 12:36:18 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '01/10/24' | Vrai
2024-10-01 12:36:18 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:36:18 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '01/10/24' | type = String
2024-10-01 12:36:18 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '01/10/24' | type = Date
2024-10-01 12:36:18 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:36:18 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:36:18 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 12:36:27 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:36:27 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:36:29 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:36:30 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 12:48:01 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 12:48:01 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:48:01 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 12:48:02 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 12:48:02 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '01/10/24' | Vrai
2024-10-01 12:48:02 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:48:02 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '01/10/24' | type = String
2024-10-01 12:48:02 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '01/10/24' | type = Date
2024-10-01 12:48:02 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:48:02 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:48:02 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 12:48:15 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:48:15 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 12:48:15 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:48:15 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:48:15 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:48:15 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:48:15 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 12:49:01 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:49:01 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 12:49:01 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 12:49:01 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:49:02 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:49:02 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:49:02 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 12:49:09 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 12:49:10 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 12:49:10 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 12:49:10 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 13:39:31 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-01 13:39:31 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 13:39:31 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 13:39:31 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 13:39:32 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 13:39:32 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 13:39:32 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 14:08:51 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 14:08:51 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:08:51 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 14:08:51 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 14:08:51 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 14:08:51 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 14:08:51 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 14:09:06 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 14:09:06 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:09:06 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 14:09:06 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 14:09:07 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 14:09:07 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 14:09:07 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 14:14:03 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-01 14:14:03 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 1, d = 10 | type = String
2024-10-01 14:14:03 | vgervais | @0039 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:14:03 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:14:03 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:04 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:04 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:14:04 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:14:25 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:25 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:28 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:14:28 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:14:50 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:50 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:14:50 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:14:50 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:15:27 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-01-2024' | type = String
2024-10-01 14:15:27 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:15:27 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:15:28 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:15:28 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:15:28 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:15:28 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:15:58 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:15:58 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:15:58 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:15:59 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:15:59 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:15:59 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:15:59 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:16:31 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:16:32 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:16:32 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:16:32 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:17:08 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-01-2024' | type = String
2024-10-01 14:17:08 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:17:08 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:17:08 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:17:08 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:17:08 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:17:09 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:21:37 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:21:37 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:21:37 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:21:37 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:21:37 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:21:38 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:21:38 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:25:53 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:25:53 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 14:25:53 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 14:25:53 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 14:25:53 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 14:25:53 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 14:25:53 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 14:56:40 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 14:56:40 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 14:56:40 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 14:56:40 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:00:33 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-01 15:00:33 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:00:33 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:00:33 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:00:34 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:00:34 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:00:34 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:06:38 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:06:38 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:06:38 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:06:38 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:06:38 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:06:38 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:06:38 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:08:32 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 15:08:32 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:08:32 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 15:08:32 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 15:08:33 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 15:08:33 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 15:08:33 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 15:10:19 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 15:10:19 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:10:19 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 15:10:19 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 15:10:20 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 15:10:20 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 15:10:20 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 15:12:33 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:12:33 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:12:34 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:12:34 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:19:23 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:19:24 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:19:24 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
