2025-02-19 07:51:01.22 | vgervais | APP_v6.A.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 

2025-02-19 09:32:38.64 | vgervais | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3555 secondes

2025-02-19 09:32:38.68 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 09:32:39.11 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,4297 secondes

2025-02-19 09:32:39.14 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 09:32:39.26 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1250 secondes

2025-02-19 09:32:39.30 | vgervais | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 1,0430 secondes

2025-02-19 09:32:39.61 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/19-02-2025 | 1,4297 secondes

2025-02-19 09:32:39.65 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,8242 secondes

2025-02-19 09:32:39.71 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,9023 secondes

2025-02-19 10:26:09.16 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 3 | 
2025-02-19 10:26:09.21 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-19 10:26:09.27 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4214 | -1 | 
2025-02-19 10:26:09.30 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0938 secondes

2025-02-19 10:26:09.37 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4219] |  | 0,2109 secondes

2025-02-19 10:26:10.91 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-19 10:26:10.95 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-19 10:26:13.02 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.2 | 
2025-02-19 10:26:13.06 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-19 10:26:13.10 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 1,20 | 
2025-02-19 10:26:13.15 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0547 secondes

2025-02-19 10:26:14.27 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:cmdUpdate_Click | 4219 | 
2025-02-19 10:26:14.31 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-19 10:26:14.35 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4219 | 
2025-02-19 10:26:14.99 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4219 | 0,6445 secondes

2025-02-19 10:26:15.03 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4219 | 
2025-02-19 10:26:15.06 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-19 10:26:15.11 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4214 | -1 | 
2025-02-19 10:26:15.15 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0898 secondes

2025-02-19 10:26:15.23 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4219 | 0,2031 secondes

2025-02-19 10:26:15.26 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/19-02-2025 | 
2025-02-19 10:26:15.36 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1172 secondes

2025-02-19 10:26:15.41 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/19-02-2025 | 
2025-02-19 10:26:15.46 | vgervais | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 10:26:15.50 | vgervais | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 10:26:15.53 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 10:26:15.64 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1172 secondes

2025-02-19 10:26:15.69 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 10:26:15.78 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0938 secondes

2025-02-19 10:26:15.82 | vgervais | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3281 secondes

2025-02-19 10:26:15.86 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 10:26:15.98 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1289 secondes

2025-02-19 10:26:16.02 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 10:26:16.11 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0938 secondes

2025-02-19 10:26:16.15 | vgervais | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6953 secondes

2025-02-19 10:26:16.34 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/19-02-2025 | 0,9336 secondes

2025-02-19 10:26:16.38 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,0664 secondes

2025-02-19 10:26:16.41 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,1484 secondes

2025-02-19 10:56:57.70 | GuillaumeCharron | APP_v6.A.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-19 10:56:57.73 | GuillaumeCharron | APP_v6.A.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-19 10:56:57.76 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-19 10:56:57.80 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:CreateUserActiveFile |  | 0,0547 secondes

2025-02-19 10:56:57.84 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-19 10:56:57.86 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:SetupUserDateFormat |  | 0,0273 secondes

2025-02-19 10:56:57.88 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:BackupMasterFile |  | 
2025-02-19 10:56:58.62 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:BackupMasterFile |  | 0,7383 secondes

2025-02-19 10:56:58.64 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-19 10:56:58.69 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0586 secondes

2025-02-19 10:56:58.73 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-19 10:56:58.75 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0273 secondes

2025-02-19 10:56:58.78 | GuillaumeCharron | APP_v6.A.xlsb | modAppli:CodeEssentielDepart |  | 1,0898 secondes

2025-02-19 10:56:59.70 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:menuTEC_Click |  | 
2025-02-19 10:56:59.76 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:menuTEC_Click |  | 0,0703 secondes

2025-02-19 10:57:00.72 | GuillaumeCharron | APP_v6.A.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-19 10:57:00.78 | GuillaumeCharron | APP_v6.A.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0703 secondes

2025-02-19 10:57:00.81 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-19 10:57:00.84 | GuillaumeCharron | APP_v6.A.xlsb | modImport:Client_List_Import_All |  | 
2025-02-19 10:57:01.18 | GuillaumeCharron | APP_v6.A.xlsb | modImport:ResizeTable |  | 
2025-02-19 10:57:01.20 | GuillaumeCharron | APP_v6.A.xlsb | modImport:ResizeTable |  | 0,0234 secondes

2025-02-19 10:57:01.23 | GuillaumeCharron | APP_v6.A.xlsb | modImport:ApplyFormatting |  | 
2025-02-19 10:57:01.25 | GuillaumeCharron | APP_v6.A.xlsb | modImport:ApplyFormatting |  | 0,0234 secondes

2025-02-19 10:57:01.34 | GuillaumeCharron | APP_v6.A.xlsb | modImport:Client_List_Import_All |  | 0,5039 secondes

2025-02-19 10:57:01.36 | GuillaumeCharron | APP_v6.A.xlsb | modImport:TEC_Import_All |  | 
2025-02-19 10:57:02.14 | GuillaumeCharron | APP_v6.A.xlsb | modImport:TEC_Import_All |  | 0,7891 secondes

2025-02-19 10:57:02.18 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:UserForm_Activate |  | 1,3672 secondes

2025-02-19 10:57:04.14 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-19 10:57:04.17 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0273 secondes

2025-02-19 10:57:04.70 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-19 10:57:04.71 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | 19/02/25, 600, 15 | 
2025-02-19 10:57:04.74 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0234 secondes

2025-02-19 10:57:04.76 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-19 10:57:04.78 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-19 10:57:04.80 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/19/02/25 | 
2025-02-19 10:57:04.92 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1250 secondes

2025-02-19 10:57:04.94 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/19/02/25 | 
2025-02-19 10:57:04.98 | GuillaumeCharron | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 10:57:05.00 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 10:57:05.02 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 10:57:05.16 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1406 secondes

2025-02-19 10:57:05.19 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 10:57:05.29 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1016 secondes

2025-02-19 10:57:05.31 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3125 secondes

2025-02-19 10:57:05.33 | GuillaumeCharron | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 10:57:05.50 | GuillaumeCharron | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1758 secondes

2025-02-19 10:57:05.53 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 10:57:05.58 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-19 10:57:05.60 | GuillaumeCharron | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6250 secondes

2025-02-19 10:57:05.67 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/19/02/25 | 0,7383 secondes

2025-02-19 10:57:05.69 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9180 secondes

2025-02-19 11:02:48.46 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2956-5645 Québec Inc. [Roulements et produits industriels] Yvon Boucher | 
2025-02-19 11:02:48.48 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-19 11:02:49.66 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 2956-5645 Québec Inc. [Roulements et produits industriels] | 
2025-02-19 11:02:49.69 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-19 11:05:13.95 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | tel avec Yvon sur divorce et vente de autolube | 
2025-02-19 11:05:13.98 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0391 secondes

2025-02-19 11:05:17.54 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .75 | 
2025-02-19 11:05:17.57 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-19 11:05:17.60 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-19 11:05:17.62 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-19 11:05:19.07 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-19 11:05:19.09 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-19 11:05:19.12 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2956-5645 Québec Inc. [Roulements et produits industriels] | 
2025-02-19 11:05:19.14 | GuillaumeCharron | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-19 11:05:19.16 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-19 11:05:20.01 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8516 secondes

2025-02-19 11:05:20.04 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-19 11:05:20.12 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0898 secondes

2025-02-19 11:05:20.14 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-19 | 
2025-02-19 11:05:20.30 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1602 secondes

2025-02-19 11:05:20.32 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-19 | 
2025-02-19 11:05:20.36 | GuillaumeCharron | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 11:05:20.41 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 11:05:20.43 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 11:05:20.58 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1562 secondes

2025-02-19 11:05:20.61 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 11:05:20.72 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1133 secondes

2025-02-19 11:05:20.74 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3320 secondes

2025-02-19 11:05:20.76 | GuillaumeCharron | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 11:05:20.91 | GuillaumeCharron | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1562 secondes

2025-02-19 11:05:20.94 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 11:05:20.99 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0547 secondes

2025-02-19 11:05:21.01 | GuillaumeCharron | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6562 secondes

2025-02-19 11:05:21.10 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-19 | 0,7852 secondes

2025-02-19 11:05:21.12 | GuillaumeCharron | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0312 secondes

2025-02-19 11:05:21.14 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0781 secondes

2025-02-19 11:05:22.57 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-19 11:05:22.62 | GuillaumeCharron | APP_v6.A.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,0469 secondes

2025-02-19 11:05:23.85 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-19 11:05:23.88 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0391 secondes

2025-02-19 11:05:24.99 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-19 11:05:26.80 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-19 11:05:26.85 | GuillaumeCharron | APP_v6.A.xlsb | modMenu:Delete_User_Active_File |  | 0,0469 secondes

2025-02-19 11:05:26.87 | GuillaumeCharron | APP_v6.A.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-19 11:07:09.87 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | sphe | 
2025-02-19 11:07:09.92 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0664 secondes

2025-02-19 11:07:10.47 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-19 11:07:10.54 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Sphère DI Inc. [Guillaume Barrière Shooner] | 
2025-02-19 11:07:10.57 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 11:07:10.61 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1598 | 
2025-02-19 11:07:10.64 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 11:07:10.69 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2227 secondes

2025-02-19 11:07:10.72 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Sphère DI Inc. [Guillaume Barrière Shooner] | 
2025-02-19 11:07:10.76 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 11:07:10.80 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Sphère DI Inc. [Guillaume Barrière Shooner] | 
2025-02-19 11:07:10.84 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-19 11:07:22.52 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Rgegarder 9375 + impact de la réserve | 
2025-02-19 11:07:22.57 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0586 secondes

2025-02-19 11:07:25.31 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-19 11:07:25.36 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-19 11:07:25.40 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-19 11:07:25.44 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-19 11:07:26.70 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-19 11:07:26.75 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-19 11:07:26.79 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Sphère DI Inc. [Guillaume Barrière Shooner] | 
2025-02-19 11:07:26.82 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 11:07:26.86 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-19 11:07:27.54 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6797 secondes

2025-02-19 11:07:27.58 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-19 11:07:27.66 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0859 secondes

2025-02-19 11:07:27.70 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-19 | 
2025-02-19 11:07:27.80 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1094 secondes

2025-02-19 11:07:27.84 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 
2025-02-19 11:07:27.88 | vgervais | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 11:07:27.93 | vgervais | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 11:07:27.97 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 11:07:28.11 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-19 11:07:28.16 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 11:07:28.27 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-19 11:07:28.31 | vgervais | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3828 secondes

2025-02-19 11:07:28.35 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 11:07:28.50 | vgervais | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1602 secondes

2025-02-19 11:07:28.54 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 11:07:28.62 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0859 secondes

2025-02-19 11:07:28.66 | vgervais | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7930 secondes

2025-02-19 11:07:28.81 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 0,9805 secondes

2025-02-19 11:07:28.86 | vgervais | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,1133 secondes

2025-02-19 11:07:28.89 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,1953 secondes

2025-02-19 11:07:30.65 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 3 | 
2025-02-19 11:07:30.69 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-19 11:07:30.74 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4214 | -1 | 
2025-02-19 11:07:30.77 | vgervais | APP_v6.A.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0938 secondes

2025-02-19 11:07:30.84 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4219] |  | 0,1953 secondes

2025-02-19 11:07:31.00 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-19 11:07:32.04 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-19 11:07:34.18 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1,3 | 
2025-02-19 11:07:34.22 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-19 11:07:34.26 | vgervais | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 1,30 | 
