2024-11-04 08:43:35.99 | User | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-04 12:19:26.13 | Guillaume | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-04 12:19:26.36 | Guillaume | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 1,3711 sec. | 31

2024-11-04 12:19:26.54 | Guillaume | APP_v5.D.1.xlsb | modImport:TEC_Import_All |  | 31
2024-11-04 12:19:27.66 | Guillaume | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-04 12:19:28.00 | Guillaume | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-04 12:19:28.23 | Guillaume | APP_v5.D.1.xlsb | modImport:TEC_Import_All | 1,8008 sec. | 31

2024-11-04 12:19:28.42 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate | 3,6016 sec. | 31

2024-11-04 12:19:31.26 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 31
2024-11-04 12:19:31.47 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate | 0,3281 sec. | 31

2024-11-04 12:19:31.99 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-04 12:19:32.16 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 4 parsedDate='04/11/24' |  | 31
2024-11-04 12:19:32.35 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,4766 sec. | 31

2024-11-04 12:19:32.53 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 04/11/24 |  | 31
2024-11-04 12:19:32.70 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/11/24 |  | 31
2024-11-04 12:19:32.95 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3672 sec. | 31

2024-11-04 12:19:33.13 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 12:19:33.33 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:19:33.50 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:19:33.94 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5547 sec. | 31

2024-11-04 12:19:34.16 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:19:34.52 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4648 sec. | 31

2024-11-04 12:19:34.70 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4805 sec. | 31

2024-11-04 12:19:34.87 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 12:19:35.26 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5039 sec. | 31

2024-11-04 12:19:35.53 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2,5078 sec. | 31

2024-11-04 12:19:35.70 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 3,2891 sec. | 31

2024-11-04 12:19:39.38 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Aymeric Bergeron (Garderie à venir) |  | 31
2024-11-04 12:19:39.56 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Aymeric Bergeron (Garderie à venir) |  | 31
2024-11-04 12:19:39.74 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1811 | 0,2852 sec. | 31

2024-11-04 12:19:39.91 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1811 |  | 31
2024-11-04 12:19:40.07 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,8164 sec. | 31

2024-11-04 12:19:53.28 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 12:19:53.50 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,3359 sec. | 31

2024-11-04 12:19:54.32 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 12:19:54.53 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3203 sec. | 31

2024-11-04 12:19:54.70 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 12:19:54.88 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,2812 sec. | 31

2024-11-04 12:19:55.60 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-04 12:19:55.77 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-04 12:19:55.95 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-04 12:19:56.91 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-04 12:19:57.28 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2150 |  | 31
2024-11-04 12:19:57.46 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-04 12:19:57.64 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2150 |  | 31
2024-11-04 12:19:58.40 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 2,5664 sec. | 31

2024-11-04 12:19:58.59 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 12:19:58.82 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,3477 sec. | 31

2024-11-04 12:19:59.00 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-04 |  | 31
2024-11-04 12:19:59.24 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3633 sec. | 31

2024-11-04 12:19:59.44 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 12:19:59.61 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:19:59.80 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:20:00.26 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5664 sec. | 31

2024-11-04 12:20:00.47 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:20:00.80 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4531 sec. | 31

2024-11-04 12:20:00.99 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4805 sec. | 31

2024-11-04 12:20:01.15 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 12:20:01.54 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5195 sec. | 31

2024-11-04 12:20:01.85 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2,5273 sec. | 31

2024-11-04 12:20:02.04 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:20:02.22 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:20:02.66 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5469 sec. | 31

2024-11-04 12:20:02.84 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:20:03.16 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4297 sec. | 31

2024-11-04 12:20:03.33 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4297 sec. | 31

2024-11-04 12:20:03.52 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 7,8711 sec. | 31

2024-11-04 12:20:03.70 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 8,2227 sec. | 31

2024-11-04 12:26:12.25 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Remorque Terrebonne 2021 Inc. [Pierre Beauregard] |  | 31
2024-11-04 12:26:12.44 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Remorque Terrebonne 2021 Inc. [Pierre Beauregard] |  | 31
2024-11-04 12:26:12.62 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1556 | 0,2930 sec. | 31

2024-11-04 12:26:12.80 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1556 |  | 31
2024-11-04 12:26:12.98 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,8398 sec. | 31

2024-11-04 12:26:21.52 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 12:26:21.72 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,3281 sec. | 31

2024-11-04 12:26:23.00 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 12:26:23.20 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3164 sec. | 31

2024-11-04 12:26:23.38 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 12:26:23.57 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3008 sec. | 31

2024-11-04 12:26:24.47 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-04 12:26:24.64 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-04 12:26:24.81 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-04 12:26:25.74 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-04 12:26:26.11 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2151 |  | 31
2024-11-04 12:26:26.29 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-04 12:26:26.47 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2151 |  | 31
2024-11-04 12:26:27.25 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 2,5547 sec. | 31

2024-11-04 12:26:27.43 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 12:26:27.66 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,3438 sec. | 31

2024-11-04 12:26:27.86 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-04 |  | 31
2024-11-04 12:26:28.13 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3750 sec. | 31

2024-11-04 12:26:28.30 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 12:26:28.48 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:26:28.65 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:26:29.08 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5430 sec. | 31

2024-11-04 12:26:29.26 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:26:29.57 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4258 sec. | 31

2024-11-04 12:26:29.74 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,3789 sec. | 31

2024-11-04 12:26:29.92 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 12:26:30.32 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5039 sec. | 31

2024-11-04 12:26:30.57 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2,3945 sec. | 31

2024-11-04 12:26:30.76 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:26:30.94 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:26:31.37 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5352 sec. | 31

2024-11-04 12:26:31.54 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:26:31.88 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4609 sec. | 31

2024-11-04 12:26:32.07 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4180 sec. | 31

2024-11-04 12:26:32.24 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 7,7188 sec. | 31

2024-11-04 12:26:32.43 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 8,0664 sec. | 31

2024-11-04 12:52:16.48 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - 9063-6580 Québec Inc. [Le Lunettier] |  | 31
2024-11-04 12:52:16.70 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9063-6580 Québec Inc. [Le Lunettier] |  | 31
2024-11-04 12:52:16.86 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1793 | 0,2773 sec. | 31

2024-11-04 12:52:17.05 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1793 |  | 31
2024-11-04 12:52:17.23 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,8633 sec. | 31

2024-11-04 12:52:24.67 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 12:52:24.86 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,2930 sec. | 31

2024-11-04 12:52:25.62 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 12:52:25.79 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,2773 sec. | 31

2024-11-04 12:52:25.96 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 12:52:26.13 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,2812 sec. | 31

2024-11-04 12:52:26.00 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-04 12:52:27.18 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-04 12:52:27.35 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-04 12:52:28.27 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-04 12:52:28.68 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2152 |  | 31
2024-11-04 12:52:28.88 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-04 12:52:29.08 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2152 |  | 31
2024-11-04 12:52:29.84 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 2,6133 sec. | 31

2024-11-04 12:52:30.03 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 12:52:30.25 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,3398 sec. | 31

2024-11-04 12:52:30.43 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-04 |  | 31
2024-11-04 12:52:30.68 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3633 sec. | 31

2024-11-04 12:52:30.85 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 12:52:31.04 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:52:31.22 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:52:31.70 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5938 sec. | 31

2024-11-04 12:52:31.88 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:52:32.17 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4062 sec. | 31

2024-11-04 12:52:32.35 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4258 sec. | 31

2024-11-04 12:52:32.53 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 12:52:32.96 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5391 sec. | 31

2024-11-04 12:52:33.23 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2,4883 sec. | 31

2024-11-04 12:52:33.41 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 12:52:33.59 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 12:52:34.06 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5859 sec. | 31

2024-11-04 12:52:34.23 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 12:52:34.54 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4062 sec. | 31

2024-11-04 12:52:34.71 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4180 sec. | 31

2024-11-04 12:52:34.89 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 7,8242 sec. | 31

2024-11-04 12:52:35.06 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 8,1719 sec. | 31

2024-11-04 13:06:14.86 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Succession Éric Morais [Louise Morais] |  | 31
2024-11-04 13:06:15.06 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Succession Éric Morais [Louise Morais] |  | 31
2024-11-04 13:06:15.26 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 519 | 0,3320 sec. | 31

2024-11-04 13:06:15.46 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 519 |  | 31
2024-11-04 13:06:15.65 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,9219 sec. | 31

2024-11-04 13:06:38.09 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 13:06:38.32 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,3555 sec. | 31

2024-11-04 13:06:39.13 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 13:06:39.34 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3281 sec. | 31

2024-11-04 13:06:39.55 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 13:06:39.76 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3125 sec. | 31

2024-11-04 13:06:40.73 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-04 13:06:40.90 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-04 13:06:41.08 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-04 13:06:42.08 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-04 13:06:42.45 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2153 |  | 31
2024-11-04 13:06:42.63 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-04 13:06:42.80 | Guillaume | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2153 |  | 31
2024-11-04 13:06:43.59 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 2,6172 sec. | 31

2024-11-04 13:06:43.76 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 13:06:43.99 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,3438 sec. | 31

2024-11-04 13:06:44.16 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-04 |  | 31
2024-11-04 13:06:44.42 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3750 sec. | 31

2024-11-04 13:06:44.60 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 13:06:44.78 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 13:06:44.95 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 13:06:45.40 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5547 sec. | 31

2024-11-04 13:06:45.57 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 13:06:45.87 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4180 sec. | 31

2024-11-04 13:06:46.05 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,3789 sec. | 31

2024-11-04 13:06:46.23 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 13:06:46.64 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5234 sec. | 31

