2024-12-29 08:22:28.04 | Guillaume | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2024-12-29 08:27:57.34 | Guillaume | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - École de conduite P.A.C. Montréal Inc. [Chantal Degorgue]
2024-12-29 08:27:57.58 | Guillaume | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1159 = '0,3906 secondes'

2024-12-29 08:27:57.81 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,8926 secondes'

2024-12-29 08:28:13.67 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[répondre question de Robert + révision de contrat de vente]
2024-12-29 08:28:13.96 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,4355 secondes'

2024-12-29 08:28:16.29 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[]
2024-12-29 08:28:20.22 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[répondre questions de Robert + révision de contrat de vente]
2024-12-29 08:28:20.46 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,3828 secondes'

2024-12-29 08:28:23.34 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.5]
2024-12-29 08:28:23.59 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,4473 secondes'

2024-12-29 08:28:23.87 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,50]
2024-12-29 08:28:24.11 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,3926 secondes'

2024-12-29 08:28:25.70 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-29 08:28:25.92 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-29 08:28:26.15 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-29 08:28:28.64 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '2,6387 secondes'

2024-12-29 08:28:28.88 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-29 08:28:29.16 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,4297 secondes'

2024-12-29 08:28:29.39 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-26
2024-12-29 08:28:29.69 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,4512 secondes'

2024-12-29 08:28:29.92 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-26
2024-12-29 08:28:30.17 | Guillaume | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2024-12-29 08:28:30.43 | Guillaume | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2024-12-29 08:28:30.68 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-29 08:28:31.01 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,4609 secondes'

2024-12-29 08:28:31.24 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-29 08:28:31.59 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,4980 secondes'

2024-12-29 08:28:31.81 | Guillaume | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '1,5430 secondes'

2024-12-29 08:28:32.05 | Guillaume | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-29 08:28:32.52 | Guillaume | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,6270 secondes'

2024-12-29 08:28:32.75 | Guillaume | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2024-12-29 08:28:33.05 | Guillaume | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,4629 secondes'

2024-12-29 08:28:33.29 | Guillaume | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '3,2891 secondes'

2024-12-29 08:28:33.60 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-26 = '3,8184 secondes'

2024-12-29 08:28:33.82 | Guillaume | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '8,0488 secondes'

2024-12-29 08:28:34.06 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '8,5234 secondes'

2024-12-29 08:28:37.61 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2024-12-29 08:28:37.87 | Guillaume | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0,4102 secondes'

2024-12-29 08:28:38.63 | Guillaume | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2024-12-29 08:28:38.88 | Guillaume | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0,3789 secondes'

2024-12-29 08:28:39.26 | Guillaume | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2024-12-29 08:28:40.54 | Guillaume | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2024-12-29 08:28:40.95 | Guillaume | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0,5605 secondes'

2024-12-29 08:28:41.18 | Guillaume | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2024-12-29 08:29:31.74 | GuillaumeCharron | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2024-12-29 08:29:31.77 | GuillaumeCharron | APP_v5.J.xlsb | OK - Validation d'accès serveur terminée = '0,0039 secondes'

2024-12-29 08:29:31.80 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File
2024-12-29 08:29:31.84 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File = '0,0488 secondes'

2024-12-29 08:29:31.86 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat
2024-12-29 08:29:31.89 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat = '0,0273 secondes'

2024-12-29 08:29:31.91 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile
2024-12-29 08:29:32.00 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile = '0,0996 secondes'

2024-12-29 08:29:32.02 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu
2024-12-29 08:29:32.06 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu = '0,0469 secondes'

2024-12-29 08:29:32.09 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername
2024-12-29 08:29:32.11 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername = '0,0273 secondes'

2024-12-29 08:29:32.14 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:CodeEssentielDepart = '0,4062 secondes'

2024-12-29 08:29:37.46 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuTEC_Click
2024-12-29 08:29:37.53 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuTEC_Click = '0,0664 secondes'

2024-12-29 08:29:38.23 | GuillaumeCharron | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
2024-12-29 08:29:38.29 | GuillaumeCharron | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click = '0,0684 secondes'

2024-12-29 08:29:38.33 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-29 08:29:38.35 | GuillaumeCharron | APP_v5.J.xlsb | modImport:Client_List_Import_All
2024-12-29 08:29:38.62 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ResizeTable
2024-12-29 08:29:38.65 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ResizeTable = '0,0312 secondes'

2024-12-29 08:29:38.66 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ApplyFormatting
2024-12-29 08:29:38.68 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ApplyFormatting = '0,0234 secondes'

2024-12-29 08:29:38.75 | GuillaumeCharron | APP_v5.J.xlsb | modImport:Client_List_Import_All = '0,4004 secondes'

2024-12-29 08:29:38.77 | GuillaumeCharron | APP_v5.J.xlsb | modImport:TEC_Import_All
2024-12-29 08:29:39.05 | GuillaumeCharron | APP_v5.J.xlsb | modImport:TEC_Import_All = '0,2812 secondes'

2024-12-29 08:29:39.10 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate = '0,7793 secondes'

2024-12-29 08:29:39.74 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-29 08:29:39.76 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = '0,0254 secondes'

2024-12-29 08:29:40.12 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-29 08:29:40.14 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(29/12/24, 600, 15)
2024-12-29 08:29:40.16 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0254 secondes'

2024-12-29 08:29:40.18 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = '0,0645 secondes'

2024-12-29 08:29:40.20 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-29 08:29:40.22 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/29/12/24
2024-12-29 08:29:40.33 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1094 secondes'

2024-12-29 08:29:40.35 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/29/12/24
2024-12-29 08:29:40.38 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2024-12-29 08:29:40.40 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2024-12-29 08:29:40.42 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-29 08:29:40.53 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1133 secondes'

2024-12-29 08:29:40.55 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-29 08:29:40.74 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1914 secondes'

2024-12-29 08:29:40.76 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,3672 secondes'

2024-12-29 08:29:40.78 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-29 08:29:40.95 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1699 secondes'

2024-12-29 08:29:40.97 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2024-12-29 08:29:41.04 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,0801 secondes'

2024-12-29 08:29:41.06 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '0,6914 secondes'

2024-12-29 08:29:41.14 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/29/12/24 = '0,7969 secondes'

2024-12-29 08:29:41.16 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '0,9629 secondes'

2024-12-29 08:29:44.86 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-29 08:29:44.88 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(26/12, 600, 15)
2024-12-29 08:29:44.90 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0234 secondes'

2024-12-29 08:29:44.93 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = '0,0723 secondes'

2024-12-29 08:29:44.96 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-29 08:29:44.98 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/26/12/24
2024-12-29 08:29:45.06 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,0918 secondes'

2024-12-29 08:29:45.09 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/26/12/24
2024-12-29 08:29:45.12 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2024-12-29 08:29:45.15 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2024-12-29 08:29:45.17 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-29 08:29:45.28 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1152 secondes'

2024-12-29 08:29:45.31 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-29 08:29:45.49 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1816 secondes'

2024-12-29 08:29:45.52 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,3730 secondes'

2024-12-29 08:29:45.54 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-29 08:29:45.70 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1641 secondes'

2024-12-29 08:29:45.72 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2024-12-29 08:29:45.78 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,0684 secondes'

2024-12-29 08:29:45.80 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '0,6836 secondes'

2024-12-29 08:29:45.86 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/26/12/24 = '0,7793 secondes'

2024-12-29 08:29:45.88 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '0,9336 secondes'

2024-12-29 08:29:52.33 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Solutions Huwiz Inc. [Carolljo Maher]]
2024-12-29 08:29:52.36 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - Solutions Huwiz Inc. [Carolljo Maher]
2024-12-29 08:29:52.38 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1528 = '0,0312 secondes'

2024-12-29 08:29:52.41 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,0781 secondes'

2024-12-29 08:31:27.94 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[révision des directives fiduciaires de Martyne]
2024-12-29 08:31:27.97 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0293 secondes'

2024-12-29 08:31:29.91 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.25]
2024-12-29 08:31:29.94 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0332 secondes'

2024-12-29 08:31:29.96 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,25]
2024-12-29 08:31:29.98 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0254 secondes'

2024-12-29 08:31:31.26 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-29 08:31:31.29 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-29 08:31:31.31 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-29 08:31:31.70 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,3867 secondes'

2024-12-29 08:31:31.72 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-29 08:31:31.79 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,0703 secondes'

2024-12-29 08:31:31.81 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-26
2024-12-29 08:31:31.90 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,0996 secondes'

2024-12-29 08:31:31.93 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-26
2024-12-29 08:31:31.96 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2024-12-29 08:31:31.98 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2024-12-29 08:31:31.00 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-29 08:31:32.12 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1270 secondes'

2024-12-29 08:31:32.15 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-29 08:31:32.33 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1895 secondes'

2024-12-29 08:31:32.35 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,3750 secondes'

2024-12-29 08:31:32.37 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-29 08:31:32.54 | GuillaumeCharron | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1680 secondes'

2024-12-29 08:31:32.56 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2024-12-29 08:31:32.63 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,0762 secondes'

2024-12-29 08:31:32.65 | GuillaumeCharron | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '0,6953 secondes'

2024-12-29 08:31:32.72 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-26 = '0,7969 secondes'

2024-12-29 08:31:32.74 | GuillaumeCharron | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '1,4570 secondes'

2024-12-29 08:31:32.76 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '1,5039 secondes'

2024-12-29 08:31:34.27 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2024-12-29 08:31:34.31 | GuillaumeCharron | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0,0527 secondes'

2024-12-29 08:34:50.30 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2024-12-29 08:34:50.35 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0,0469 secondes'

2024-12-29 08:34:52.56 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuComptabilite_Click
2024-12-29 08:34:52.62 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuComptabilite_Click = '0,0645 secondes'

2024-12-29 08:34:53.42 | GuillaumeCharron | APP_v5.J.xlsb | wshENC_Saisie:Worksheet_Activate
2024-12-29 08:34:53.45 | GuillaumeCharron | APP_v5.J.xlsb | modImport:Client_List_Import_All
2024-12-29 08:34:53.59 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ResizeTable
2024-12-29 08:34:53.62 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ResizeTable = '0,0293 secondes'

2024-12-29 08:34:53.63 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ApplyFormatting
2024-12-29 08:34:53.65 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ApplyFormatting = '0,0234 secondes'

2024-12-29 08:34:53.73 | GuillaumeCharron | APP_v5.J.xlsb | modImport:Client_List_Import_All = '0,2891 secondes'

2024-12-29 08:34:53.75 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Comptes_Clients_Import_All
2024-12-29 08:34:53.97 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Comptes_Clients_Import_All = '0,2188 secondes'

2024-12-29 08:34:53.98 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Détails_Import_All
2024-12-29 08:34:54.23 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Détails_Import_All = '0,2461 secondes'

2024-12-29 08:34:54.25 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Entête_Import_All
2024-12-29 08:34:54.43 | GuillaumeCharron | APP_v5.J.xlsb | modImport:FAC_Entête_Import_All = '0,1855 secondes'

2024-12-29 08:34:54.45 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ENC_Détails_Import_All
2024-12-29 08:34:54.62 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ENC_Détails_Import_All = '0,1738 secondes'

2024-12-29 08:34:54.64 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ENC_Entête_Import_All
2024-12-29 08:34:54.80 | GuillaumeCharron | APP_v5.J.xlsb | modImport:ENC_Entête_Import_All = '0,1680 secondes'

2024-12-29 08:34:54.82 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All
2024-12-29 08:34:55.11 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All = '0,2910 secondes'

2024-12-29 08:34:55.15 | GuillaumeCharron | APP_v5.J.xlsb | modDev_Utils:SetTabOrder(wshENC_Saisie)
2024-12-29 08:34:55.18 | GuillaumeCharron | APP_v5.J.xlsb | modDev_Utils:SetTabOrder = '0,0352 secondes'

2024-12-29 08:34:55.20 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2024-12-29 08:34:55.23 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes = '0,0332 secondes'

2024-12-29 08:34:55.28 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(29/12/24, 30, 0)
2024-12-29 08:34:55.30 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0273 secondes'

2024-12-29 08:34:55.33 | GuillaumeCharron | APP_v5.J.xlsb | wshENC_Saisie:Worksheet_Activate = '1,9121 secondes'

2024-12-29 08:35:37.99 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Back_To_GL_Menu
2024-12-29 08:35:38.02 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Clear_Cells
2024-12-29 08:35:38.09 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Clear_Cells = '0,0762 secondes'

2024-12-29 08:35:38.12 | GuillaumeCharron | APP_v5.J.xlsb | modENC_Saisie:ENC_Back_To_GL_Menu = '0,1387 secondes'

2024-12-29 08:35:40.63 | GuillaumeCharron | APP_v5.J.xlsb | wshGL_BV:Worksheet_Activate
2024-12-29 08:35:40.65 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All
2024-12-29 08:35:40.96 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All = '0,3145 secondes'

2024-12-29 08:35:41.02 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2024-12-29 08:35:41.04 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0254 secondes'

2024-12-29 08:35:41.07 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_Trial_Balance_Build(29/12/24)
2024-12-29 08:35:41.11 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Rapport:GL_Get_Account_Trans_AF( - De 31/07/24 à 29/12/24)
2024-12-29 08:35:41.21 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Rapport:GL_Get_Account_Trans_AF = '0,1035 secondes'

2024-12-29 08:35:41.48 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2024-12-29 08:35:41.50 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals = '0,0312 secondes'

2024-12-29 08:35:41.53 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2024-12-29 08:35:41.55 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals = '0,0273 secondes'

2024-12-29 08:35:42.09 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_Trial_Balance_Build = '1,0234 secondes'

2024-12-29 08:35:42.12 | GuillaumeCharron | APP_v5.J.xlsb | wshGL_BV:Worksheet_Activate = '1,4922 secondes'

2024-12-29 08:35:44.47 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2024-12-29 08:35:44.52 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape = '0,0547 secondes'

