2025-01-09 09:52:45.77 | GuillaumeCharron | APP_v5.L.1.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****

2025-01-09 13:26:01.49 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Assurancia Inc. [François Hamel]]
2025-01-09 13:26:01.52 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Assurancia Inc. [François Hamel]
2025-01-09 13:26:01.54 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1292 *** = '0,0273 secondes'

2025-01-09 13:26:01.57 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0781 secondes'

2025-01-09 13:26:48.25 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[tel avec françois sur planification de réorganisation dans Assurancia Inc et début d'analyse de prix de vente final de Assur360 et demande de documents manquants]
2025-01-09 13:26:48.29 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0430 secondes'

2025-01-09 13:26:49.93 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.25]
2025-01-09 13:26:49.95 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0312 secondes'

2025-01-09 13:26:49.98 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[1,25]
2025-01-09 13:26:49.00 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0273 secondes'

2025-01-09 13:26:52.23 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-09 13:26:52.27 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-09 13:26:52.29 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-09 13:26:52.68 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,3945 secondes'

2025-01-09 13:26:52.70 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-09 13:26:52.77 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0781 secondes'

2025-01-09 13:26:52.79 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-09
2025-01-09 13:26:52.88 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0938 secondes'

2025-01-09 13:26:52.91 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09
2025-01-09 13:26:52.95 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 13:26:52.97 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 13:26:52.99 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 13:26:53.14 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1523 secondes'

2025-01-09 13:26:53.17 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 13:26:53.32 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1602 secondes'

2025-01-09 13:26:53.35 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3867 secondes'

2025-01-09 13:26:53.37 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 13:26:53.66 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2891 secondes'

2025-01-09 13:26:53.68 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 13:26:53.74 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0625 secondes'

2025-01-09 13:26:53.77 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8203 secondes'

2025-01-09 13:26:53.84 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09 *** = '0,9375 secondes'

2025-01-09 13:26:53.86 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '1,5977 secondes'

2025-01-09 13:26:53.88 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,6523 secondes'

2025-01-09 13:29:42.39 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Succession Éric Morais [Louise Morais]]
2025-01-09 13:29:42.42 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Succession Éric Morais [Louise Morais]
2025-01-09 13:29:42.45 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 519 *** = '0,0273 secondes'

2025-01-09 13:29:42.47 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0781 secondes'

2025-01-09 13:30:06.59 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[analyse de lettre de l'ARC et répondre question de Louise Morais]
2025-01-09 13:30:06.62 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0430 secondes'

2025-01-09 13:30:07.75 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.4]
2025-01-09 13:30:07.79 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0352 secondes'

2025-01-09 13:30:07.81 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2025-01-09 13:30:07.83 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0234 secondes'

2025-01-09 13:30:08.71 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-09 13:30:08.74 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-09 13:30:08.76 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-09 13:30:09.13 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,3828 secondes'

2025-01-09 13:30:09.16 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-09 13:30:09.22 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0703 secondes'

2025-01-09 13:30:09.25 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-09
2025-01-09 13:30:09.37 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1328 secondes'

2025-01-09 13:30:09.39 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09
2025-01-09 13:30:09.44 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 13:30:09.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 13:30:09.48 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 13:30:09.62 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-09 13:30:09.65 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 13:30:09.82 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1797 secondes'

2025-01-09 13:30:09.84 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3867 secondes'

2025-01-09 13:30:09.87 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 13:30:10.14 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2773 secondes'

2025-01-09 13:30:10.16 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 13:30:10.23 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0664 secondes'

2025-01-09 13:30:10.25 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8125 secondes'

2025-01-09 13:30:10.33 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09 *** = '0,9414 secondes'

2025-01-09 13:30:10.35 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '1,6172 secondes'

2025-01-09 13:30:10.38 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,6680 secondes'

2025-01-09 13:30:13.96 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[9]
2025-01-09 13:30:13.99 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-09 13:30:14.03 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3333
2025-01-09 13:30:14.05 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID *** = '0,0625 secondes'

2025-01-09 13:30:14.11 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[3334] *** = '0,1484 secondes'

2025-01-09 13:30:14.84 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Succession Éric Morais [Louise Morais]]
2025-01-09 13:30:14.86 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Succession Éric Morais [Louise Morais]
2025-01-09 13:30:14.89 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 519 *** = '0,0312 secondes'

2025-01-09 13:30:14.91 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0820 secondes'

2025-01-09 13:30:17.36 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[analyse de lettre de l'ARC et répondre question de Louise]
2025-01-09 13:30:17.39 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0312 secondes'

2025-01-09 13:30:18.17 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2025-01-09 13:30:18.20 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0273 secondes'

2025-01-09 13:30:18.24 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdUpdate_Click[3334]
2025-01-09 13:30:18.27 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2025-01-09 13:30:18.29 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Succession Éric Morais [Louise Morais]
2025-01-09 13:30:18.31 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 519 *** = '0,0273 secondes'

2025-01-09 13:30:18.33 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(3334)
2025-01-09 13:30:18.73 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 3334 *** = '0,4141 secondes'

2025-01-09 13:30:18.77 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(3334)
2025-01-09 13:30:18.80 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-09 13:30:18.84 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3333
2025-01-09 13:30:18.86 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID *** = '0,0664 secondes'

2025-01-09 13:30:18.91 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 3334 *** = '0,1562 secondes'

2025-01-09 13:30:18.94 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/09/01/2025
2025-01-09 13:30:19.03 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0938 secondes'

2025-01-09 13:30:19.06 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/2025
2025-01-09 13:30:19.10 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 13:30:19.13 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 13:30:19.15 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 13:30:19.26 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1133 secondes'

2025-01-09 13:30:19.29 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 13:30:19.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1758 secondes'

2025-01-09 13:30:19.49 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3672 secondes'

2025-01-09 13:30:19.51 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 13:30:19.79 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2773 secondes'

2025-01-09 13:30:19.81 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 13:30:19.87 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0625 secondes'

2025-01-09 13:30:19.89 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8008 secondes'

2025-01-09 13:30:19.96 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/2025 *** = '0,9102 secondes'

2025-01-09 13:30:19.98 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne *** = '1,7227 secondes'

2025-01-09 13:30:20.02 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdUpdate_Click *** = '1,7812 secondes'

2025-01-09 13:30:29.48 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-09 13:30:29.53 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Terminate *** = '0,0508 secondes'

2025-01-09 13:30:44.88 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-09 13:30:44.91 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0352 secondes'

2025-01-09 13:30:46.44 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuTEC_Click
2025-01-09 13:30:46.48 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuTEC_Click *** = '0,0430 secondes'

2025-01-09 13:30:48.22 | GuillaumeCharron | APP_v5.L.1.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-09 13:30:48.26 | GuillaumeCharron | APP_v5.L.1.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0469 secondes'

2025-01-09 13:30:48.29 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-09 13:30:48.32 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Client_List_Import_All
2025-01-09 13:30:48.44 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ResizeTable
2025-01-09 13:30:48.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ResizeTable *** = '0,0273 secondes'

2025-01-09 13:30:48.48 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ApplyFormatting
2025-01-09 13:30:48.50 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ApplyFormatting *** = '0,0273 secondes'

2025-01-09 13:30:48.59 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Client_List_Import_All *** = '0,2734 secondes'

2025-01-09 13:30:48.61 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:TEC_Import_All
2025-01-09 13:30:48.93 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:TEC_Import_All *** = '0,3281 secondes'

2025-01-09 13:30:48.96 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Activate *** = '0,6719 secondes'

2025-01-09 13:43:19.47 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-09 13:43:19.50 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0,0312 secondes'

2025-01-09 13:43:20.04 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-09 13:43:20.07 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Complete_Date(09/01/25, 600, 15)
2025-01-09 13:43:20.09 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Complete_Date *** = '0,0234 secondes'

2025-01-09 13:43:20.11 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,0664 secondes'

2025-01-09 13:43:20.13 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-09 13:43:20.15 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/09/01/25
2025-01-09 13:43:20.24 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0938 secondes'

2025-01-09 13:43:20.27 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/25
2025-01-09 13:43:20.31 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 13:43:20.34 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 13:43:20.36 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 13:43:20.47 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1133 secondes'

2025-01-09 13:43:20.50 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 13:43:20.68 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1836 secondes'

2025-01-09 13:43:20.70 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3711 secondes'

2025-01-09 13:43:20.73 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 13:43:20.00 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2773 secondes'

2025-01-09 13:43:21.03 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 13:43:21.09 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0664 secondes'

2025-01-09 13:43:21.11 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8086 secondes'

2025-01-09 13:43:21.20 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/25 *** = '0,9297 secondes'

2025-01-09 13:43:21.22 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,0938 secondes'

2025-01-09 13:43:28.76 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Centre Canin Laka Inc. [Nicolas Desflammes]]
2025-01-09 13:43:28.79 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Centre Canin Laka Inc. [Nicolas Desflammes]
2025-01-09 13:43:28.81 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1744 *** = '0,0273 secondes'

2025-01-09 13:43:28.84 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0820 secondes'

2025-01-09 13:43:57.01 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[questions de DPE et de planfication d'association possible - analyse de solutions et répondre]
2025-01-09 13:43:57.04 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0312 secondes'

2025-01-09 13:43:58.77 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1]
2025-01-09 13:43:58.80 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0352 secondes'

2025-01-09 13:43:58.82 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[1,00]
2025-01-09 13:43:58.85 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0312 secondes'

2025-01-09 13:44:00.25 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-09 13:44:00.28 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-09 13:44:00.30 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-09 13:44:00.69 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,3906 secondes'

2025-01-09 13:44:00.72 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-09 13:44:00.78 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0664 secondes'

2025-01-09 13:44:00.81 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-09
2025-01-09 13:44:00.95 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1406 secondes'

2025-01-09 13:44:00.97 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09
2025-01-09 13:44:01.02 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 13:44:01.04 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 13:44:01.07 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 13:44:01.21 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1523 secondes'

2025-01-09 13:44:01.25 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 13:44:01.42 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1797 secondes'

2025-01-09 13:44:01.45 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4062 secondes'

2025-01-09 13:44:01.47 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 13:44:01.75 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2852 secondes'

2025-01-09 13:44:01.79 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 13:44:01.85 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0664 secondes'

2025-01-09 13:44:01.88 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8672 secondes'

2025-01-09 13:44:01.95 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09 *** = '0,9844 secondes'

