2024-12-06 06:08:21.24 | Guillaume | APP_v5.G.3.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2024-12-06 08:27:12.36 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,0605 sec.

2024-12-06 08:27:12.39 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2024-12-05
2024-12-06 08:27:12.46 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0742 sec.

2024-12-06 08:27:12.49 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2024-12-05
2024-12-06 08:27:12.68 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2024-12-05 = 0,2090 sec.

2024-12-06 08:27:12.72 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 0,9531 sec.

2024-12-06 08:27:12.75 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click = 1,0176 sec.

2024-12-06 08:27:46.27 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[6]
2024-12-06 08:27:46.31 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:27:46.35 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2856
2024-12-06 08:27:46.38 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0723 sec.

2024-12-06 08:27:46.44 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2857] = 0,1719 sec.

2024-12-06 08:27:48.96 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]]
2024-12-06 08:27:48.00 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]
2024-12-06 08:27:49.03 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1110 = 0,0332 sec.

2024-12-06 08:27:49.06 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,0996 sec.

2024-12-06 08:27:51.07 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1,5]
2024-12-06 08:27:51.11 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0430 sec.

2024-12-06 08:27:51.14 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[1,50]
2024-12-06 08:27:51.18 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0469 sec.

2024-12-06 08:27:52.45 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2857]
2024-12-06 08:27:52.48 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-06 08:27:52.51 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]
2024-12-06 08:27:52.54 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1110 = 0,0332 sec.

2024-12-06 08:27:52.57 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2857)
2024-12-06 08:27:53.04 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2857 = 0,4746 sec.

2024-12-06 08:27:53.07 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2857)
2024-12-06 08:27:53.11 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:27:53.14 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2856
2024-12-06 08:27:53.17 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0703 sec.

2024-12-06 08:27:53.23 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 2857 = 0,1582 sec.

2024-12-06 08:27:53.26 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/12-05-2024
2024-12-06 08:27:53.34 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0840 sec.

2024-12-06 08:27:53.37 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024
2024-12-06 08:27:53.40 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - VG)
2024-12-06 08:27:53.43 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,0332 sec.

2024-12-06 08:27:53.58 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024 = 0,2109 sec.

2024-12-06 08:27:53.62 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = 1,1387 sec.

2024-12-06 08:27:53.65 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click = 1,2012 sec.

2024-12-06 08:28:04.83 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9307]
2024-12-06 08:28:04.88 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9307
2024-12-06 08:28:04.91 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1388 = 0,0371 sec.

2024-12-06 08:28:04.94 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,1172 sec.

2024-12-06 08:28:04.00 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2024-12-06 08:28:05.06 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9307-2411 Québec Inc. [Capitaine Vap]
2024-12-06 08:28:05.09 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1388 = 0,0391 sec.

2024-12-06 08:28:05.13 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick = 0,1328 sec.

2024-12-06 08:28:05.17 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9307-2411 Québec Inc. [Capitaine Vap]]
2024-12-06 08:28:05.20 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9307-2411 Québec Inc. [Capitaine Vap]
2024-12-06 08:28:05.24 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1388 = 0,0371 sec.

2024-12-06 08:28:05.27 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,1035 sec.

2024-12-06 08:30:29.10 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Conversation téléphonique avec Dany + Courriel à Genevenieve Michaud + vérification capital imposable et versé]
2024-12-06 08:30:29.14 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,0430 sec.

2024-12-06 08:30:30.95 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.5]
2024-12-06 08:30:30.99 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0410 sec.

2024-12-06 08:30:31.03 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[1,50]
2024-12-06 08:30:31.06 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0352 sec.

2024-12-06 08:30:31.92 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-06 08:30:31.96 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-06 08:30:31.99 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-06 08:30:32.46 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 0,4688 sec.

2024-12-06 08:30:32.49 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-06 08:30:32.54 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,0625 sec.

2024-12-06 08:30:32.57 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2024-12-05
2024-12-06 08:30:32.64 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0723 sec.

2024-12-06 08:30:32.67 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2024-12-05
2024-12-06 08:30:32.70 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - VG)
2024-12-06 08:30:32.73 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,0332 sec.

2024-12-06 08:30:32.98 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2024-12-05 = 0,3066 sec.

2024-12-06 08:30:33.01 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 1,0508 sec.

2024-12-06 08:30:33.04 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click = 1,1270 sec.

2024-12-06 08:30:54.22 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[5]
2024-12-06 08:30:54.28 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:30:54.31 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2855
2024-12-06 08:30:54.35 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0762 sec.

2024-12-06 08:30:54.41 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2856] = 0,1895 sec.

2024-12-06 08:30:55.74 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Empire Pro Inc. [Carlos Luperdigas]]
2024-12-06 08:30:55.78 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Empire Pro Inc. [Carlos Luperdigas]
2024-12-06 08:30:55.81 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1751 = 0,0332 sec.

2024-12-06 08:30:55.84 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,0996 sec.

2024-12-06 08:30:57.98 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1,8]
2024-12-06 08:30:58.02 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0410 sec.

2024-12-06 08:30:58.05 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[1,80]
2024-12-06 08:30:58.08 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0293 sec.

2024-12-06 08:30:59.12 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2856]
2024-12-06 08:30:59.15 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-06 08:30:59.20 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Empire Pro Inc. [Carlos Luperdigas]
2024-12-06 08:30:59.23 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1751 = 0,0352 sec.

2024-12-06 08:30:59.26 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2856)
2024-12-06 08:30:59.69 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2856 = 0,4355 sec.

2024-12-06 08:30:59.72 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2856)
2024-12-06 08:30:59.76 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:30:59.79 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2855
2024-12-06 08:30:59.82 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0723 sec.

2024-12-06 08:30:59.88 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 2856 = 0,1660 sec.

2024-12-06 08:30:59.92 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/12-05-2024
2024-12-06 08:30:59.00 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0840 sec.

2024-12-06 08:31:00.03 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024
2024-12-06 08:31:00.07 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - VG)
2024-12-06 08:31:00.10 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,0352 sec.

2024-12-06 08:31:00.18 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024 = 0,1621 sec.

2024-12-06 08:31:00.23 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = 1,0801 sec.

2024-12-06 08:31:00.26 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click = 1,1465 sec.

2024-12-06 08:31:09.56 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[1]
2024-12-06 08:31:09.59 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:09.63 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2832
2024-12-06 08:31:09.66 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0762 sec.

2024-12-06 08:31:09.72 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2833] = 0,1641 sec.

2024-12-06 08:31:11.45 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Groupe Teltech Inc. [François Tessier]]
2024-12-06 08:31:11.49 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Groupe Teltech Inc. [François Tessier]
2024-12-06 08:31:11.52 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1541 = 0,0332 sec.

2024-12-06 08:31:11.55 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,1055 sec.

2024-12-06 08:31:16.19 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0,4]
2024-12-06 08:31:16.23 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0488 sec.

2024-12-06 08:31:16.27 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2024-12-06 08:31:16.30 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0371 sec.

2024-12-06 08:31:17.33 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2833]
2024-12-06 08:31:17.36 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-06 08:31:17.40 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Groupe Teltech Inc. [François Tessier]
2024-12-06 08:31:17.43 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1541 = 0,0332 sec.

2024-12-06 08:31:17.46 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2833)
2024-12-06 08:31:17.92 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2833 = 0,4648 sec.

2024-12-06 08:31:17.95 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2833)
2024-12-06 08:31:17.98 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:18.02 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2832
2024-12-06 08:31:18.05 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0762 sec.

2024-12-06 08:31:18.11 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 2833 = 0,1602 sec.

2024-12-06 08:31:18.14 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/12-05-2024
2024-12-06 08:31:18.21 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0762 sec.

2024-12-06 08:31:18.24 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024
2024-12-06 08:31:18.27 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - VG)
2024-12-06 08:31:18.31 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,0469 sec.

2024-12-06 08:31:18.45 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024 = 0,2109 sec.

2024-12-06 08:31:18.48 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = 1,1152 sec.

2024-12-06 08:31:18.51 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click = 1,1816 sec.

2024-12-06 08:31:35.03 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2]
2024-12-06 08:31:35.07 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:35.11 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2833
2024-12-06 08:31:35.14 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0762 sec.

2024-12-06 08:31:35.20 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2834] = 0,1738 sec.

2024-12-06 08:31:36.80 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9513-1926 Québec Inc. [Francis Desgagnés]]
2024-12-06 08:31:36.84 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9513-1926 Québec Inc. [Francis Desgagnés]
2024-12-06 08:31:36.87 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1775 = 0,0371 sec.

2024-12-06 08:31:36.90 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,1055 sec.

2024-12-06 08:31:39.89 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0,5]
2024-12-06 08:31:39.92 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0371 sec.

2024-12-06 08:31:39.96 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2024-12-06 08:31:39.98 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0332 sec.

2024-12-06 08:31:41.38 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2834]
2024-12-06 08:31:41.41 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-06 08:31:41.45 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9513-1926 Québec Inc. [Francis Desgagnés]
2024-12-06 08:31:41.48 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1775 = 0,0332 sec.

2024-12-06 08:31:41.53 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2834)
2024-12-06 08:31:41.99 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2834 = 0,4707 sec.

2024-12-06 08:31:42.03 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2834)
2024-12-06 08:31:42.06 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:42.10 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2833
2024-12-06 08:31:42.14 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0820 sec.

2024-12-06 08:31:42.18 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 2834 = 0,1621 sec.

2024-12-06 08:31:42.22 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/12-05-2024
2024-12-06 08:31:42.29 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,0742 sec.

2024-12-06 08:31:42.33 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024
2024-12-06 08:31:42.36 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - VG)
2024-12-06 08:31:42.39 | vgervais | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,0332 sec.

2024-12-06 08:31:42.49 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/12-05-2024 = 0,1719 sec.

2024-12-06 08:31:42.53 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = 1,1133 sec.

2024-12-06 08:31:42.56 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click = 1,1797 sec.

2024-12-06 08:31:44.55 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[6]
2024-12-06 08:31:44.59 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:44.64 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2856
2024-12-06 08:31:44.67 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0898 sec.

2024-12-06 08:31:44.73 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2857] = 0,1855 sec.

2024-12-06 08:31:48.95 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]]
2024-12-06 08:31:48.98 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]
2024-12-06 08:31:49.02 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1110 = 0,0352 sec.

2024-12-06 08:31:49.05 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,1016 sec.

2024-12-06 08:31:54.67 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Discussion avec Michel + répondre à ses courriel + Recherche démolition d'un immeuble + demande instructionb + modification]
2024-12-06 08:31:54.72 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,0469 sec.

2024-12-06 08:31:57.16 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[2.6]
2024-12-06 08:31:57.20 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,0449 sec.

2024-12-06 08:31:57.23 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[2,60]
2024-12-06 08:31:57.27 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,0352 sec.

2024-12-06 08:31:58.44 | vgervais | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2857]
2024-12-06 08:31:58.48 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-06 08:31:58.51 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Chauffage Robert Lacombe Inc. [Succession Robert Lacombe]
2024-12-06 08:31:58.54 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1110 = 0,0332 sec.

2024-12-06 08:31:58.57 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2857)
2024-12-06 08:31:59.04 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2857 = 0,4727 sec.

2024-12-06 08:31:59.07 | vgervais | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2857)
2024-12-06 08:31:59.11 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-06 08:31:59.15 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2856
2024-12-06 08:31:59.18 | vgervais | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,0742 sec.

