2024-11-09 08:02:38.77 | Robert_M._Vigneault | APP_v5.E.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-11 19:45:29.41 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All | 0,2812 sec. | 31

2024-11-11 19:45:29.41 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Entête_Import_All |  | 31
2024-11-11 19:45:29.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Entête_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:45:29.52 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Entête_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:45:29.58 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Entête_Import_All | 0,1719 sec. | 31

2024-11-11 19:45:29.58 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Détails_Import_All |  | 31
2024-11-11 19:45:29.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Détails_Import_All | 0,1562 sec. | 31

2024-11-11 19:45:29.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Comptes_Clients_Import_All |  | 31
2024-11-11 19:45:29.86 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Comptes_Clients_Import_All | 0,1250 sec. | 31

2024-11-11 19:45:29.88 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder(wshCAR_Liste_Agée) |  | 31
2024-11-11 19:45:29.99 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder | 0,1172 sec. | 31

2024-11-11 19:45:30.02 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshCAR_Liste_Agée:Worksheet_Change |  | 31
2024-11-11 19:45:30.02 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshCAR_Liste_Agée:Worksheet_Change | 0,0000 sec. | 31

2024-11-11 19:45:30.05 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshCAR_Liste_Agée:Worksheet_SelectionChange - $B$4 |  | 31
2024-11-11 19:45:30.07 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshCAR_Liste_Agée:Worksheet_SelectionChange | 0,0156 sec. | 31

2024-11-11 19:45:30.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshCAR_Liste_Agée:Worksheet_Activate | 0,9531 sec. | 31

2024-11-11 19:45:31.48 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modCAR_Liste_Agée:CAR_Creer_Liste_Agee |  | 31
2024-11-11 19:45:35.97 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modCAR_Liste_Agée:CAR_Creer_Liste_Agee | 4,4922 sec. | 31

2024-11-11 19:45:42.41 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-11 19:45:42.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0312 sec. | 31

2024-11-11 19:45:45.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_TDB:Worksheet_Activate |  | 31
2024-11-11 19:45:45.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-11 19:45:45.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 31
2024-11-11 19:45:46.03 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local | 0,3203 sec. | 31

2024-11-11 19:45:46.05 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-11 19:45:46.16 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1172 sec. | 31

2024-11-11 19:45:46.16 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,4375 sec. | 31

2024-11-11 19:45:46.18 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_TDB:Worksheet_Activate | 0,4531 sec. | 31

2024-11-11 19:45:50.63 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Worksheet_Activate |  | 31
2024-11-11 19:45:50.63 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-11 19:45:50.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:45:50.77 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:45:50.85 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All | 0,2266 sec. | 31

2024-11-11 19:45:50.85 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All |  | 31
2024-11-11 19:45:50.99 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:45:51.21 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:45:51.29 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All | 0,4375 sec. | 31

2024-11-11 19:45:51.29 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Projets_Détails_Import_All |  | 31
2024-11-11 19:45:51.32 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Projets_Détails_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:45:51.34 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Projets_Détails_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:45:51.41 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Projets_Détails_Import_All | 0,1172 sec. | 31

2024-11-11 19:45:51.41 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Projets_Entête_Import_All |  | 31
2024-11-11 19:45:51.44 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Projets_Entête_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:45:51.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:FAC_Projets_Entête_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:45:51.53 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:FAC_Projets_Entête_Import_All | 0,1250 sec. | 31

2024-11-11 19:45:51.55 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal |  | 31
2024-11-11 19:45:52.35 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Les anciens SubTotal ont été effacés |  | 31
2024-11-11 19:45:52.37 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - La zone A5:I660 a été effacée |  | 31
2024-11-11 19:45:52.38 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Le dictClients a été créé |  | 31
2024-11-11 19:45:52.55 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 15 % |  | 31
2024-11-11 19:45:52.59 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 20 % |  | 31
2024-11-11 19:45:52.59 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - On doit lire 2350 lignes dans TEC_Local |  | 31
2024-11-11 19:45:55.55 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Toutes les lignes ont été lues de TEC_Local |  | 31
2024-11-11 19:45:55.62 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 45 % |  | 31
2024-11-11 19:45:55.62 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Les données sont triées |  | 31
2024-11-11 19:45:55.68 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 60 % (dernière étape avant le GroupBy... |  | 31
2024-11-11 19:45:56.29 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Le GroupBy est complété |  | 31
2024-11-11 19:45:56.29 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Le 'ShowLevels est ajusté à 2 |  | 31
2024-11-11 19:45:56.38 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 75 % |  | 31
2024-11-11 19:45:56.52 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Les ajustements de format ont été complétés |  | 31
2024-11-11 19:45:56.59 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 85 % |  | 31
2024-11-11 19:45:56.62 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - La mise en forme conditionnelle est en place |  | 31
2024-11-11 19:45:56.62 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Obtenir les requêtes de factures existantes |  | 31
2024-11-11 19:45:56.63 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Nettoyage de la zone 'Sommaire' est nettoyée |  | 31
2024-11-11 19:45:56.63 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 95 % |  | 31
2024-11-11 19:45:57.06 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - Les ProgressBar sont éliminées |  | 31
2024-11-11 19:45:57.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal - La zone de 'Scroll' commence sur la ligne 7 |  | 31
2024-11-11 19:45:57.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modTEC_Saisie_Analyse:TEC_Sort_Group_And_Subtotal | 5,5312 sec. | 31

2024-11-11 19:45:57.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder(wshTEC_Analyse) |  | 31
2024-11-11 19:45:57.20 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder | 0,1250 sec. | 31

2024-11-11 19:45:57.23 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Worksheet_Activate | 6,6094 sec. | 31

2024-11-11 19:46:00.43 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Back_To_TEC_Menu |  | 31
2024-11-11 19:46:00.48 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      wshTEC_Analyse:Back_To_TEC_Menu - La zone Sommaire des Honoraires a été nettoyée |  | 31
2024-11-11 19:46:00.49 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Back_To_TEC_Menu | 0,0625 sec. | 31

2024-11-11 19:46:03.23 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Activate |  | 31
2024-11-11 19:46:03.25 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-11 19:46:03.34 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:46:03.39 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:46:03.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All | 0,2031 sec. | 31

2024-11-11 19:46:03.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All |  | 31
2024-11-11 19:46:03.58 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:46:03.75 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:46:03.81 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All | 0,3594 sec. | 31

2024-11-11 19:46:03.81 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder(wshTEC_Evaluation) |  | 31
2024-11-11 19:46:03.83 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder | 0,0156 sec. | 31

2024-11-11 19:46:03.88 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change |  | 31
2024-11-11 19:46:03.88 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change | 0,0000 sec. | 31

2024-11-11 19:46:03.90 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change |  | 31
2024-11-11 19:46:03.91 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change | 0,0078 sec. | 31

2024-11-11 19:46:03.91 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange |  | 31
2024-11-11 19:46:03.91 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange | 0,0000 sec. | 31

2024-11-11 19:46:03.92 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange |  | 31
2024-11-11 19:46:03.92 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange | 0,0000 sec. | 31

2024-11-11 19:46:03.92 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Activate | 0,6875 sec. | 31

2024-11-11 19:46:06.12 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change |  | 31
2024-11-11 19:46:06.12 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 11 parsedDate='11/11/2024' |  | 31
2024-11-11 19:46:06.36 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change | 0,2422 sec. | 31

2024-11-11 19:46:06.36 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange |  | 31
2024-11-11 19:46:06.36 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange | 0,0000 sec. | 31

2024-11-11 19:46:09.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Back_To_TEC_Menu |  | 31
2024-11-11 19:46:09.46 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      wshTEC_Analyse:Back_To_TEC_Menu - La zone Sommaire des Honoraires a été nettoyée |  | 31
2024-11-11 19:46:09.46 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Analyse:Back_To_TEC_Menu | 0,0312 sec. | 31

2024-11-11 19:46:10.83 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Activate |  | 31
2024-11-11 19:46:10.83 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-11 19:46:10.92 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:46:10.98 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:46:11.05 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:Client_List_Import_All | 0,2266 sec. | 31

2024-11-11 19:46:11.05 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All |  | 31
2024-11-11 19:46:11.20 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-11 19:46:11.35 | Robert_M._Vigneault | APP_v5.E.3.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-11 19:46:11.43 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modImport:TEC_Import_All | 0,3750 sec. | 31

2024-11-11 19:46:11.43 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder(wshTEC_Evaluation) |  | 31
2024-11-11 19:46:11.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modDev_Utils:SetTabOrder | 0,0156 sec. | 31

2024-11-11 19:46:11.49 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change |  | 31
2024-11-11 19:46:11.49 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change | 0,0000 sec. | 31

2024-11-11 19:46:11.51 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change |  | 31
2024-11-11 19:46:11.51 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Change | 0,0000 sec. | 31

2024-11-11 19:46:11.52 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange |  | 31
2024-11-11 19:46:11.52 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange | 0,0000 sec. | 31

2024-11-11 19:46:11.52 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange |  | 31
2024-11-11 19:46:11.54 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_SelectionChange | 0,0156 sec. | 31

2024-11-11 19:46:11.54 | Robert_M._Vigneault | APP_v5.E.3.xlsb | wshTEC_Evaluation:Worksheet_Activate | 0,7109 sec. | 31

2024-11-11 19:46:11.55 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-11 19:46:11.58 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0234 sec. | 31

2024-11-11 19:46:13.69 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-11 19:46:13.72 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0312 sec. | 31

2024-11-11 19:46:13.72 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-11 19:46:13.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File | 0,0156 sec. | 31

2024-11-11 19:46:13.75 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-12 06:11:26.65 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-12 06:11:26.65 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-12 06:11:26.65 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File | 0,0000 sec. | 31

2024-11-12 06:11:26.67 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-12 06:11:27.14 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-12 06:11:27.39 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-12 06:11:27.45 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-12 06:11:27.47 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:BackupMasterFile | 0,8008 sec. | 31

2024-11-12 06:11:27.47 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-12 06:11:27.48 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0156 sec. | 31

2024-11-12 06:11:27.54 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-12 06:11:27.62 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Write_Info_On_Main_Menu | 0,0781 sec. | 31

2024-11-12 06:11:27.77 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Workbook_Open | 1,1211 sec. | 31

2024-11-12 06:12:51.87 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-12 06:12:51.89 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0215 sec. | 31

2024-11-12 06:12:51.91 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-12 06:12:51.91 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File | 0,0000 sec. | 31

2024-11-12 06:12:51.93 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-12 06:48:23.30 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-12 06:48:23.32 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-12 06:48:23.32 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File | 0,0000 sec. | 31

2024-11-12 06:48:23.34 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-12 06:48:23.76 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-12 06:48:23.99 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-12 06:48:24.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-12 06:48:24.08 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:BackupMasterFile | 0,7402 sec. | 31

2024-11-12 06:48:24.09 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-12 06:48:24.10 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0020 sec. | 31

2024-11-12 06:48:24.14 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-12 06:48:24.24 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Write_Info_On_Main_Menu | 0,0938 sec. | 31

2024-11-12 06:48:24.42 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Workbook_Open | 1,1191 sec. | 31

2024-11-12 06:49:21.73 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-12 06:49:21.77 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0371 sec. | 31

2024-11-12 06:49:24.05 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-12 06:49:24.09 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0391 sec. | 31

2024-11-12 06:49:24.09 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-12 06:49:24.09 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File | 0,0000 sec. | 31

2024-11-12 06:49:24.12 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-12 07:06:37.92 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-12 07:06:37.93 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0156 sec. | 31

2024-11-12 07:06:37.95 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-12 07:06:37.95 | Robert_M._Vigneault | APP_v5.E.3.xlsb | modMenu:Delete_User_Active_File | 0,0000 sec. | 31

2024-11-12 07:06:37.96 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-12 07:06:48.94 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-12 07:06:48.94 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-12 07:06:48.96 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:Create_User_Active_File | 0,0156 sec. | 31

2024-11-12 07:06:48.97 | Robert_M._Vigneault | APP_v5.E.3.xlsb | ThisWorkbook:BackupMasterFile |  | 31
