2025-02-08 06:15:37.60 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-08 14:04:12.59 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $U$28 | 0,3125 secondes

2025-02-08 14:04:12.93 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$26:$U$26 | 
2025-02-08 14:04:13.11 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$26:$U$26 | 0,3047 secondes

2025-02-08 14:04:13.36 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$27:$U$27 | 
2025-02-08 14:04:13.55 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$27:$U$27 | 0,3125 secondes

2025-02-08 14:04:13.79 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$28:$U$28 | 
2025-02-08 14:04:13.97 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$28:$U$28 | 0,2969 secondes

2025-02-08 14:04:14.21 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$29:$U$29 | 
2025-02-08 14:04:14.39 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$29:$U$29 | 0,2930 secondes

2025-02-08 14:04:14.65 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$30:$U$30 | 
2025-02-08 14:04:14.84 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$30:$U$30 | 0,3047 secondes

2025-02-08 14:04:15.07 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$31:$U$31 | 
2025-02-08 14:04:15.26 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$31:$U$31 | 0,3008 secondes

2025-02-08 14:04:15.57 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$32:$U$32 | 
2025-02-08 14:04:15.77 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$32:$U$32 | 0,3164 secondes

2025-02-08 14:04:15.00 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$33:$U$33 | 
2025-02-08 14:04:16.18 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$33:$U$33 | 0,2969 secondes

2025-02-08 14:04:16.43 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$34:$U$34 | 
2025-02-08 14:04:16.61 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$34:$U$34 | 0,2930 secondes

2025-02-08 14:04:16.87 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Filtered_Entries_Copy_To_FAC_Brouillon |  | 0,5469 secondes

2025-02-08 14:04:17.04 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_All_TEC_By_Client |  | 0,7188 secondes

2025-02-08 14:04:17.22 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $L$11 | 
2025-02-08 14:04:17.41 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2969 secondes

2025-02-08 14:04:17.59 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $O$3 | 0,4844 secondes

2025-02-08 14:04:17.78 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $O$9 | 
2025-02-08 14:04:17.96 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2891 secondes

2025-02-08 14:04:25.21 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $O$3 | 
2025-02-08 14:04:25.41 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,3242 secondes

2025-02-08 14:04:29.44 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $O$3 | 
2025-02-08 14:04:29.63 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 01/02, 30, 15 | 
2025-02-08 14:04:29.81 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,2930 secondes

2025-02-08 14:04:30.27 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_All_TEC_By_Client |  | 
2025-02-08 14:04:30.45 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed |  | 
2025-02-08 14:04:30.71 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Remove_Check_Boxes |  | 
2025-02-08 14:04:31.05 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Remove_Check_Boxes |  | 0,4453 secondes

2025-02-08 14:04:31.23 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed |  | 0,6250 secondes

2025-02-08 14:04:31.41 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF | 2040', 01/02/25, VRAI, FAUX, FAUX | 
2025-02-08 14:04:32.14 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF |  | 0,8438 secondes

2025-02-08 14:04:32.32 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Filtered_Entries_Copy_To_FAC_Brouillon |  | 
2025-02-08 14:04:32.56 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $D$7:$I$26 | 
2025-02-08 14:04:32.75 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $D$7:$I$26 | 0,2969 secondes

2025-02-08 14:04:32.96 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Add_Check_Boxes |  | 
2025-02-08 14:04:34.04 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Add_Check_Boxes |  | 1,1836 secondes

2025-02-08 14:04:34.34 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $S$25 | 
2025-02-08 14:04:34.52 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $S$25 | 0,2891 secondes

2025-02-08 14:04:34.75 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $U$25 | 
2025-02-08 14:04:34.94 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $U$25 | 0,3008 secondes

2025-02-08 14:04:35.31 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$26:$U$26 | 
2025-02-08 14:04:35.48 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$26:$U$26 | 0,2734 secondes

2025-02-08 14:04:35.72 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$27:$U$27 | 
2025-02-08 14:04:35.88 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$27:$U$27 | 0,2578 secondes

2025-02-08 14:04:36.11 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$28:$U$28 | 
2025-02-08 14:04:36.28 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$28:$U$28 | 0,2656 secondes

2025-02-08 14:04:36.48 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$29:$U$29 | 
2025-02-08 14:04:36.66 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$29:$U$29 | 0,2656 secondes

2025-02-08 14:04:36.90 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$30:$U$30 | 
2025-02-08 14:04:37.07 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$30:$U$30 | 0,2734 secondes

2025-02-08 14:04:37.30 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$31:$U$31 | 
2025-02-08 14:04:37.46 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$31:$U$31 | 0,2578 secondes

2025-02-08 14:04:37.70 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$32:$U$32 | 
2025-02-08 14:04:37.87 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$32:$U$32 | 0,2617 secondes

2025-02-08 14:04:38.08 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$33:$U$33 | 
2025-02-08 14:04:38.25 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$33:$U$33 | 0,2656 secondes

2025-02-08 14:04:38.47 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$34:$U$34 | 
2025-02-08 14:04:38.65 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $R$34:$U$34 | 0,2852 secondes

2025-02-08 14:04:38.91 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Filtered_Entries_Copy_To_FAC_Brouillon |  | 0,5391 secondes

2025-02-08 14:04:39.07 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_All_TEC_By_Client |  | 0,6953 secondes

2025-02-08 14:04:39.24 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $L$11 | 
2025-02-08 14:04:39.41 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2734 secondes

2025-02-08 14:04:39.58 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $O$3 | 0,4453 secondes

2025-02-08 14:04:39.75 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $C$7 | 
2025-02-08 14:04:39.91 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2578 secondes

2025-02-08 14:05:11.09 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $L$20 | 
2025-02-08 14:05:11.25 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2656 secondes

2025-02-08 14:05:25.86 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $O$47 | 
2025-02-08 14:05:26.05 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2930 secondes

2025-02-08 14:05:30.13 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $O$47 | 
2025-02-08 14:05:30.31 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $O$47 | 0,2930 secondes

2025-02-08 14:05:30.48 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $P$47 | 
2025-02-08 14:05:30.65 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2734 secondes

2025-02-08 14:05:54.36 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $T$25 | 
2025-02-08 14:05:54.53 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2695 secondes

2025-02-08 14:06:23.66 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $L$37 | 
2025-02-08 14:06:23.84 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2930 secondes

2025-02-08 14:06:25.34 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange | $U$25 | 
2025-02-08 14:06:25.52 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_SelectionChange |  | 0,2852 secondes

2025-02-08 14:07:18.08 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale |  | 
2025-02-08 14:07:18.30 | Guillaume | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF | 2400 - De 31/07/24 à 01/02/25 | 
2025-02-08 14:07:19.73 | Guillaume | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  | 1,5352 secondes

2025-02-08 14:07:19.98 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $B$5 | 
2025-02-08 14:07:20.16 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $B$5 | 0,2773 secondes

2025-02-08 14:07:20.74 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $B$27 | 
2025-02-08 14:07:20.93 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Brouillon:Worksheet_Change | $B$27 | 0,2773 secondes

2025-02-08 14:07:21.19 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Finale:Worksheet_Activate |  | 
2025-02-08 14:07:21.49 | Guillaume | APP_v5.P.0.xlsb | wshFAC_Finale:Worksheet_Activate |  | 0,3906 secondes

2025-02-08 14:07:21.69 | Guillaume | APP_v5.P.0.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale |  | 0,5898 secondes

2025-02-08 14:07:48.83 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Creation_PDF | 25-24739 | 
2025-02-08 14:07:49.04 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Create_PDF | 25-24739 | 
2025-02-08 14:07:49.22 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func | 25-24739, SaveOnly | 
2025-02-08 14:07:55.31 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func |  | 6,1719 secondes

2025-02-08 14:07:55.50 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Create_PDF |  | 6,3672 secondes

2025-02-08 14:07:55.69 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel | 2040, 2960-4105 Québec Inc. [Mini Excavation MB], 25-24739, 2025-02-01 | 
2025-02-08 14:08:11.32 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel |  | 15,7227 secondes

2025-02-08 14:08:11.73 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Creation_Courriel | 25-24739, 2040 | 
2025-02-08 14:08:13.09 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Creation_Courriel |  | 1,4922 secondes

2025-02-08 14:08:13.34 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Creation_PDF |  | 1,7070 secondes

2025-02-08 14:09:00.67 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Save | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:00.86 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Header_to_DB | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:03.16 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Header_to_DB |  | 2,3789 secondes

2025-02-08 14:09:03.35 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Header_Locally | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:05.95 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Header_Locally |  | 2,6602 secondes

2025-02-08 14:09:06.14 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Details_to_DB | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:08.02 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Details_to_DB |  | 1,9727 secondes

2025-02-08 14:09:08.21 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Details_Locally | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:11.15 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Details_Locally |  | 2,9961 secondes

2025-02-08 14:09:11.31 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Somm_Taux_to_DB | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:12.99 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Somm_Taux_to_DB |  | 1,7539 secondes

2025-02-08 14:09:13.16 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Somm_Taux_Locally | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:13.36 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Invoice_Somm_Taux_Locally |  | 0,2812 secondes

2025-02-08 14:09:13.54 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Comptes_Clients_to_DB | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:15.98 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Comptes_Clients_to_DB |  | 2,5273 secondes

2025-02-08 14:09:16.16 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Comptes_Clients_Locally | # = 25-24739 - Date = 01/02/2025 | 
2025-02-08 14:09:17.00 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_Add_Comptes_Clients_Locally |  | 1,9297 secondes

2025-02-08 14:09:18.18 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_TEC_Update_As_Billed_To_DB | 3, 22 | 
2025-02-08 14:09:20.44 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_TEC_Update_As_Billed_To_DB |  | 2,3438 secondes

2025-02-08 14:09:20.62 | Guillaume | APP_v5.P.0.xlsb | modFAC_Finale:FAC_Finale_TEC_Update_As_Billed_Locally | 3, 22 | 
2025-02-08 14:09:20.79 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:20.98 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2159 | -1 | 
2025-02-08 14:09:21.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4141 secondes

2025-02-08 14:09:21.41 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:21.56 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2345 | -1 | 
2025-02-08 14:09:21.70 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,3633 secondes

2025-02-08 14:09:21.96 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:22.12 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2508 | -1 | 
2025-02-08 14:09:22.27 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,3906 secondes

2025-02-08 14:09:22.57 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:22.72 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2576 | -1 | 
2025-02-08 14:09:22.86 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,3789 secondes

2025-02-08 14:09:23.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:23.30 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2668 | -1 | 
2025-02-08 14:09:23.46 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4141 secondes

2025-02-08 14:09:23.82 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:23.99 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2748 | -1 | 
2025-02-08 14:09:24.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,3945 secondes

2025-02-08 14:09:24.46 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:24.64 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 2904 | -1 | 
2025-02-08 14:09:24.79 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4141 secondes

2025-02-08 14:09:25.06 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:25.22 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3066 | -1 | 
2025-02-08 14:09:25.37 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,3906 secondes

2025-02-08 14:09:25.72 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:25.91 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3084 | -1 | 
2025-02-08 14:09:26.09 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4883 secondes

2025-02-08 14:09:26.41 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:26.62 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3167 | -1 | 
2025-02-08 14:09:26.80 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5078 secondes

2025-02-08 14:09:27.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:27.32 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3265 | -1 | 
2025-02-08 14:09:27.50 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4727 secondes

2025-02-08 14:09:27.79 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:28.00 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3270 | -1 | 
2025-02-08 14:09:28.20 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5234 secondes

2025-02-08 14:09:28.53 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:28.75 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3290 | -1 | 
2025-02-08 14:09:28.93 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5117 secondes

2025-02-08 14:09:29.26 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:29.46 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3307 | -1 | 
2025-02-08 14:09:29.64 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,4961 secondes

2025-02-08 14:09:29.96 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:30.18 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3347 | -1 | 
2025-02-08 14:09:30.39 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5391 secondes

2025-02-08 14:09:30.72 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:30.95 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3409 | -1 | 
2025-02-08 14:09:31.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5234 secondes

2025-02-08 14:09:31.47 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:31.68 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3496 | -1 | 
2025-02-08 14:09:31.86 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5039 secondes

2025-02-08 14:09:32.18 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:32.41 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3501 | -1 | 
2025-02-08 14:09:32.59 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5234 secondes

2025-02-08 14:09:32.91 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-08 14:09:33.13 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3546 | -1 | 
2025-02-08 14:09:33.30 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,5000 secondes

2025-02-08 14:09:33.60 | Guillaume | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
