2025-02-24 22:38:20.35 | vgervais | APP_v6.A.2.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-25 09:28:36.95 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,0391 secondes

2025-02-25 09:31:41.10 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$34 | 
2025-02-25 09:31:41.42 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,3203 secondes

2025-02-25 09:35:12.71 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$55 | 
2025-02-25 09:35:12.90 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:35:17.41 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$34 | 
2025-02-25 09:35:17.66 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2695 secondes

2025-02-25 09:35:38.70 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$55 | 
2025-02-25 09:35:38.88 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:36:02.41 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$68 | 
2025-02-25 09:36:02.57 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1719 secondes

2025-02-25 09:36:06.16 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$70 | 
2025-02-25 09:36:06.36 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2109 secondes

2025-02-25 09:36:45.16 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$84 | 
2025-02-25 09:36:45.37 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2227 secondes

2025-02-25 09:36:58.23 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$103 | 
2025-02-25 09:36:58.41 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1875 secondes

2025-02-25 09:37:01.12 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$107 | 
2025-02-25 09:37:01.35 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2422 secondes

2025-02-25 09:37:13.27 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$121 | 
2025-02-25 09:37:13.45 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:37:13.94 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$119 | 
2025-02-25 09:37:14.14 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2070 secondes

2025-02-25 09:37:48.11 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$125 | 
2025-02-25 09:37:48.37 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2695 secondes

2025-02-25 09:38:06.12 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$155 | 
2025-02-25 09:38:06.29 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 09:38:26.77 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$166 | 
2025-02-25 09:38:27.04 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2695 secondes

2025-02-25 09:41:46.67 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$265 | 
2025-02-25 09:41:46.84 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1836 secondes

2025-02-25 09:44:56.22 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$338 | 
2025-02-25 09:44:56.46 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2383 secondes

2025-02-25 09:45:04.91 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$363 | 
2025-02-25 09:45:05.08 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 09:45:09.02 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$365 | 
2025-02-25 09:45:09.18 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1719 secondes

2025-02-25 09:45:39.74 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$386 | 
2025-02-25 09:45:39.91 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1719 secondes

2025-02-25 09:47:15.36 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$397 | 
2025-02-25 09:47:15.54 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1836 secondes

2025-02-25 09:47:28.79 | User | APP_v6.A.2.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-25 09:47:28.87 | User | APP_v6.A.2.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-25 09:47:28.91 | User | APP_v6.A.2.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-25 09:47:29.00 | User | APP_v6.A.2.xlsb | modAppli:CreateUserActiveFile |  | 0,0977 secondes

2025-02-25 09:47:29.05 | User | APP_v6.A.2.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-25 09:47:29.09 | User | APP_v6.A.2.xlsb | modAppli:SetupUserDateFormat |  | 0,0508 secondes

2025-02-25 09:47:29.13 | User | APP_v6.A.2.xlsb | modAppli:BackupMasterFile |  | 
2025-02-25 09:47:29.54 | User | APP_v6.A.2.xlsb | modAppli:BackupMasterFile |  | 0,4141 secondes

2025-02-25 09:47:29.58 | User | APP_v6.A.2.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-25 09:47:29.68 | User | APP_v6.A.2.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,1172 secondes

2025-02-25 09:47:29.74 | User | APP_v6.A.2.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-25 09:47:29.80 | User | APP_v6.A.2.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0664 secondes

2025-02-25 09:47:29.87 | User | APP_v6.A.2.xlsb | modAppli:CodeEssentielDepart |  | 1,0859 secondes

2025-02-25 09:47:28.66 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$409 | 
2025-02-25 09:47:28.82 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1680 secondes

2025-02-25 09:47:53.75 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$481 | 
2025-02-25 09:47:53.97 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2305 secondes

2025-02-25 09:48:04.65 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$419 | 
2025-02-25 09:48:04.89 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2422 secondes

2025-02-25 09:48:21.34 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$446 | 
2025-02-25 09:48:21.55 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2188 secondes

2025-02-25 09:48:35.55 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$470 | 
2025-02-25 09:48:35.73 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:48:36.86 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$468 | 
2025-02-25 09:48:37.07 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2109 secondes

2025-02-25 09:49:47.84 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$481 | 
2025-02-25 09:49:48.04 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2070 secondes

2025-02-25 09:50:14.96 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$491 | 
2025-02-25 09:50:15.13 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 09:50:22.00 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$498 | 
2025-02-25 09:50:22.16 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1680 secondes

2025-02-25 09:50:25.66 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$502 | 
2025-02-25 09:50:25.83 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1797 secondes

2025-02-25 09:50:38.20 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$509 | 
2025-02-25 09:50:38.41 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2227 secondes

2025-02-25 09:51:42.85 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$522 | 
2025-02-25 09:51:43.02 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 09:51:43.90 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$524 | 
2025-02-25 09:51:44.09 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:51:54.02 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$541 | 
2025-02-25 09:51:54.23 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2070 secondes

2025-02-25 09:53:47.78 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$580 | 
2025-02-25 09:53:47.96 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1875 secondes

2025-02-25 09:53:53.79 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$584 | 
2025-02-25 09:53:54.02 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2461 secondes

2025-02-25 09:54:05.92 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$592 | 
2025-02-25 09:54:06.09 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1797 secondes

2025-02-25 09:54:17.07 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$597 | 
2025-02-25 09:54:17.24 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1797 secondes

2025-02-25 09:55:31.63 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$625 | 
2025-02-25 09:55:31.82 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1992 secondes

2025-02-25 09:55:39.58 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$637 | 
2025-02-25 09:55:39.76 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:55:40.18 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$635 | 
2025-02-25 09:55:40.38 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2031 secondes

2025-02-25 09:56:08.48 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$678 | 
2025-02-25 09:56:08.65 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1836 secondes

2025-02-25 09:56:13.50 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$681 | 
2025-02-25 09:56:13.73 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2422 secondes

2025-02-25 09:56:48.13 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$693 | 
2025-02-25 09:56:48.31 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1914 secondes

2025-02-25 09:56:58.01 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$698 | 
2025-02-25 09:56:58.28 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2812 secondes

2025-02-25 09:58:02.25 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$741 | 
2025-02-25 09:58:02.43 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1875 secondes

2025-02-25 09:58:11.46 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$754 | 
2025-02-25 09:58:11.63 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1719 secondes

2025-02-25 09:58:24.03 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$758 | 
2025-02-25 09:58:24.24 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2188 secondes

2025-02-25 09:59:01.30 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$798 | 
2025-02-25 09:59:01.47 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 09:59:05.54 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$802 | 
2025-02-25 09:59:05.77 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2383 secondes

2025-02-25 09:59:13.05 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$826 | 
2025-02-25 09:59:13.21 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1680 secondes

2025-02-25 09:59:45.33 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$834 | 
2025-02-25 09:59:45.65 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,3203 secondes

2025-02-25 10:00:08.64 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$846 | 
2025-02-25 10:00:08.80 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,1758 secondes

2025-02-25 10:00:14.53 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange | $C$899 | 
2025-02-25 10:00:14.80 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_Analyse:Worksheet_SelectionChange |  | 0,2695 secondes

2025-02-25 10:02:19.24 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu |  | 
2025-02-25 10:02:19.28 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Analyse:Clear_Fees_Summary_And_CheckBox |  | 
2025-02-25 10:02:19.32 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Analyse:Clear_Fees_Summary_And_CheckBox |  | 0,0469 secondes

2025-02-25 10:02:19.39 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu |  | 0,1523 secondes

2025-02-25 10:02:20.44 | GuillaumeCharron | APP_v6.A.2.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-25 10:02:20.49 | GuillaumeCharron | APP_v6.A.2.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0547 secondes

2025-02-25 10:19:12.73 | GuillaumeCharron | APP_v6.A.2.xlsb | modMenu:menuTEC_Click |  | 
2025-02-25 10:19:12.82 | GuillaumeCharron | APP_v6.A.2.xlsb | modMenu:menuTEC_Click |  | 0,1172 secondes

2025-02-25 10:19:13.35 | GuillaumeCharron | APP_v6.A.2.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-25 10:19:13.46 | GuillaumeCharron | APP_v6.A.2.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,1211 secondes

2025-02-25 10:19:13.51 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-25 10:19:13.55 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:Client_List_Import_All |  | 
2025-02-25 10:19:13.88 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:ResizeTable |  | 
2025-02-25 10:19:13.91 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:ResizeTable |  | 0,0508 secondes

2025-02-25 10:19:13.95 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:ApplyFormatting |  | 
2025-02-25 10:19:13.98 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:ApplyFormatting |  | 0,0391 secondes

2025-02-25 10:19:14.06 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:Client_List_Import_All |  | 0,5156 secondes

2025-02-25 10:19:14.09 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:TEC_Import_All |  | 
2025-02-25 10:19:15.45 | GuillaumeCharron | APP_v6.A.2.xlsb | modImport:TEC_Import_All |  | 1,4023 secondes

2025-02-25 10:19:15.53 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:UserForm_Activate |  | 2,0508 secondes

2025-02-25 10:19:16.74 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-25 10:19:16.76 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-25 10:19:17.11 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-25 10:19:17.13 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date | 25/02/25, 600, 15 | 
2025-02-25 10:19:17.15 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date |  | 0,0195 secondes

2025-02-25 10:19:17.16 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-25 10:19:17.20 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-25 10:19:17.21 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/25/02/25 | 
2025-02-25 10:19:17.33 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1211 secondes

2025-02-25 10:19:17.36 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 
2025-02-25 10:19:17.39 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 10:19:17.41 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 10:19:17.44 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 10:19:17.58 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-25 10:19:17.61 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 10:19:17.71 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-25 10:19:17.73 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3164 secondes

2025-02-25 10:19:17.75 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 10:19:17.93 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1836 secondes

2025-02-25 10:19:17.95 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 10:19:18.00 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-25 10:19:18.02 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6289 secondes

2025-02-25 10:19:18.09 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 0,7344 secondes

2025-02-25 10:19:18.11 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9102 secondes

2025-02-25 10:19:20.32 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9307-2411 Québec Inc. [Capitaine Vap] Capt'n Vape | 
2025-02-25 10:19:20.34 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-25 10:19:20.53 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9307-2411 Québec Inc. [Capitaine Vap] | 
2025-02-25 10:19:20.55 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-25 10:19:44.41 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | préparation à la rencontre et Teams avec fiscalistes des acheteurs | 
2025-02-25 10:19:44.44 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0273 secondes

2025-02-25 10:19:45.40 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.75 | 
2025-02-25 10:19:45.43 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0273 secondes

2025-02-25 10:19:45.45 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-25 10:19:45.47 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-25 10:19:46.57 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-25 10:19:46.59 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-25 10:19:46.61 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9307-2411 Québec Inc. [Capitaine Vap] | 
2025-02-25 10:19:46.63 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-25 10:19:46.65 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-25 10:19:47.46 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8125 secondes

2025-02-25 10:19:47.50 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-25 10:19:47.58 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0898 secondes

2025-02-25 10:19:47.61 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-25 | 
2025-02-25 10:19:47.72 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1211 secondes

2025-02-25 10:19:47.75 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-25 | 
