2025-01-07 16:29:30.23 | User | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-07 16:33:38.51 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,4297 secondes'

2025-01-07 16:33:38.57 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,9297 secondes'

2025-01-07 16:33:38.61 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '3,0312 secondes'

2025-01-07 16:33:56.30 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[A]
2025-01-07 16:33:56.38 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - A
2025-01-07 16:33:56.44 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1279 = '0,0664 secondes'

2025-01-07 16:33:56.49 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1914 secondes'

2025-01-07 16:33:56.55 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2025-01-07 16:33:56.65 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:33:56.71 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0703 secondes'

2025-01-07 16:33:56.77 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick = '0,2188 secondes'

2025-01-07 16:33:56.82 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:33:56.89 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:33:56.95 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0586 secondes'

2025-01-07 16:33:56.00 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1914 secondes'

2025-01-07 16:34:21.63 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Aide aux clients pour les autorisations (Érik Masse, changement d'adresse courriel)
]
2025-01-07 16:34:21.71 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0859 secondes'

2025-01-07 16:34:23.09 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.5]
2025-01-07 16:34:23.17 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0859 secondes'

2025-01-07 16:34:23.22 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-07 16:34:23.28 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0625 secondes'

2025-01-07 16:34:25.78 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:34:25.85 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0781 secondes'

2025-01-07 16:34:26.82 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:34:26.87 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:34:26.93 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:34:27.84 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,9258 secondes'

2025-01-07 16:34:27.90 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:34:28.00 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1133 secondes'

2025-01-07 16:34:28.05 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:34:28.20 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1523 secondes'

2025-01-07 16:34:28.25 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:34:28.31 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:34:28.37 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:34:28.42 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:34:28.58 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1680 secondes'

2025-01-07 16:34:28.64 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:34:28.88 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2500 secondes'

2025-01-07 16:34:28.96 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,6055 secondes'

2025-01-07 16:34:29.02 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:34:29.26 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2500 secondes'

2025-01-07 16:34:29.31 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:34:29.40 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1016 secondes'

2025-01-07 16:34:29.45 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,1484 secondes'

2025-01-07 16:34:29.68 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,4609 secondes'

2025-01-07 16:34:29.75 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,8906 secondes'

2025-01-07 16:34:29.80 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '2,9961 secondes'

2025-01-07 16:34:48.80 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Mobilier de bureau Mobilium Inc. [Robert Guindon]]
2025-01-07 16:34:48.88 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - Mobilier de bureau Mobilium Inc. [Robert Guindon]
2025-01-07 16:34:48.94 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1491 = '0,0742 secondes'

2025-01-07 16:34:49.02 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2266 secondes'

2025-01-07 16:34:52.88 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Obtention du numéro de fiducie au fédéral
]
2025-01-07 16:34:52.97 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,1016 secondes'

2025-01-07 16:34:54.70 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.75]
2025-01-07 16:34:54.78 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0859 secondes'

2025-01-07 16:34:54.84 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2025-01-07 16:34:54.89 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0625 secondes'

2025-01-07 16:34:58.29 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:34:58.35 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:34:58.40 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:34:59.22 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,8281 secondes'

2025-01-07 16:34:59.29 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:34:59.41 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1328 secondes'

2025-01-07 16:34:59.46 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:34:59.61 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1484 secondes'

2025-01-07 16:34:59.66 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:34:59.73 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:34:59.78 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:34:59.82 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:34:59.98 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1641 secondes'

2025-01-07 16:35:00.04 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:35:00.21 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1797 secondes'

2025-01-07 16:35:00.26 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,4883 secondes'

2025-01-07 16:35:00.31 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:35:00.54 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2383 secondes'

2025-01-07 16:35:00.60 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:35:00.71 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1211 secondes'

2025-01-07 16:35:00.79 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0742 secondes'

2025-01-07 16:35:01.12 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,4648 secondes'

2025-01-07 16:35:01.17 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,8320 secondes'

2025-01-07 16:35:01.23 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '2,9414 secondes'

2025-01-07 16:35:18.25 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[A]
2025-01-07 16:35:18.33 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - A
2025-01-07 16:35:18.39 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1279 = '0,0742 secondes'

2025-01-07 16:35:18.45 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2031 secondes'

2025-01-07 16:35:20.92 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2025-01-07 16:35:21.02 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:35:21.07 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0586 secondes'

2025-01-07 16:35:21.12 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick = '0,2031 secondes'

2025-01-07 16:35:21.19 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:35:21.24 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:35:21.30 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0664 secondes'

2025-01-07 16:35:21.36 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1758 secondes'

2025-01-07 16:35:30.61 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Production du formulaire pour l'autorisation fédéral par papier et courriel d'information pour Marc Lalonde
]
2025-01-07 16:35:30.68 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0781 secondes'

2025-01-07 16:35:32.12 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1]
2025-01-07 16:35:32.20 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0859 secondes'

2025-01-07 16:35:32.26 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,00]
2025-01-07 16:35:32.31 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0547 secondes'

2025-01-07 16:35:35.00 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:35:35.05 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0586 secondes'

2025-01-07 16:35:37.42 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:35:37.48 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:35:37.53 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:35:38.42 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,8984 secondes'

2025-01-07 16:35:38.48 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:35:38.61 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1367 secondes'

2025-01-07 16:35:38.66 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:35:38.81 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1641 secondes'

2025-01-07 16:35:38.86 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:35:38.92 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:35:38.98 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:35:39.02 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:35:39.17 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1562 secondes'

2025-01-07 16:35:39.23 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:35:39.42 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1992 secondes'

2025-01-07 16:35:39.47 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5000 secondes'

2025-01-07 16:35:39.52 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:35:39.75 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2344 secondes'

2025-01-07 16:35:39.80 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:35:39.90 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1133 secondes'

2025-01-07 16:35:39.95 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0391 secondes'

2025-01-07 16:35:40.23 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,3828 secondes'

2025-01-07 16:35:40.29 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,8125 secondes'

2025-01-07 16:35:40.33 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '2,9180 secondes'

2025-01-07 16:35:56.09 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Vignoble Kobloth et fils Inc. [Roxane Gauthier]]
2025-01-07 16:35:56.16 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - Vignoble Kobloth et fils Inc. [Roxane Gauthier]
2025-01-07 16:35:56.21 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1112 = '0,0625 secondes'

2025-01-07 16:35:56.31 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2305 secondes'

2025-01-07 16:36:00.77 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Suivis des chèques pour la fiducie familiale Kobloth 2024
]
2025-01-07 16:36:00.83 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0664 secondes'

2025-01-07 16:36:02.24 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.5]
2025-01-07 16:36:02.31 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0859 secondes'

2025-01-07 16:36:02.38 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-07 16:36:02.43 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0547 secondes'

2025-01-07 16:36:06.42 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:36:06.48 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:36:06.54 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:36:07.39 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,8594 secondes'

2025-01-07 16:36:07.46 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:36:07.59 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1328 secondes'

2025-01-07 16:36:07.64 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:36:07.82 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1875 secondes'

2025-01-07 16:36:07.87 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:36:07.96 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:36:08.01 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:36:08.06 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:36:08.20 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1523 secondes'

2025-01-07 16:36:08.26 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:36:08.45 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2031 secondes'

2025-01-07 16:36:08.51 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5000 secondes'

2025-01-07 16:36:08.55 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:36:08.79 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2422 secondes'

2025-01-07 16:36:08.84 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:36:08.95 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1211 secondes'

2025-01-07 16:36:09.00 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0469 secondes'

2025-01-07 16:36:09.23 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,3633 secondes'

2025-01-07 16:36:09.28 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,8047 secondes'

2025-01-07 16:36:09.32 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '2,9180 secondes'

2025-01-07 16:36:26.87 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[A]
2025-01-07 16:36:26.94 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - A
2025-01-07 16:36:27.01 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1279 = '0,0781 secondes'

2025-01-07 16:36:27.06 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2031 secondes'

2025-01-07 16:36:28.80 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Travail sur les outils modeles]
2025-01-07 16:36:28.88 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Travail sur les outils modeles
2025-01-07 16:36:28.95 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 4 = '0,0820 secondes'

2025-01-07 16:36:29.00 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2070 secondes'

2025-01-07 16:36:38.78 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Montage du suivi des travaux comptables
]
2025-01-07 16:36:38.87 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0977 secondes'

2025-01-07 16:36:40.21 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1]
2025-01-07 16:36:40.29 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0820 secondes'

2025-01-07 16:36:40.35 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,00]
2025-01-07 16:36:40.41 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0625 secondes'

2025-01-07 16:36:43.30 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:36:43.36 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0664 secondes'

2025-01-07 16:36:44.20 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:36:44.25 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:36:44.30 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:36:45.24 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,9453 secondes'

2025-01-07 16:36:45.31 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:36:45.48 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1758 secondes'

2025-01-07 16:36:45.52 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:36:45.68 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1641 secondes'

2025-01-07 16:36:45.73 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:36:45.81 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:36:45.86 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:36:45.91 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:36:46.06 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1562 secondes'

2025-01-07 16:36:46.11 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:36:46.30 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1914 secondes'

2025-01-07 16:36:46.36 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5000 secondes'

2025-01-07 16:36:46.41 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:36:46.63 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2305 secondes'

2025-01-07 16:36:46.68 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:36:46.79 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1133 secondes'

2025-01-07 16:36:46.84 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0352 secondes'

2025-01-07 16:36:47.11 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,3828 secondes'

2025-01-07 16:36:47.16 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,9141 secondes'

2025-01-07 16:36:47.21 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '3,0195 secondes'

2025-01-07 16:37:09.79 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)]]
2025-01-07 16:37:09.86 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)]
2025-01-07 16:37:09.91 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 221 = '0,0586 secondes'

2025-01-07 16:37:09.96 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1875 secondes'

2025-01-07 16:37:13.04 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Montage des documents requis pour produire les travaux du 31/12/2024 (Gestion)
]
2025-01-07 16:37:13.12 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0820 secondes'

2025-01-07 16:37:16.16 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.5]
2025-01-07 16:37:16.22 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0664 secondes'

2025-01-07 16:37:16.28 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,50]
2025-01-07 16:37:16.34 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0625 secondes'

2025-01-07 16:37:37.32 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:37:37.39 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
