2025-01-23 08:51:51.23 | vgervais | APP_v5.M.3.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-23 15:06:18.76 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,0977 secondes'

2025-01-23 15:06:18.82 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_EJ)
2025-01-23 15:06:18.89 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0820 secondes'

2025-01-23 15:06:18.94 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:06:19.01 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,0781 secondes'

2025-01-23 15:06:19.11 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(23-01-2025, 999, 15)
2025-01-23 15:06:19.15 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0508 secondes'

2025-01-23 15:06:19.21 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate *** = '2,0820 secondes'

2025-01-23 15:06:30.24 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:06:30.31 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0781 secondes'

2025-01-23 15:06:31.82 | User | APP_v5.M.3.xlsb | modMenu:menuFacturation_Click
2025-01-23 15:06:31.91 | User | APP_v5.M.3.xlsb | modMenu:menuFacturation_Click *** = '0,0938 secondes'

2025-01-23 15:06:33.56 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:06:33.66 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,1016 secondes'

2025-01-23 15:06:35.43 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:06:35.50 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,0781 secondes'

2025-01-23 15:06:36.66 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate
2025-01-23 15:06:36.71 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:06:37.37 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,6680 secondes'

2025-01-23 15:06:37.47 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:06:37.52 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:06:37.58 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build(GL_BV 2025-01-23)
2025-01-23 15:06:37.63 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF( - De 2024-07-31 à 2025-01-23)
2025-01-23 15:06:37.75 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,1211 secondes'

2025-01-23 15:06:37.98 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:06:38.05 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0898 secondes'

2025-01-23 15:06:38.11 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:06:38.18 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0703 secondes'

2025-01-23 15:06:38.64 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build *** = '1,0664 secondes'

2025-01-23 15:06:38.70 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate *** = '2,0430 secondes'

2025-01-23 15:06:49.34 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2025-01-23 15:06:49.45 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape *** = '0,1211 secondes'

2025-01-23 15:06:49.50 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account(5000 De 2024-07-31 à 2025-01-23)
2025-01-23 15:06:51.07 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour
2025-01-23 15:06:51.20 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour *** = '0,1406 secondes'

2025-01-23 15:06:51.27 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account *** = '1,7734 secondes'

2025-01-23 15:07:48.70 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2025-01-23 15:07:48.84 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape *** = '0,1484 secondes'

2025-01-23 15:07:48.89 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account(5140 De 2024-07-31 à 2025-01-23)
2025-01-23 15:07:49.97 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour
2025-01-23 15:07:50.02 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour *** = '0,0586 secondes'

2025-01-23 15:07:50.09 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account *** = '1,2070 secondes'

2025-01-23 15:08:37.93 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:08:37.00 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0781 secondes'

2025-01-23 15:08:44.67 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:08:44.76 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,1016 secondes'

2025-01-23 15:08:47.25 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate
2025-01-23 15:08:47.30 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:08:47.95 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,6562 secondes'

2025-01-23 15:08:48.00 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All
2025-01-23 15:08:48.29 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary
2025-01-23 15:08:48.37 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary *** = '0,0781 secondes'

2025-01-23 15:08:48.47 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All *** = '0,4766 secondes'

2025-01-23 15:08:48.53 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:08:48.60 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,0781 secondes'

2025-01-23 15:08:48.65 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_EJ)
2025-01-23 15:08:48.75 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,1016 secondes'

2025-01-23 15:08:48.80 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:08:48.88 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,0859 secondes'

2025-01-23 15:08:48.93 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(23-01-2025, 999, 15)
2025-01-23 15:08:48.98 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:08:49.06 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate *** = '1,8164 secondes'

2025-01-23 15:09:09.61 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:09:09.68 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0820 secondes'

2025-01-23 15:09:13.91 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:09:14.03 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,1445 secondes'

2025-01-23 15:09:16.23 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate
2025-01-23 15:09:16.28 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:09:16.96 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,6875 secondes'

2025-01-23 15:09:17.09 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_Rapport)
2025-01-23 15:09:17.14 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0664 secondes'

2025-01-23 15:09:17.19 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells
2025-01-23 15:09:17.30 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:17.34 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:09:17.41 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:17.46 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:09:17.50 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells *** = '0,3203 secondes'

2025-01-23 15:09:17.55 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate *** = '1,3320 secondes'

2025-01-23 15:09:29.12 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Report_For_Selected_Accounts
2025-01-23 15:09:29.19 | User | APP_v5.M.3.xlsb | modAppli_Utils:CreateOrReplaceWorksheet
2025-01-23 15:09:29.30 | User | APP_v5.M.3.xlsb | modAppli_Utils:CreateOrReplaceWorksheet *** = '0,1250 secondes'

2025-01-23 15:09:29.42 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF(5000 - De 2024-07-31 à 2025-01-22)
2025-01-23 15:09:29.50 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,0898 secondes'

2025-01-23 15:09:29.55 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF(5000 - De 2025-01-23 à 2025-01-23)
2025-01-23 15:09:29.64 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,0859 secondes'

2025-01-23 15:09:32.14 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Report_For_Selected_Accounts *** = '3,0273 secondes'

2025-01-23 15:09:39.52 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate
2025-01-23 15:09:39.58 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:09:40.19 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,6172 secondes'

2025-01-23 15:09:40.30 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_Rapport)
2025-01-23 15:09:40.36 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0625 secondes'

2025-01-23 15:09:40.41 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells
2025-01-23 15:09:40.50 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:40.55 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:09:40.61 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:40.66 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0625 secondes'

2025-01-23 15:09:40.77 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells *** = '0,3672 secondes'

2025-01-23 15:09:40.81 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate *** = '1,3047 secondes'

2025-01-23 15:09:45.11 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate
2025-01-23 15:09:45.17 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:09:45.73 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,5625 secondes'

2025-01-23 15:09:45.80 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_Rapport)
2025-01-23 15:09:45.89 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0898 secondes'

2025-01-23 15:09:45.95 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells
2025-01-23 15:09:46.06 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:46.11 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0859 secondes'

2025-01-23 15:09:46.21 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:46.28 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0781 secondes'

2025-01-23 15:09:46.34 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Clear_All_Cells *** = '0,3906 secondes'

2025-01-23 15:09:46.39 | User | APP_v5.M.3.xlsb | wshGL_Rapport:Worksheet_Activate *** = '1,2773 secondes'

2025-01-23 15:09:49.13 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Back_To_Menu
2025-01-23 15:09:49.19 | User | APP_v5.M.3.xlsb | modGL_Rapport:GL_Rapport_Back_To_Menu *** = '0,0664 secondes'

2025-01-23 15:09:52.33 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate
2025-01-23 15:09:52.39 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:09:52.98 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,5977 secondes'

2025-01-23 15:09:53.08 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:09:53.13 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0586 secondes'

2025-01-23 15:09:53.18 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build(GL_BV 2025-01-23)
2025-01-23 15:09:53.25 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF( - De 2024-07-31 à 2025-01-23)
2025-01-23 15:09:53.36 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,1250 secondes'

2025-01-23 15:09:53.57 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:09:53.64 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0781 secondes'

2025-01-23 15:09:53.70 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:09:53.75 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0625 secondes'

2025-01-23 15:09:54.38 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build *** = '1,1992 secondes'

2025-01-23 15:09:54.43 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate *** = '2,1055 secondes'

2025-01-23 15:09:59.39 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2025-01-23 15:09:59.50 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape *** = '0,1172 secondes'

2025-01-23 15:09:59.55 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account(5000 De 2024-07-31 à 2025-01-23)
2025-01-23 15:10:01.02 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour
2025-01-23 15:10:01.07 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour *** = '0,0586 secondes'

2025-01-23 15:10:01.14 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account *** = '1,5938 secondes'

2025-01-23 15:10:58.28 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:10:58.36 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0820 secondes'

2025-01-23 15:10:59.36 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:10:59.46 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,1016 secondes'

2025-01-23 15:11:00.31 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate
2025-01-23 15:11:00.36 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:11:01.02 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,6680 secondes'

2025-01-23 15:11:01.12 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:11:01.17 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0586 secondes'

2025-01-23 15:11:01.24 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build(GL_BV 2025-01-23)
2025-01-23 15:11:01.30 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF( - De 2024-07-31 à 2025-01-23)
2025-01-23 15:11:01.42 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,1289 secondes'

2025-01-23 15:11:01.64 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:11:01.70 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0664 secondes'

2025-01-23 15:11:01.77 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:11:01.84 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0820 secondes'

2025-01-23 15:11:02.38 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build *** = '1,1445 secondes'

2025-01-23 15:11:02.43 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate *** = '2,1211 secondes'

2025-01-23 15:39:01.28 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:39:01.36 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0781 secondes'

2025-01-23 15:39:04.61 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:39:04.69 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,0820 secondes'

2025-01-23 15:39:09.88 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate
2025-01-23 15:39:09.93 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:39:10.95 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '1,0352 secondes'

2025-01-23 15:39:11.00 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All
2025-01-23 15:39:11.37 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary
2025-01-23 15:39:12.00 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary *** = '0,6406 secondes'

2025-01-23 15:39:12.11 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All *** = '1,1133 secondes'

2025-01-23 15:39:12.27 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:39:12.48 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,2188 secondes'

2025-01-23 15:39:12.52 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_EJ)
2025-01-23 15:39:12.61 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0898 secondes'

2025-01-23 15:39:12.66 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:39:12.88 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,2305 secondes'

2025-01-23 15:39:13.02 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(23-01-2025, 999, 15)
2025-01-23 15:39:13.07 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0547 secondes'

2025-01-23 15:39:13.18 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate *** = '3,3008 secondes'

2025-01-23 15:39:30.15 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate
2025-01-23 15:39:30.21 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:39:31.19 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,9805 secondes'

2025-01-23 15:39:31.23 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All
2025-01-23 15:39:31.65 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary
2025-01-23 15:39:32.21 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary *** = '0,5625 secondes'

2025-01-23 15:39:32.32 | User | APP_v5.M.3.xlsb | modImport:GL_EJ_Recurrente_Import_All *** = '1,0938 secondes'

2025-01-23 15:39:32.46 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:39:32.70 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,2422 secondes'

2025-01-23 15:39:32.75 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder(wshGL_EJ)
2025-01-23 15:39:32.81 | User | APP_v5.M.3.xlsb | modDev_Utils:SetTabOrder *** = '0,0703 secondes'

2025-01-23 15:39:32.86 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-01-23 15:39:33.13 | User | APP_v5.M.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,2812 secondes'

2025-01-23 15:39:33.29 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(23-01-2025, 999, 15)
2025-01-23 15:39:33.35 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0664 secondes'

2025-01-23 15:39:33.44 | User | APP_v5.M.3.xlsb | wshGL_EJ:Worksheet_Activate *** = '3,3008 secondes'

2025-01-23 15:39:51.76 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate
2025-01-23 15:39:51.85 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:39:52.87 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '1,0312 secondes'

2025-01-23 15:39:53.07 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:39:53.13 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0625 secondes'

2025-01-23 15:39:53.25 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build(GL_BV 2025-01-23)
2025-01-23 15:39:53.48 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF( - De 2024-07-31 à 2025-01-23)
2025-01-23 15:39:54.07 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,5977 secondes'

2025-01-23 15:39:58.33 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:39:58.43 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,1055 secondes'

2025-01-23 15:39:58.48 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:39:58.57 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0977 secondes'

2025-01-23 15:39:59.20 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build *** = '5,9648 secondes'

2025-01-23 15:39:59.30 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate *** = '7,5469 secondes'

2025-01-23 15:40:12.04 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-23 15:40:12.12 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0859 secondes'

2025-01-23 15:40:21.52 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click
2025-01-23 15:40:21.60 | User | APP_v5.M.3.xlsb | modMenu:menuComptabilite_Click *** = '0,1016 secondes'

2025-01-23 15:40:22.95 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate
2025-01-23 15:40:23.02 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All
2025-01-23 15:40:23.98 | User | APP_v5.M.3.xlsb | modImport:GL_Trans_Import_All *** = '0,9766 secondes'

2025-01-23 15:40:24.19 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2025-01-23 15:40:24.23 | User | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0508 secondes'

2025-01-23 15:40:24.36 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build(GL_BV 2025-01-23)
2025-01-23 15:40:24.60 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF( - De 2024-07-31 à 2025-01-23)
2025-01-23 15:40:25.12 | User | APP_v5.M.3.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF *** = '0,5273 secondes'

2025-01-23 15:40:29.80 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:40:29.89 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,1016 secondes'

2025-01-23 15:40:29.94 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2025-01-23 15:40:30.03 | User | APP_v5.M.3.xlsb | modGL_BV:GL_BV_Display_TB_Totals *** = '0,0938 secondes'

2025-01-23 15:40:30.78 | User | APP_v5.M.3.xlsb | modGL_BV:GL_Trial_Balance_Build *** = '6,4219 secondes'

2025-01-23 15:40:31.11 | User | APP_v5.M.3.xlsb | wshGL_BV:Worksheet_Activate *** = '8,1562 secondes'

2025-01-23 15:42:13.61 | User | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
