2024-10-02 10:54:12 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 15:25:56 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:25:57 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:25:57 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:25:57 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 15:26:12 | User | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 15:27:18 | User | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-09-30' | type = String
2024-10-02 15:27:18 | User | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-09-30' | type = Date
2024-10-02 15:27:18 | User | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-09-30' | type = Date
2024-10-02 15:27:18 | User | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-02' | Vrai
2024-10-02 15:27:18 | User | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-09-30' | type = String
2024-10-02 15:27:18 | User | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-09-30' | type = String
2024-10-02 15:27:19 | User | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-09-30' | type = Date
2024-10-02 15:27:19 | User | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-09-30' | type = Date
2024-10-02 15:27:19 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-09-30' | type = Date
2024-10-02 15:27:19 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-09-30' | type = Date
2024-10-02 15:27:27 | User | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:27:27 | User | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-01' | type = Date
2024-10-02 15:27:27 | User | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-01' | type = Date
2024-10-02 15:27:27 | User | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-02' | Vrai
2024-10-02 15:27:28 | User | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:27:28 | User | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-01' | type = String
2024-10-02 15:27:28 | User | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-01' | type = Date
2024-10-02 15:27:28 | User | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:27:28 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:27:28 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:27:59 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:27:59 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:27:59 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:27:59 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-02 15:28:00 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-02 15:28:00 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:28:00 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:28:25 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:28:25 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:28:25 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:28:26 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-02 15:28:26 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-02 15:28:27 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:28:27 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:29:06 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:29:06 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:29:06 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:29:06 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:07 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:07 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:29:07 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:29:33 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:29:33 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:29:33 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-02 15:29:33 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:34 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:34 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:29:34 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:29:40 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:40 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-02 15:29:41 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:29:41 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:30:06 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-01-2024' | type = String
2024-10-02 15:30:06 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:30:06 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-02 15:30:07 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-01-10' | type = Date
2024-10-02 15:30:08 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-01-10' | type = Date
2024-10-02 15:30:08 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:30:08 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:30:50 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-02 15:30:50 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 1, d = 10 | type = String
2024-10-02 15:30:50 | User | @0039 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-02 15:30:50 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-02 15:30:50 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-01-10' | type = Date
2024-10-02 15:30:51 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-01-10' | type = Date
2024-10-02 15:30:51 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 15:30:51 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 15:36:22 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:36:23 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:36:23 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:36:23 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 15:49:26 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/10/2024' | type = String
2024-10-02 15:49:26 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 15:49:26 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:49:27 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:49:28 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:49:29 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:49:29 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 15:56:50 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:56:51 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 15:56:51 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:56:51 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:56:52 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:56:53 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:56:53 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 16:20:14 | User | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 16:23:10 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 16:23:38 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 16:23:38 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/oct/2024' | type = Date
2024-10-02 16:23:38 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/oct/2024' | type = Date
2024-10-02 16:23:38 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '02/oct/2024' | Vrai
2024-10-02 16:23:38 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 16:23:38 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '02/oct/2024' | type = String
2024-10-02 16:23:38 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '02/oct/2024' | type = Date
2024-10-02 16:23:38 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 16:23:39 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 16:23:39 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 16:23:41 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 16:23:41 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 16:23:41 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 16:23:42 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 16:23:43 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 16:23:43 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 16:23:43 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 16:28:32 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 16:28:33 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 16:50:23 | User | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 16:50:25 | User | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:50:25 | User | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-02' | type = Date
2024-10-02 16:50:25 | User | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-02' | type = Date
2024-10-02 16:50:25 | User | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-02' | Vrai
2024-10-02 16:50:25 | User | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:50:25 | User | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-02' | type = String
2024-10-02 16:50:25 | User | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-02' | type = Date
2024-10-02 16:50:25 | User | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 16:50:25 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 16:50:26 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 16:50:42 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:50:42 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 16:50:42 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:50:42 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 16:50:43 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 16:50:43 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 16:50:43 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 16:51:02 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:51:02 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 16:51:02 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:51:02 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 16:51:03 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 16:51:03 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 16:51:03 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 16:51:20 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:51:20 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 16:51:20 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 16:51:20 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 16:51:21 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 16:51:21 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 16:51:21 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 17:06:11 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-02-2024' | type = String
2024-10-02 17:06:11 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 17:06:11 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 17:06:11 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 17:06:12 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 17:06:12 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 17:06:12 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 17:18:53 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/10/2024' | type = String
2024-10-02 17:18:53 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 17:18:53 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 17:18:54 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 17:18:55 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 17:18:55 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 17:18:55 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 17:25:14 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 17:25:14 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 17:25:14 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 17:25:14 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 17:25:14 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 17:25:14 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 17:25:14 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 17:29:27 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 17:29:27 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 17:29:27 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 17:29:27 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 17:29:27 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 17:29:28 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 17:29:28 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 17:34:12 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 17:34:12 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 17:34:12 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 17:34:13 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 17:34:14 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 17:34:14 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 17:34:14 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 18:14:44 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:14:44 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 18:14:44 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:14:44 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 18:14:45 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 18:14:45 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
