
2024-10-07 06:58:20.600 | User | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Initialize @00091 | 31

2024-10-07 10:25:09.580 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:25:09.590 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Vrai  delete = Faux  clear = Vrai | 31

2024-10-07 10:25:13.250 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 10:25:13.320 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:25:13.340 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Vrai  delete = Faux  clear = Vrai | 31

2024-10-07 10:25:14.340 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdUpdate_Click @00489 | 31

2024-10-07 10:25:14.380 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Modifie_Ligne @00086 | 31

2024-10-07 10:25:14.410 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 10:25:14.550 | GuillaumeCharron | UPDATE    | 1541 | GC | 07/10/24 | 1768 | Les Éditions Reynald Goulet Inc. [Reynald Goulet] | début d'analyse du dossier et tel avec vlad sur jvm + modif du memo et courriels | 2,75 | VRAI |  | 2024-10-07 10:25:14 | 31

2024-10-07 10:25:14.730 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 10:25:14.760 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 10:25:14.930 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 10:25:14.970 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 10:25:14.990 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 10:25:15.100 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 10:25:15.180 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:25:15.190 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 10:25:15.210 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 10:36:42.720 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 10:36:42.760 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:36:42.770 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 10:36:51.480 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 10:36:51.520 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:36:51.530 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 10:36:53.010 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 10:36:53.070 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:36:53.090 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 10:36:53.960 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 10:36:53.000 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 10:36:54.050 | GuillaumeCharron | info      | @00031 - avant = 07/10/2024   type = String   après assignation | 31
2024-10-07 10:36:54.070 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 10:36:54.080 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31
2024-10-07 10:36:54.100 | GuillaumeCharron | adjust    | @00051 - La date a été changée pour corriger la date - 07/10/2024 ---> 2024-10-07 | 31

2024-10-07 10:36:54.110 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 10:36:54.300 | GuillaumeCharron | ADD++++++ | 1543 | GC | 07/10/24 | 1669 | Ventilabec Inc. [Lora Stoycheva] | analyse des évaluations et jvm des immeubles | 0,75 | VRAI |  | 2024-10-07 10:36:54 | 31

2024-10-07 10:36:54.480 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 10:36:54.510 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 10:36:54.640 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 10:36:54.700 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 10:36:54.720 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 10:36:54.850 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 10:36:54.930 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:36:54.950 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 10:36:54.970 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 10:36:55.010 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 10:36:55.040 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 10:36:55.270 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 10:36:55.470 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 10:36:55.480 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:25:27.840 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 11:25:27.870 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:25:27.890 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:25:34.730 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 11:25:34.770 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:25:34.790 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:25:38.020 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 11:25:38.090 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:25:38.100 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 11:25:40.050 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 11:25:40.080 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 11:25:40.140 | GuillaumeCharron | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 11:25:40.160 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 11:25:40.170 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 11:25:40.190 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 11:25:40.380 | GuillaumeCharron | ADD++++++ | 1544 | GC | 07/10/24 | 1803 | Construction Nelson Inc. [Nelson Massicotte] | analyse des documents reçus | 0,50 | VRAI |  | 2024-10-07 11:25:40 | 31

2024-10-07 11:25:40.570 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 11:25:40.600 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 11:25:40.730 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:25:40.770 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 11:25:40.790 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 11:25:40.930 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:25:41.010 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:25:41.020 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:25:41.050 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:25:41.090 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 11:25:41.120 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 11:25:41.350 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 11:25:41.550 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:25:41.570 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:27:03.160 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:cmbProfessionnel_AfterUpdate @00136 | 31
2024-10-07 11:27:03.260 | vgervais | event     | @00145 - wshAdmin.Range('TEC_Date').value = 2024-10-07   y = 2024   m = 10   d = 7   type = Range | 31
2024-10-07 11:27:03.290 | vgervais | event     | @00151 - ufSaisieHeures.txtDate.value = 07/10/2024   y = 2024   m = 7   d = 10   type = String | 31

2024-10-07 11:27:03.310 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:27:03.370 | vgervais | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 11:27:03.400 | vgervais | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 11:27:03.500 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:27:03.590 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:27:03.620 | vgervais | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:27:03.650 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:27:10.560 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_Enter @00172 | 31
2024-10-07 11:27:10.590 | vgervais | info      | @00178 - .txtDate.value = 07/10/2024   y = 2024   m = 7   d = 10 | 31

2024-10-07 11:27:12.320 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-07 11:27:12.370 | vgervais | info      | @00193 - .txtDate.value = 06/10/2024   y = 2024   m = 6   d = 10   type = String | 31
2024-10-07 11:27:12.430 | vgervais | info      | @00199 - fullDate = 2024-06-10   y = 2024   m = 6   d = 10   type = Date | 31
2024-10-07 11:27:12.460 | vgervais | info      | @00223 - fullDate = 2024-06-10   y = 2024   m = 6   d = 10   type = Date | 31
2024-10-07 11:27:12.480 | vgervais | info      | @00228 - DateSerial = 2024-10-07   y = 2024   m = 10   d = 7   type = Date | 31

2024-10-07 11:27:12.540 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-07 11:27:12.590 | vgervais | event     | @00269 - .txtDate.value =  = 10/06/2024   y = 2024   m = 10   d = 6   type = String | 31
2024-10-07 11:27:12.630 | vgervais | info      | @00277 - dateStr =  = 10/06/2024   y = 2024   m = 10   d = 6   type = String   après assignation | 31
2024-10-07 11:27:12.660 | vgervais | info      | @00284 - dateFormated =  = 2024-10-06   y = 2024   m = 10   d = 6   type = Date   après assignation | 31
2024-10-07 11:27:12.690 | vgervais | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 2024-10-06   y = 2024   m = 10   d = 6   type = Date   après assignation | 31

2024-10-07 11:27:12.720 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:27:12.780 | vgervais | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-06   type = Date | 31
2024-10-07 11:27:12.810 | vgervais | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-06   type = Date après assignation | 31

2024-10-07 11:27:12.900 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:27:12.990 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:27:13.020 | vgervais | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:27:13.110 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:27:25.650 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_Enter @00172 | 31
2024-10-07 11:27:25.690 | vgervais | info      | @00178 - .txtDate.value = 10/06/2024   y = 2024   m = 10   d = 6 | 31

2024-10-07 11:27:32.610 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-07 11:27:32.700 | vgervais | info      | @00193 - .txtDate.value = 10/05/2024   y = 2024   m = 10   d = 5   type = String | 31
2024-10-07 11:27:32.760 | vgervais | info      | @00199 - fullDate = 2024-10-05   y = 2024   m = 10   d = 5   type = Date | 31
2024-10-07 11:27:32.790 | vgervais | info      | @00223 - fullDate = 2024-10-05   y = 2024   m = 10   d = 5   type = Date | 31
2024-10-07 11:27:32.820 | vgervais | info      | @00228 - DateSerial = 2024-10-07   y = 2024   m = 10   d = 7   type = Date | 31

2024-10-07 11:27:32.880 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-07 11:27:32.930 | vgervais | event     | @00269 - .txtDate.value =  = 05/10/2024   y = 2024   m = 5   d = 10   type = String | 31
2024-10-07 11:27:32.960 | vgervais | info      | @00277 - dateStr =  = 05/10/2024   y = 2024   m = 5   d = 10   type = String   après assignation | 31
2024-10-07 11:27:32.000 | vgervais | info      | @00284 - dateFormated =  = 2024-05-10   y = 2024   m = 5   d = 10   type = Date   après assignation | 31
2024-10-07 11:27:33.030 | vgervais | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 2024-05-10   y = 2024   m = 5   d = 10   type = Date   après assignation | 31

2024-10-07 11:27:33.060 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:27:33.120 | vgervais | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-05-10   type = Date | 31
2024-10-07 11:27:33.150 | vgervais | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-05-10   type = Date après assignation | 31

2024-10-07 11:27:33.230 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:27:33.330 | vgervais | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:27:33.360 | vgervais | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:27:33.450 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:27:41.270 | vgervais | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Terminate @00099 | 31

2024-10-07 11:38:05.920 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 11:38:05.960 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:05.980 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:38:20.400 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 11:38:20.430 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:20.450 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:38:22.020 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 11:38:22.070 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:22.090 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 11:38:31.210 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtCommNote_AfterUpdate @00450 | 31

2024-10-07 11:38:31.250 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:31.260 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 11:38:31.290 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 11:38:31.320 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 11:38:31.370 | GuillaumeCharron | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 11:38:31.390 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 11:38:31.400 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 11:38:31.410 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 11:38:31.600 | GuillaumeCharron | ADD++++++ | 1545 | GC | 07/10/24 | 1430 | Librairie Lu-Lu Inc. [Céline Camirand] | envoi choix de bump | 0,75 | VRAI | Frais de poste de 25$ | 2024-10-07 11:38:31 | 31

2024-10-07 11:38:31.770 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 11:38:31.790 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 11:38:31.910 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:38:31.940 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 11:38:31.960 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 11:38:32.110 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:38:32.180 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:32.190 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:38:32.220 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:38:32.250 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 11:38:32.280 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 11:38:32.490 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 11:38:32.680 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:38:32.700 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:41:09.990 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 11:41:10.030 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:41:10.040 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:41:13.990 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 11:41:14.020 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:41:14.040 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:41:14.710 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 11:41:14.770 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:41:14.790 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 11:41:15.650 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 11:41:15.680 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 11:41:15.740 | GuillaumeCharron | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 11:41:15.760 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 11:41:15.770 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 11:41:15.790 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 11:41:15.960 | GuillaumeCharron | ADD++++++ | 1546 | GC | 07/10/24 | 1514 | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | courriel avec notaire | 0,40 | VRAI |  | 2024-10-07 11:41:15 | 31

2024-10-07 11:41:16.130 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 11:41:16.160 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 11:41:16.280 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 11:41:16.320 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 11:41:16.340 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 11:41:16.460 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 11:41:16.540 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:41:16.550 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:41:16.590 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 11:41:16.620 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 11:41:16.650 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 11:41:16.860 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 11:41:17.050 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 11:41:17.060 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 11:56:25.320 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

