2025-01-06 09:28:17.90 | Annie | APP_v5.G.5.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2025-01-06 15:10:21.27 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[P. Morin Courtier en assurances Inc. [John Morin]]
2025-01-06 15:10:21.35 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - P. Morin Courtier en assurances Inc. [John Morin]
2025-01-06 15:10:21.43 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1592 = '0.0898 secondes'

2025-01-06 15:10:21.51 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0.2461 secondes'

2025-01-06 15:10:50.34 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Mise à jour du fichier Excellence pour décembre 2024]
2025-01-06 15:10:50.42 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0.0977 secondes'

2025-01-06 15:11:00.21 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1.75]
2025-01-06 15:11:00.30 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0.1055 secondes'

2025-01-06 15:11:00.38 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1.75]
2025-01-06 15:11:00.46 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0.0938 secondes'

2025-01-06 15:11:01.33 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-06 15:11:01.41 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-06 15:11:01.51 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-06 15:11:03.78 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '2.2852 secondes'

2025-01-06 15:11:03.86 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-06 15:11:04.02 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0.1680 secondes'

2025-01-06 15:11:04.11 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 3/2025-01-06
2025-01-06 15:11:04.25 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0.1562 secondes'

2025-01-06 15:11:04.32 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06
2025-01-06 15:11:04.45 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 15:11:04.52 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:11:04.61 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:11:04.79 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.2031 secondes'

2025-01-06 15:11:04.88 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:11:05.13 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.2656 secondes'

2025-01-06 15:11:05.22 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7109 secondes'

2025-01-06 15:11:05.29 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:11:05.54 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2578 secondes'

2025-01-06 15:11:05.61 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:11:05.72 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1367 secondes'

2025-01-06 15:11:05.80 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.3711 secondes'

2025-01-06 15:11:06.00 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06 = '1.6914 secondes'

2025-01-06 15:11:06.08 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '4.6797 secondes'

2025-01-06 15:11:06.15 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '4.8398 secondes'

2025-01-06 15:11:33.55 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:11:33.62 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:11:33.81 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.2031 secondes'

2025-01-06 15:11:33.89 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:11:34.19 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.3125 secondes'

2025-01-06 15:11:34.26 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7305 secondes'

2025-01-06 15:11:34.34 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:11:34.54 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2148 secondes'

2025-01-06 15:11:34.61 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:11:34.76 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1641 secondes'

2025-01-06 15:11:34.94 | Annie | APP_v5.J.xlsb | ufStatsHeures:UserForm_Initialize
2025-01-06 15:11:35.02 | Annie | APP_v5.J.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines
2025-01-06 15:11:35.13 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click(2025-01-06 au 2025-01-12)
2025-01-06 15:11:35.21 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(2025-01-06 au 2025-01-12)
2025-01-06 15:11:35.30 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 15:11:35.39 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:11:35.46 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:11:35.65 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.1953 secondes'

2025-01-06 15:11:35.73 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:11:36.03 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.3047 secondes'

2025-01-06 15:11:36.11 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7266 secondes'

2025-01-06 15:11:36.18 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:11:36.46 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2852 secondes'

2025-01-06 15:11:36.54 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:11:36.70 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1719 secondes'

2025-01-06 15:11:36.77 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.4844 secondes'

2025-01-06 15:11:36.94 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-06 15:11:37.01 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine = '0.0898 secondes'

2025-01-06 15:11:37.10 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = '1.9102 secondes'

2025-01-06 15:11:37.18 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click = '2.0664 secondes'

2025-01-06 15:11:37.26 | Annie | APP_v5.J.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines = '2.2578 secondes'

2025-01-06 15:11:37.34 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-06 15:11:37.42 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine = '0.0938 secondes'

2025-01-06 15:11:37.49 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesMois
2025-01-06 15:11:37.59 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesMois = '0.1133 secondes'

2025-01-06 15:11:37.67 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesTrimestre
2025-01-06 15:11:37.74 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesTrimestre = '0.0898 secondes'

2025-01-06 15:11:37.81 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere
2025-01-06 15:11:37.89 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere = '0.0898 secondes'

2025-01-06 15:11:37.96 | Annie | APP_v5.J.xlsb | ufStatsHeures:UserForm_Initialize = '3.0312 secondes'

2025-01-06 15:12:02.80 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click(2024-12-30 au 2025-01-05)
2025-01-06 15:12:02.89 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(2024-12-30 au 2025-01-05)
2025-01-06 15:12:02.99 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 15:12:03.06 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:12:03.14 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:12:03.30 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.1758 secondes'

2025-01-06 15:12:03.38 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:12:03.69 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.3203 secondes'

2025-01-06 15:12:03.77 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7227 secondes'

2025-01-06 15:12:03.84 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:12:04.14 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.3047 secondes'

2025-01-06 15:12:04.21 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:12:04.36 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1641 secondes'

2025-01-06 15:12:04.44 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.4648 secondes'

2025-01-06 15:12:06.18 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-06 15:12:06.27 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine = '0.0938 secondes'

2025-01-06 15:12:06.36 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = '3.4961 secondes'

2025-01-06 15:12:06.44 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click = '3.6602 secondes'

2025-01-06 15:12:07.82 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click(2024-12-23 au 2024-12-29)
2025-01-06 15:12:07.91 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(2024-12-23 au 2024-12-29)
2025-01-06 15:12:07.99 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 15:12:08.08 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:12:08.16 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:12:08.37 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.2188 secondes'

2025-01-06 15:12:08.46 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:12:08.77 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.3242 secondes'

2025-01-06 15:12:08.85 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7852 secondes'

2025-01-06 15:12:08.93 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:12:09.20 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2891 secondes'

2025-01-06 15:12:09.28 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:12:09.41 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1484 secondes'

2025-01-06 15:12:09.49 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.5195 secondes'

2025-01-06 15:12:11.84 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-06 15:12:11.94 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine = '0.1289 secondes'

2025-01-06 15:12:12.05 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = '4.1602 secondes'

2025-01-06 15:12:12.14 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click = '4.3320 secondes'

2025-01-06 15:12:12.88 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click(2024-12-16 au 2024-12-22)
2025-01-06 15:12:12.96 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(2024-12-16 au 2024-12-22)
2025-01-06 15:12:13.06 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 15:12:13.14 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 15:12:13.21 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 15:12:13.41 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.2109 secondes'

2025-01-06 15:12:13.49 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 15:12:13.81 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.3359 secondes'

2025-01-06 15:12:13.88 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7578 secondes'

2025-01-06 15:12:13.96 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 15:12:14.23 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2852 secondes'

2025-01-06 15:12:14.30 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 15:12:14.45 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1641 secondes'

2025-01-06 15:12:14.52 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.4766 secondes'

2025-01-06 15:12:14.70 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-06 15:12:14.77 | Annie | APP_v5.J.xlsb | ufStatsHeures:AddColonnesSemaine = '0.0898 secondes'

2025-01-06 15:12:14.86 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = '1.9141 secondes'

2025-01-06 15:12:14.94 | Annie | APP_v5.J.xlsb | ufStatsHeures:lbxDatesSemaines_Click = '2.0703 secondes'

2025-01-06 15:12:56.40 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-06 15:12:56.50 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0.1094 secondes'

2025-01-06 15:12:57.53 | Annie | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-06 15:12:57.63 | Annie | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0.1133 secondes'

2025-01-06 15:12:58.22 | Annie | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2025-01-06 15:12:59.63 | Annie | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2025-01-06 15:12:59.79 | Annie | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0.1797 secondes'

2025-01-06 15:12:59.90 | Annie | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-01-06 17:05:36.68 | Annie | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-06 17:05:36.77 | Annie | APP_v5.J.xlsb | OK - Validation d'accès serveur terminée = '0.0117 secondes'

2025-01-06 17:05:36.85 | Annie | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File
2025-01-06 17:05:36.98 | Annie | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File = '0.1562 secondes'

2025-01-06 17:05:37.07 | Annie | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-01-06 17:05:37.16 | Annie | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat = '0.1055 secondes'

2025-01-06 17:05:37.23 | Annie | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile
2025-01-06 17:05:38.39 | Annie | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile = '1.1641 secondes'

2025-01-06 17:05:38.46 | Annie | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu
2025-01-06 17:05:38.60 | Annie | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu = '0.1562 secondes'

2025-01-06 17:05:38.70 | Annie | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-01-06 17:05:38.78 | Annie | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername = '0.1016 secondes'

2025-01-06 17:05:38.88 | Annie | APP_v5.J.xlsb | modAppli:CodeEssentielDepart = '2.2227 secondes'

2025-01-06 17:05:39.71 | Annie | APP_v5.J.xlsb | modMenu:menuTEC_Click
2025-01-06 17:05:39.85 | Annie | APP_v5.J.xlsb | modMenu:menuTEC_Click = '0.1523 secondes'

2025-01-06 17:05:41.84 | Annie | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-06 17:05:41.97 | Annie | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click = '0.1562 secondes'

2025-01-06 17:05:42.06 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-06 17:05:42.13 | Annie | APP_v5.J.xlsb | modImport:Client_List_Import_All
2025-01-06 17:05:42.95 | Annie | APP_v5.J.xlsb | modImport:ResizeTable
2025-01-06 17:05:43.03 | Annie | APP_v5.J.xlsb | modImport:ResizeTable = '0.0898 secondes'

2025-01-06 17:05:43.11 | Annie | APP_v5.J.xlsb | modImport:ApplyFormatting
2025-01-06 17:05:43.19 | Annie | APP_v5.J.xlsb | modImport:ApplyFormatting = '0.0977 secondes'

2025-01-06 17:05:43.34 | Annie | APP_v5.J.xlsb | modImport:Client_List_Import_All = '1.2188 secondes'

2025-01-06 17:05:43.40 | Annie | APP_v5.J.xlsb | modImport:TEC_Import_All
2025-01-06 17:05:44.69 | Annie | APP_v5.J.xlsb | modImport:TEC_Import_All = '1.3008 secondes'

2025-01-06 17:05:44.78 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate = '2.7344 secondes'

2025-01-06 17:05:48.43 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-06 17:05:48.51 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = '0.0977 secondes'

2025-01-06 17:05:49.34 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:05:49.44 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(2025-01-06, 600, 15)
2025-01-06 17:05:49.54 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0.1211 secondes'

2025-01-06 17:05:49.63 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = '0.2969 secondes'

2025-01-06 17:05:49.71 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-06 17:05:49.79 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 3/2025-01-06
2025-01-06 17:05:49.98 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0.2148 secondes'

2025-01-06 17:05:50.07 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06
2025-01-06 17:05:50.17 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 17:05:50.24 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 17:05:50.32 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 17:05:50.49 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.1797 secondes'

2025-01-06 17:05:50.57 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 17:05:50.82 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.2734 secondes'

2025-01-06 17:05:50.93 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7031 secondes'

2025-01-06 17:05:51.02 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 17:05:51.30 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.2969 secondes'

2025-01-06 17:05:51.39 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 17:05:51.52 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1406 secondes'

2025-01-06 17:05:51.61 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.4492 secondes'

2025-01-06 17:05:51.76 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06 = '1.7031 secondes'

2025-01-06 17:05:51.84 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '2.1445 secondes'

2025-01-06 17:06:03.47 | Annie | APP_v5.J.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4]
2025-01-06 17:06:03.56 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-06 17:06:03.68 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3269
2025-01-06 17:06:03.77 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = '0.2227 secondes'

2025-01-06 17:06:03.93 | Annie | APP_v5.J.xlsb | ufSaisieHeures:lsbHresJour_dblClick[3270] = '0.4766 secondes'

2025-01-06 17:06:11.57 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[P. Morin Courtier en assurances Inc. [John Morin]]
2025-01-06 17:06:11.66 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - P. Morin Courtier en assurances Inc. [John Morin]
2025-01-06 17:06:11.73 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1592 = '0.0898 secondes'

2025-01-06 17:06:11.80 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0.2422 secondes'

2025-01-06 17:06:16.70 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[2.5]
2025-01-06 17:06:16.78 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0.1016 secondes'

2025-01-06 17:06:16.86 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[2.50]
2025-01-06 17:06:16.94 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0.0898 secondes'

2025-01-06 17:06:17.91 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdUpdate_Click[3270]
2025-01-06 17:06:17.99 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2025-01-06 17:06:18.06 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - P. Morin Courtier en assurances Inc. [John Morin]
2025-01-06 17:06:18.14 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1592 = '0.0977 secondes'

2025-01-06 17:06:18.21 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(3270)
2025-01-06 17:06:20.43 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 3270 = '2.2305 secondes'

2025-01-06 17:06:20.52 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(3270)
2025-01-06 17:06:20.60 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-06 17:06:20.70 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3269
2025-01-06 17:06:20.78 | Annie | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = '0.1953 secondes'

2025-01-06 17:06:20.91 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 3270 = '0.4023 secondes'

2025-01-06 17:06:20.99 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 3/01-06-2025
2025-01-06 17:06:21.13 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0.1523 secondes'

2025-01-06 17:06:21.21 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/01-06-2025
2025-01-06 17:06:21.31 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 17:06:21.39 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
