2025-01-13 12:16:33.97 | vgervais | APP_v5.M.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****

2025-01-13 13:35:12.79 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/13/01/25 *** = '1,1523 secondes'

2025-01-13 13:35:12.81 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,3633 secondes'

2025-01-13 13:35:15.24 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Construction Nelson Inc. [Nelson Massicotte]]
2025-01-13 13:35:15.27 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Construction Nelson Inc. [Nelson Massicotte]
2025-01-13 13:35:15.29 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1803 *** = '0,0234 secondes'

2025-01-13 13:35:15.31 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0742 secondes'

2025-01-13 13:35:40.95 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[réception des documents de Susana pour Locavel + tel françois + courriel Nicholas]
2025-01-13 13:35:40.98 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0391 secondes'

2025-01-13 13:35:42.61 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.75]
2025-01-13 13:35:42.64 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0430 secondes'

2025-01-13 13:35:42.67 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2025-01-13 13:35:42.70 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0352 secondes'

2025-01-13 13:35:50.34 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[réception des documents de Susana pour Locavel et analyse + tel françois + courriel Nicholas]
2025-01-13 13:35:50.38 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0391 secondes'

2025-01-13 13:35:56.59 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0,75]
2025-01-13 13:35:56.62 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0430 secondes'

2025-01-13 13:35:56.65 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2025-01-13 13:35:56.67 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0312 secondes'

2025-01-13 13:35:57.28 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-13 13:35:57.31 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-13 13:35:57.34 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-13 13:35:58.10 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,7695 secondes'

2025-01-13 13:35:58.13 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-13 13:35:58.23 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,1211 secondes'

2025-01-13 13:35:58.26 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-13
2025-01-13 13:35:58.40 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1445 secondes'

2025-01-13 13:35:58.43 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-13
2025-01-13 13:35:58.47 | GuillaumeCharron | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-13 13:35:58.50 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 13:35:58.52 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 13:35:58.68 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1641 secondes'

2025-01-13 13:35:58.71 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 13:35:58.90 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1914 secondes'

2025-01-13 13:35:58.92 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4297 secondes'

2025-01-13 13:35:58.95 | GuillaumeCharron | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 13:35:59.37 | GuillaumeCharron | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,4297 secondes'

2025-01-13 13:35:59.40 | GuillaumeCharron | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 13:35:59.49 | GuillaumeCharron | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0,1055 secondes'

2025-01-13 13:35:59.52 | GuillaumeCharron | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '1,0547 secondes'

2025-01-13 13:35:59.61 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-13 *** = '1,1875 secondes'

2025-01-13 13:35:59.63 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '2,3320 secondes'

2025-01-13 13:35:59.66 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:cmdAdd_Click *** = '2,3867 secondes'

2025-01-13 13:47:13.18 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-13 13:47:13.23 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Terminate *** = '0,0547 secondes'

2025-01-13 13:47:14.75 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-13 13:47:14.79 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0430 secondes'

2025-01-13 13:47:22.50 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:menuComptabilite_Click
2025-01-13 13:47:22.54 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:menuComptabilite_Click *** = '0,0508 secondes'

2025-01-13 13:47:23.44 | GuillaumeCharron | APP_v5.M.xlsb | wshENC_Saisie:Worksheet_Activate
2025-01-13 13:47:23.47 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All
2025-01-13 13:47:23.81 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable
2025-01-13 13:47:23.83 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable *** = '0,0234 secondes'

2025-01-13 13:47:23.85 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting
2025-01-13 13:47:23.87 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting *** = '0,0234 secondes'

2025-01-13 13:47:23.95 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All *** = '0,4766 secondes'

2025-01-13 13:47:23.97 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Comptes_Clients_Import_All
2025-01-13 13:47:24.85 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Comptes_Clients_Import_All *** = '0,8828 secondes'

2025-01-13 13:47:24.88 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Détails_Import_All
2025-01-13 13:47:25.53 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Détails_Import_All *** = '0,6523 secondes'

2025-01-13 13:47:25.55 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Entête_Import_All
2025-01-13 13:47:26.13 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Entête_Import_All *** = '0,5742 secondes'

2025-01-13 13:47:26.15 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Détails_Import_All
2025-01-13 13:47:26.72 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Détails_Import_All *** = '0,5781 secondes'

2025-01-13 13:47:26.75 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Entête_Import_All
2025-01-13 13:47:27.31 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Entête_Import_All *** = '0,5586 secondes'

2025-01-13 13:47:27.33 | GuillaumeCharron | APP_v5.M.xlsb | modImport:GL_Trans_Import_All
2025-01-13 13:47:28.14 | GuillaumeCharron | APP_v5.M.xlsb | modImport:GL_Trans_Import_All *** = '0,8203 secondes'

2025-01-13 13:47:28.20 | GuillaumeCharron | APP_v5.M.xlsb | modDev_Utils:SetTabOrder(wshENC_Saisie)
2025-01-13 13:47:28.24 | GuillaumeCharron | APP_v5.M.xlsb | modDev_Utils:SetTabOrder *** = '0,0469 secondes'

2025-01-13 13:47:28.26 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2025-01-13 13:47:28.29 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes *** = '0,0391 secondes'

2025-01-13 13:47:28.36 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date(13/01/25, 30, 0)
2025-01-13 13:47:28.38 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date *** = '0,0234 secondes'

2025-01-13 13:47:28.43 | GuillaumeCharron | APP_v5.M.xlsb | wshENC_Saisie:Worksheet_Activate *** = '5,0000 secondes'

2025-01-13 13:47:35.71 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Vignoble Kobloth et fils Inc. [Roxane Gauthier]
2025-01-13 13:47:35.80 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1112 *** = '0,0898 secondes'

2025-01-13 13:47:35.84 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2025-01-13 13:47:35.91 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes *** = '0,1367 secondes'

2025-01-13 13:47:36.01 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices
2025-01-13 13:47:36.08 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices_With_AF
2025-01-13 13:47:36.25 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Get_OS_Invoices_With_AF *** = '0,1758 secondes'

2025-01-13 13:47:36.36 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes
2025-01-13 13:47:36.44 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes *** = '0,1211 secondes'

2025-01-13 13:47:36.50 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Load_OS_Invoices *** = '0,4961 secondes'

2025-01-13 13:48:09.44 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:MAJ_Encaissement
2025-01-13 13:48:09.50 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Entete
2025-01-13 13:48:10.24 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Entete *** = '0,7578 secondes'

2025-01-13 13:48:10.28 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Entete
2025-01-13 13:48:10.43 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Entete *** = '0,1484 secondes'

2025-01-13 13:48:10.49 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details
2025-01-13 13:48:11.20 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details *** = '0,7148 secondes'

2025-01-13 13:48:11.23 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details
2025-01-13 13:48:11.31 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details *** = '0,3828 secondes'

2025-01-13 13:48:11.63 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details
2025-01-13 13:48:12.26 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details *** = '0,6328 secondes'

2025-01-13 13:48:12.31 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details
2025-01-13 13:48:12.39 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details *** = '0,0977 secondes'

2025-01-13 13:48:12.47 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_DB
2025-01-13 13:48:13.30 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_DB *** = '0,8867 secondes'

2025-01-13 13:48:13.38 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_Locally
2025-01-13 13:48:13.63 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_Locally *** = '0,2812 secondes'

2025-01-13 13:48:14.77 | GuillaumeCharron | APP_v5.M.xlsb | modEnc_Saisie:Encaissement_Add_New
2025-01-13 13:48:14.80 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells
2025-01-13 13:48:14.87 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells *** = '0,0781 secondes'

2025-01-13 13:48:14.89 | GuillaumeCharron | APP_v5.M.xlsb | modEnc_Saisie:Encaissement_Add_New *** = '0,1250 secondes'

2025-01-13 13:48:14.92 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:MAJ_Encaissement *** = '5,4883 secondes'

2025-01-13 13:49:05.55 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - XAV Solution Inc.
2025-01-13 13:49:05.58 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1678 *** = '0,0352 secondes'

2025-01-13 13:49:05.63 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2025-01-13 13:49:05.74 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes *** = '0,2109 secondes'

2025-01-13 13:49:05.86 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices
2025-01-13 13:49:05.90 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices_With_AF
2025-01-13 13:49:05.00 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Get_OS_Invoices_With_AF *** = '0,1094 secondes'

2025-01-13 13:49:06.07 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes
2025-01-13 13:49:06.13 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes *** = '0,0703 secondes'

2025-01-13 13:49:06.15 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Load_OS_Invoices *** = '0,3008 secondes'

2025-01-13 13:49:13.39 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date(3219,30, 30, 0)
2025-01-13 13:49:13.41 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date *** = '0,0273 secondes'

2025-01-13 13:49:17.99 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date(13/01, 30, 0)
2025-01-13 13:49:18.01 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date *** = '0,0273 secondes'

2025-01-13 13:49:44.80 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:MAJ_Encaissement
2025-01-13 13:49:44.86 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Entete
2025-01-13 13:49:45.45 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Entete *** = '0,5898 secondes'

2025-01-13 13:49:45.49 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Entete
2025-01-13 13:49:45.61 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Entete *** = '0,4219 secondes'

2025-01-13 13:49:45.93 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details
2025-01-13 13:49:46.75 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details *** = '0,8633 secondes'

2025-01-13 13:49:46.82 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details
2025-01-13 13:49:46.89 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details *** = '0,1055 secondes'

2025-01-13 13:49:46.94 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details
2025-01-13 13:49:47.60 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_DB_Details *** = '0,6875 secondes'

2025-01-13 13:49:47.65 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details
2025-01-13 13:49:47.77 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Locally_Details *** = '0,1523 secondes'

2025-01-13 13:49:47.88 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_DB
2025-01-13 13:49:48.69 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_DB *** = '0,8359 secondes'

2025-01-13 13:49:48.74 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_Locally
2025-01-13 13:49:48.97 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_GL_Posting_Locally *** = '0,2344 secondes'

2025-01-13 13:49:50.24 | GuillaumeCharron | APP_v5.M.xlsb | modEnc_Saisie:Encaissement_Add_New
2025-01-13 13:49:50.30 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells
2025-01-13 13:49:50.39 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells *** = '0,0938 secondes'

2025-01-13 13:49:50.41 | GuillaumeCharron | APP_v5.M.xlsb | modEnc_Saisie:Encaissement_Add_New *** = '0,2227 secondes'

2025-01-13 13:49:50.50 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:MAJ_Encaissement *** = '5,7422 secondes'

2025-01-13 13:49:51.53 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Back_To_GL_Menu
2025-01-13 13:49:51.56 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells
2025-01-13 13:49:51.65 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Clear_Cells *** = '0,0938 secondes'

2025-01-13 13:49:51.69 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Back_To_GL_Menu *** = '0,1602 secondes'

2025-01-13 13:49:52.62 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-13 13:49:52.70 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0898 secondes'

2025-01-13 13:54:03.38 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:menuTEC_Click
2025-01-13 13:54:03.46 | GuillaumeCharron | APP_v5.M.xlsb | modMenu:menuTEC_Click *** = '0,0820 secondes'

2025-01-13 13:54:04.07 | GuillaumeCharron | APP_v5.M.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-13 13:54:04.15 | GuillaumeCharron | APP_v5.M.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0859 secondes'

2025-01-13 13:54:04.21 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-13 13:54:04.25 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All
2025-01-13 13:54:04.81 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable
2025-01-13 13:54:04.86 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable *** = '0,1211 secondes'

2025-01-13 13:54:04.96 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting
2025-01-13 13:54:05.07 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting *** = '0,1133 secondes'

2025-01-13 13:54:05.23 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All *** = '1,0234 secondes'

2025-01-13 13:54:05.34 | GuillaumeCharron | APP_v5.M.xlsb | modImport:TEC_Import_All
2025-01-13 13:54:06.36 | GuillaumeCharron | APP_v5.M.xlsb | modImport:TEC_Import_All *** = '1,0195 secondes'

2025-01-13 13:54:06.39 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Activate *** = '2,2305 secondes'

2025-01-13 13:54:07.05 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-13 13:54:07.10 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0,0586 secondes'

2025-01-13 13:54:07.52 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-13 13:54:07.59 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date(13/01/25, 600, 15)
2025-01-13 13:54:07.63 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date *** = '0,0469 secondes'

2025-01-13 13:54:07.66 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,1367 secondes'

2025-01-13 13:54:07.74 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-13 13:54:07.77 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/13/01/25
2025-01-13 13:54:07.93 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,2031 secondes'

2025-01-13 13:54:07.99 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/13/01/25
2025-01-13 13:54:08.07 | GuillaumeCharron | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-13 13:54:08.11 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 13:54:08.15 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 13:54:08.29 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-13 13:54:08.32 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 13:54:08.57 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,2500 secondes'

2025-01-13 13:54:08.63 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,5273 secondes'

2025-01-13 13:54:08.65 | GuillaumeCharron | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 13:54:09.13 | GuillaumeCharron | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,4883 secondes'

2025-01-13 13:54:09.16 | GuillaumeCharron | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 13:54:09.36 | GuillaumeCharron | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0,2461 secondes'

2025-01-13 13:54:09.43 | GuillaumeCharron | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '1,3594 secondes'

2025-01-13 13:54:09.55 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/13/01/25 *** = '1,6055 secondes'

2025-01-13 13:54:09.62 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,8789 secondes'

2025-01-13 13:54:18.05 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9310-7761 Québec Inc. [Pretech]]
2025-01-13 13:54:18.11 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9310-7761 Québec Inc. [Pretech]
2025-01-13 13:54:18.18 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1566 *** = '0,0820 secondes'

2025-01-13 13:54:18.24 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,2031 secondes'

2025-01-13 13:54:30.07 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[tel avec shawn pour ses questions de cdc et autres]
2025-01-13 13:54:30.17 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,1016 secondes'

2025-01-13 13:54:30.84 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.5]
2025-01-13 13:54:30.89 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,1016 secondes'

2025-01-13 13:54:30.96 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-13 13:54:31.00 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0469 secondes'

2025-01-13 13:54:32.67 | GuillaumeCharron | APP_v5.M.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-13 13:54:32.70 | GuillaumeCharron | APP_v5.M.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
