2025-02-13 05:49:38.89 | GuillaumeCharron | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-13 07:52:13.19 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0898 secondes

2025-02-13 07:52:13.22 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3047 secondes

2025-02-13 07:52:13.26 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 07:52:13.37 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1152 secondes

2025-02-13 07:52:13.40 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 07:52:13.45 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0527 secondes

2025-02-13 07:52:13.49 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6074 secondes

2025-02-13 07:52:13.55 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/13-02-2025 | 0,7090 secondes

2025-02-13 07:52:13.59 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9062 secondes

2025-02-13 07:52:16.94 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | autre | 
2025-02-13 07:52:16.98 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0527 secondes

2025-02-13 07:52:17.14 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 07:52:17.20 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 07:52:17.24 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0410 secondes

2025-02-13 07:52:17.28 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | 5 | 
2025-02-13 07:52:17.31 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0371 secondes

2025-02-13 07:52:17.35 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2129 secondes

2025-02-13 07:52:17.38 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 07:52:17.42 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-13 07:52:17.46 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-13 07:52:17.49 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-13 07:52:25.55 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossier planning  | 
2025-02-13 07:52:25.60 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0527 secondes

2025-02-13 07:52:26.65 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 
2025-02-13 07:52:29.60 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossier planning | 
2025-02-13 07:52:29.64 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0410 secondes

2025-02-13 07:52:30.57 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 
2025-02-13 08:02:40.43 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossier planning +  | 
2025-02-13 08:02:40.48 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0527 secondes

2025-02-13 08:02:40.54 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-13 08:02:40.57 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0430 secondes

2025-02-13 08:02:48.79 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossier planning + suivis | 
2025-02-13 08:02:48.83 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0430 secondes

2025-02-13 08:02:50.16 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .6 | 
2025-02-13 08:02:50.20 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0449 secondes

2025-02-13 08:02:50.24 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 0,60 | 
2025-02-13 08:02:50.27 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0410 secondes

2025-02-13 08:02:51.28 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 08:02:51.32 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 08:02:51.36 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 08:02:51.40 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0410 secondes

2025-02-13 08:02:51.43 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 08:02:52.09 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6582 secondes

2025-02-13 08:02:52.12 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 08:02:52.19 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0684 secondes

2025-02-13 08:02:52.23 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-13 | 
2025-02-13 08:02:52.32 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0957 secondes

2025-02-13 08:02:52.36 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-13 | 
2025-02-13 08:02:52.40 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 08:02:52.44 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 08:02:52.48 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 08:02:52.61 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1387 secondes

2025-02-13 08:02:52.66 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 08:02:52.74 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0918 secondes

2025-02-13 08:02:52.78 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3398 secondes

2025-02-13 08:02:52.81 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 08:02:52.96 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1465 secondes

2025-02-13 08:02:52.99 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 08:02:53.06 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0703 secondes

2025-02-13 08:02:53.09 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6934 secondes

2025-02-13 08:02:53.16 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-13 | 0,8008 secondes

2025-02-13 08:02:53.19 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,8750 secondes

2025-02-13 08:02:53.23 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdAdd_Click |  | 1,9570 secondes

2025-02-13 08:09:15.52 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 0 | 
2025-02-13 08:09:15.57 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-13 08:09:15.62 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4089 | -1 | 
2025-02-13 08:09:15.65 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0898 secondes

2025-02-13 08:09:15.72 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4090] |  | 0,2031 secondes

2025-02-13 08:09:17.06 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-13 08:09:17.10 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-13 08:09:23.92 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossier planning + suivis + courriel développement | 
2025-02-13 08:09:23.96 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0449 secondes

2025-02-13 08:09:26.23 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,7 | 
2025-02-13 08:09:26.28 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0488 secondes

2025-02-13 08:09:26.31 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 0,70 | 
2025-02-13 08:09:26.35 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0410 secondes

2025-02-13 08:09:27.20 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdUpdate_Click | 4090 | 
2025-02-13 08:09:27.23 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-13 08:09:27.27 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4090 | 
2025-02-13 08:09:27.90 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4090 | 0,6406 secondes

2025-02-13 08:09:27.94 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4090 | 
2025-02-13 08:09:27.98 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-13 08:09:28.03 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4089 | -1 | 
2025-02-13 08:09:28.08 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1074 secondes

2025-02-13 08:09:28.21 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4090 | 0,2715 secondes

2025-02-13 08:09:28.24 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/13-02-2025 | 
2025-02-13 08:09:28.32 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0859 secondes

2025-02-13 08:09:28.36 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/13-02-2025 | 
2025-02-13 08:09:28.40 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 08:09:28.44 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 08:09:28.47 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 08:09:28.58 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1074 secondes

2025-02-13 08:09:28.62 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 08:09:28.70 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0898 secondes

2025-02-13 08:09:28.74 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3086 secondes

2025-02-13 08:09:28.78 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 08:09:28.88 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1113 secondes

2025-02-13 08:09:28.92 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 08:09:28.97 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0547 secondes

2025-02-13 08:09:29.01 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6094 secondes

2025-02-13 08:09:29.08 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/13-02-2025 | 0,7266 secondes

2025-02-13 08:09:29.12 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 1,8906 secondes

2025-02-13 08:09:29.15 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 1,9609 secondes

2025-02-13 08:13:38.54 | User | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-13 08:13:38.60 | User | APP_v5.P.3.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-13 08:13:38.65 | User | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-13 08:13:38.73 | User | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 0,0859 secondes

2025-02-13 08:13:38.77 | User | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-13 08:13:38.85 | User | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 0,0801 secondes

2025-02-13 08:13:38.89 | User | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 
2025-02-13 08:13:39.31 | User | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 0,4258 secondes

2025-02-13 08:13:39.35 | User | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-13 08:13:39.60 | User | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,2520 secondes

2025-02-13 08:13:39.68 | User | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-13 08:13:39.76 | User | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0840 secondes

2025-02-13 08:13:39.81 | User | APP_v5.P.3.xlsb | modAppli:CodeEssentielDepart |  | 1,2734 secondes

2025-02-13 08:13:48.80 | User | APP_v5.P.3.xlsb | modMenu:menuComptabilité |  | 
2025-02-13 08:13:48.90 | User | APP_v5.P.3.xlsb | modMenu:menuComptabilité |  | 0,1055 secondes

2025-02-13 08:13:52.40 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 
2025-02-13 08:13:52.46 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-13 08:13:54.21 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 1,7578 secondes

2025-02-13 08:13:54.27 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 
2025-02-13 08:13:54.67 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 
2025-02-13 08:13:55.23 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 0,5664 secondes

2025-02-13 08:13:55.32 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 1,0547 secondes

2025-02-13 08:13:55.45 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder | wshGL_EJ | 
2025-02-13 08:13:55.51 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder |  | 0,0605 secondes

2025-02-13 08:13:55.54 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-13 08:13:55.75 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,2188 secondes

2025-02-13 08:13:55.94 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 13-02-2025, 999, 15 | 
2025-02-13 08:13:55.99 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0488 secondes

2025-02-13 08:13:56.10 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 3,6973 secondes

2025-02-13 08:14:11.65 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 2025-02-13, 999, 15 | 
2025-02-13 08:14:11.72 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0762 secondes

2025-02-13 08:14:28.67 | User | APP_v5.P.3.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | fra | 
2025-02-13 08:14:28.73 | User | APP_v5.P.3.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - Not Found | -1 | 
2025-02-13 08:14:30.50 | User | APP_v5.P.3.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 1,8379 secondes

2025-02-13 08:14:53.12 | User | APP_v5.P.3.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | fr | 
2025-02-13 08:14:53.19 | User | APP_v5.P.3.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - Not Found | -1 | 
2025-02-13 08:14:55.04 | User | APP_v5.P.3.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 1,9258 secondes

2025-02-13 08:14:57.40 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 
2025-02-13 08:14:57.45 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-13 08:14:59.56 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 2,1250 secondes

2025-02-13 08:14:59.62 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 
2025-02-13 08:14:59.96 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 
2025-02-13 08:15:00.59 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 0,6348 secondes

2025-02-13 08:15:00.69 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 1,0762 secondes

2025-02-13 08:15:00.83 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder | wshGL_EJ | 
2025-02-13 08:15:00.89 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder |  | 0,0684 secondes

2025-02-13 08:15:00.94 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-13 08:15:01.16 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,2246 secondes

2025-02-13 08:15:01.34 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 13-02-2025, 999, 15 | 
2025-02-13 08:15:01.39 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0488 secondes

2025-02-13 08:15:01.48 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 4,0840 secondes

2025-02-13 08:15:19.86 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 2025-02-13, 999, 15 | 
2025-02-13 08:15:19.91 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0645 secondes

2025-02-13 08:15:37.81 | User | APP_v5.P.3.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 
2025-02-13 08:15:37.87 | User | APP_v5.P.3.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-13 08:15:38.29 | User | APP_v5.P.3.xlsb | modImport:Fournisseur_List_Import_All |  | 0,4297 secondes

2025-02-13 08:15:38.34 | User | APP_v5.P.3.xlsb | modImport:DEB_Trans_Import_All |  | 
2025-02-13 08:15:38.89 | User | APP_v5.P.3.xlsb | modImport:DEB_Trans_Import_All |  | 0,5527 secondes

2025-02-13 08:15:38.95 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-13 08:15:41.13 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 2,1816 secondes

2025-02-13 08:15:41.17 | User | APP_v5.P.3.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-13 08:15:41.50 | User | APP_v5.P.3.xlsb | modImport:Fournisseur_List_Import_All |  | 0,3359 secondes

2025-02-13 08:15:41.61 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder | wshDEB_Saisie | 
2025-02-13 08:15:41.67 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder |  | 0,0664 secondes

2025-02-13 08:15:41.72 | User | APP_v5.P.3.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-13 08:15:41.87 | User | APP_v5.P.3.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,1562 secondes

2025-02-13 08:15:41.95 | User | APP_v5.P.3.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 4,1543 secondes

2025-02-13 08:16:08.50 | User | APP_v5.P.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-13 08:16:08.59 | User | APP_v5.P.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0977 secondes

2025-02-13 08:16:09.51 | User | APP_v5.P.3.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-13 08:16:12.24 | User | APP_v5.P.3.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-13 08:16:12.40 | User | APP_v5.P.3.xlsb | modMenu:Delete_User_Active_File |  | 0,1738 secondes

2025-02-13 08:16:12.45 | User | APP_v5.P.3.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-13 08:16:39.56 | User | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-13 08:16:39.62 | User | APP_v5.P.3.xlsb | Validation d'accès serveur terminée |  | 0,0059 secondes

2025-02-13 08:16:39.66 | User | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-13 08:16:39.76 | User | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 0,1055 secondes

2025-02-13 08:16:39.82 | User | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-13 08:16:39.94 | User | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 0,1289 secondes

2025-02-13 08:16:39.99 | User | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 
2025-02-13 08:16:40.40 | User | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 0,4258 secondes

2025-02-13 08:16:40.46 | User | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-13 08:16:40.66 | User | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,2070 secondes

2025-02-13 08:16:40.76 | User | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-13 08:16:40.81 | User | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0527 secondes

2025-02-13 08:16:40.85 | User | APP_v5.P.3.xlsb | modAppli:CodeEssentielDepart |  | 1,3008 secondes

2025-02-13 08:16:42.11 | User | APP_v5.P.3.xlsb | modMenu:menuComptabilité |  | 
2025-02-13 08:16:42.21 | User | APP_v5.P.3.xlsb | modMenu:menuComptabilité |  | 0,1074 secondes

2025-02-13 08:16:43.78 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 
2025-02-13 08:16:43.82 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-13 08:16:44.72 | User | APP_v5.P.3.xlsb | modImport:GL_Trans_Import_All |  | 0,9043 secondes

2025-02-13 08:16:44.77 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 
2025-02-13 08:16:45.09 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 
2025-02-13 08:16:45.64 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 0,5625 secondes

2025-02-13 08:16:45.77 | User | APP_v5.P.3.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 1,0156 secondes

2025-02-13 08:16:45.90 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder | wshGL_EJ | 
2025-02-13 08:16:45.98 | User | APP_v5.P.3.xlsb | modDev_Utils:SetTabOrder |  | 0,0781 secondes

2025-02-13 08:16:46.02 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-13 08:16:46.25 | User | APP_v5.P.3.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,2324 secondes

2025-02-13 08:16:46.41 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 13-02-2025, 999, 15 | 
2025-02-13 08:16:46.46 | User | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0566 secondes

2025-02-13 08:16:46.55 | User | APP_v5.P.3.xlsb | wshGL_EJ:Worksheet_Activate |  | 2,7734 secondes

2025-02-13 08:16:59.19 | User | APP_v5.P.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-13 08:16:59.26 | User | APP_v5.P.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0742 secondes

2025-02-13 08:17:00.04 | User | APP_v5.P.3.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
